|0|1|2|3
108|"Offset 0, length 2, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: AP; als; an; auf; aus; das; war; am; ab; hat; man; gab; kam; was; Mai; Bau; SPD; dar; lag; sah
aP
^^"|||
109|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: der; er; für; vor; vier; her; per; wer; Ufer; fern; Bär; wär; Mär; Oer; den; des; von; dem; war; über
fer
^^^"|||
110|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Liszt; nickt; ist; nicht; nimmt; wirkt; nutzt; sitzt; misst; sinkt; Fisch; Tisch; bist; Nizza; isst; mischt; nistet; nützt; Cisco; winkt
nisct
^^^^^"|||
111|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gegabelt; kegeln; Megären; gegarten; gegoren; gegärten
gechareln
^^^^^^^^^"|||
112|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Jede; Heute; Rede; Hätte; Hefte; Hexe; Härte; Hegte; Hefe; Käthe; Räte; Täte; Häute; Bete; Hebe; Hedy; Hege; Häme; Säte; Hüte
Hete
^^^^"|||
113|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geschöpft; Wechselbad
gescholpat
^^^^^^^^^^"|||
114|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: traurig; traurige; trauriges; traubig; traurigst; drastisch; tragisch; traubige; traurigen; krautig; trauriger; drahtig; traurigste; Trauring; drusisch; grausig; maurisch; taufrisch; thrakisch; traulich
traurisch
^^^^^^^^^"|||
115|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Glücklich; Blicklicht; Glückliche; Blickloch; Klanglich; Dicklich; Knickrig
Glicklich
^^^^^^^^^"|||
116|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: spazieren; spaziert; spaßig; spaziere; spaßen; spaßige; spaßigen; spaßten; Spacern
spazirn
^^^^^^^"|||
117|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kamm; kämm; kam; kaum; Damm; Hamm; käme; Lamm; komm; gamma; klamm; kamt; kämme; kämmt; kämt; am; kann; gab; km; ganz
kamm
^^^^"|||
118|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: legte; lockte; leckte; lebte; legt; rückte; legten; deckte; regte; hegte; lenkte; lockt; nackte; weckte; Sekte; lege; leide; lockten; läge; dockte
lekte
^^^^^"|||
119|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Plötzlich; Löslich; Löblich; Bläulich; Plötzliche; Bloßlag; Blässlich; Börslich; Pilzlich
Plözlich
^^^^^^^^"|||
120||||
121|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hier; hin; Wien; hieß; hie; hieb; Kien; hiev; die; in; den; ein; eine; einen; sie; wie; sein; haben; ihn; ihren
hien
^^^^"|||
122|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Mötzlich; Börslich; Pilzlich; Plötzlich; Bildlich; Börsliche; Pilzliche
Pölzlich
^^^^^^^^"|||
123||||
124|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Eisstand; Einstand; Eisstadt; Essstand; Entstand; Eisstaat; Eistanz; Weinstadt; Eisstart; Ausstand; Beistand; Eisspant; Eckstand; Eisstande; Ehestand; Eisstands; Einstands; Eisstent; Eisspat
Eisstant
^^^^^^^^"|||
125|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geh et; geht; gehen; kehrt; gerät; gehe; gehst; gesät; gehegt; gehrt; gäbet; gähnt; kehlt; sähet; gegen; gehört; sehen; eher; geben; kehrte
gehet
^^^^^"|||
126|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: giltst; schiltst; galtst; gilbst; schiedst; schilpst; schlitzt; gilt; schließt; gelöst; glatt; schildert; schaltet; schmilzt; gelost; schuldet; geätzt; glitt; gibst; schnitzt
schildst
^^^^^^^^"|||
127|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Frist; frisst; trist; friss; feist; fraßt; freist; friste; fräst; ist; erst; fast; meist; fest; heißt; tritt; weist; Geist; Jurist; fasst
frist
^^^^^"|||
128|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bat; spät; Rabat; abtat; apart; Spat; Spät; abbat; abhat; ab; aber; hat; trat; acht; bald; alt; bot; Rat; Abt; bar
abat
^^^^"|||
129|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Abt; Ab; Opa; Dpa; Aa; Aha; Abc; Spa; Abi; Aua; Abo; Ada; Als; Alba; An; Apg; Auf; Apo; Aus; App
Aba
^^^"|||
130||||
131|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: hohen; Köln; holen; holt; hohl; hohlen; hohle; hold; hole; hol; hohn; holz; hols; von; hin; soll; Sohn; hoch; hohe
holn
^^^^"|||
132|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: basiert; basierte; passiert; passt; Fazit; basiere; paart; pausiert; paniert; posiert; pariert; Gasart; Hasard; bahrt; basierst; bezirzt; blasiert; fasert; lasert
pasirt
^^^^^^"|||
133|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: steuerte; stäubende; steigerte; steuert; geäußerte; sterbende; steuerten; steuernde; stolperte; stempelte; Ostexperte; staubende; steppende; steuere; steuertet; stänkerte; stäubend; stäubendem; stäubenden; stäubender
steuperte
^^^^^^^^^"|||
134|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verliert; verlort; verließ; verlor; verlegt; erlitt; verliebt; verlief; verlieh; verehrt; vereint; vergibt; verleiht; verziert; verlobt; verbirgt; verhört; vermied; verriet; verwirrt
werlirt
^^^^^^^"|||
135|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Schnabel; Graben; Schwaben; Schnappen; Gräben; Schnäbeln; Schnäbel; Ganzen; Schnaken; Gaben; Gnaden; Schmalen; Gelben; Genauen; Schlagen; Schnäpsen; Grafen; Gräber; Grauen; Schuppen
Schnapen
^^^^^^^^"|||
136|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: neu; lädt; rät; nett; red; niet; näht; sät; Jet; Met; Set; et; nee; Meth; der; und; den; des; ist; mit
net
^^^"|||
137|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: PAG; nach; lag; Tag; Bach; bat; mag; Dach; Fach; bar; wach; barg; bog; mach; Yak; bang; buk; lach; pik; hach
pag
^^^"|||
138|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: fängt; hängt; denkt; feucht; lenkt; senkt; fegt; engt; funkt; fangt; fingt; fängst; mengt; pfercht; renkt; sengt; geneckt; genickt; Bengt; zeigt
fengt
^^^^^"|||
139|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: stoppt; stolpert; stülpt; stolper; stolpre; stopft; stoppst; störbar; stülpst
stolpat
^^^^^^^"|||
140|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: teilt; damit; teil; teils; datiert; teilte; treibt; eilt; heilt; ereilt; tätigt; weilt; dreist; geeilt; tadelt; beeilt; dealt; feilt; geilt
taeilt
^^^^^^"|||
141|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nimmt; Zimt; mimt; nimm; niet; timt; im; ist; mit; nicht; sind; wird; gibt; gilt; Amt; nie; Bild; Kind; Lied; litt
nimt
^^^^"|||
142|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Vanille; Daniel; Kanäle; Manila; Handle; Faire; Ventile; Fatale; Haniel; Finale; Vinyl; Banale; Labile; Janine; Falle; Kanüle; Faule; Agile; Finite; Anale
Vanile
^^^^^^"|||
143|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Erdberg; Erobere; Erdbeere; Erobert; Erdbern; Erdbeben; Eroberte; Erdberge; Eroberer; Erobern; Erdbären; Erträge; Erstere; Erdbär; Erdbeeren; Erkläre; Gröbere; Erdbiere; Erdkern; Erdbärte
Erdbere
^^^^^^^"|||
144|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Waldmeister; Altmeister; Weltmeister; Kaltmeister; Landmeister; Stadtmeister; Bandmeister; Fallmeister; Feldmeister; Geldmeister; Bildmeister; Waldgeister; Waldmeistern; Waldmeisters; Handmeister; Walzmeister; Randmeister; Wildmeister; Haftmeister; Jagdmeister
Valtmeister
^^^^^^^^^^^"|||
145||||
146|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: PAs; das; bis; was; bat; saß; bar; las; maß; bass; pass; Opas; bös; Aas; Gas; Maß; Spas; bäh; pah; taz
pas
^^^"|||
147|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tut; gut; du; tun; tot; Süd; tat; lud; out; Hut; Mut; Wut; tue; tute; Cut; Gut; Nut; Put; Sud; rüd
tud
^^^"|||
148|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: half; Hälfte; elfte; helfe; häufte; helft; hefte; hellte; hälfe; hälfet; heute; hätte; holte; hält; helfen; helle; hilft; elften; hoffte; Hefte; Kälte
helfte
^^^^^^"|||
149||||
150|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rein; reine; reinen; renn; ein; eine; einen; sein; seine; keine; seinen; wenn; kein; denn; keinen; seien; Beginn; freien; Mainz; eins
reinn
^^^^^"|||
151|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sinnt; sind; singt; sinkt; rinnt; sonnt; pinnt; sannt; sinne; zinkt; stand; dient; sieht; einst; inne; nennt; sonst; zieht; Kind
sinnd
^^^^^"|||
152|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nun; Von; Tun; Für; Run; Fünf; Sun; Fun; Van; In; Und; Den; An; Füg; Auf; Aus; Ein; Zu; Um; Zum
Vun
^^^"|||
153|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: März; Herz; Terz; Nerz; Oers; Vers; Merz; wärs; der; er; je; kurz; Werk; her; jetzt; wäre; Berg; jede; per; weiß
jerz
^^^^"|||
154|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geh in; kein; gehen; gähn; ein; gegen; sein; keine; geht; hin; sehen; geben; zehn; dahin; klein; rein; gering; kehrt; Lehen; Rhein
gehin
^^^^^"|||
155|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ein; eine; eins; Nina; Tina; Gina; Lina; eint; Fina; Sina; in; einem; einen; einer; sind; eines; etwa; sein; seine
eina
^^^^"|||
156|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: fehlen; fällen; Selen; Sälen; fegen; feilen; pfählen; Gelen; Velen; feien; felin; gegen; denen; deren; neuen; allen; neben; sehen; vielen; wegen
fälen
^^^^^"|||
157|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: schon; ging; schien; schön; gen; gib; gis; sein; gab; gibt; ganz; gilt; gut; hin; sehen; kein; zehn; dahin; gar; scheint
schin
^^^^^"|||
158|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rund; Bund; Mount; ruft; ruht; runde; Fund; Hund; Mund; bunt; kund; rügt; wund; zünd; Bunt; Lund; Rund; Sound; Sund; Wund
runt
^^^^"|||
159|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
schdolpak
^^^^^^^^^"|||
160|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: er; ihr; ich; Mr; Ar; Fr; Ur; irr; in; im; ist; sich; wird; ihm; ihn; ihre; ins; Art; Ort; pro
irh
^^^"|||
161||||
162||||
163|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: der; er; zur; sehr; sei; her; per; wer; Bär; zäh; wär; sät; zier; Mär; Oer; User; säe; zehr; zerr; seh
ser
^^^"|||
164|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bäurisch; maurisch; Maorisch; taufrisch; Bairisch; Bayrisch; häufig; arisch; dänisch; mährisch; durchs; wagrisch; drüsig; taktisch; traurig; traurige; bayrisch; häutig; maurische; paarig
taurisch
^^^^^^^^"|||
165|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: füglich; füllig; südlich; völlig; Zürich; fertig; verlieh; farbig; farblich; kürzlich; verglich; Jülich; fällig; förmlich; vorlag; würdig; ehrlich; fündig; fürstlich; figürlich
fürlich
^^^^^^^"|||
166|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gilt; Bild; wild; eilt; mild; Sylt; Kilt; Wild; timt; die; sind; wird; dort; gibt; dies; teil; trat; Film; Welt; bald
tild
^^^^"|||
167|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gähn; geht; kein; gehen; zehn; gern; gehe; gen; geh; kühn; kehr; Zehn; dehn; gähne; gähnt; kenn; den; ein; gegen; kann
gehn
^^^^"|||
168|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Glücklich; Klüglich; Glückliche; Kläglich; Blicklicht; Klügliche; Blickloch; Grünlich; Glühlicht; Glücklichen; Glücklicher; Glückliches; Glockig; Gütlich; Glücklichem; Klägliche; Kärglich; Glücklichst; Klüftig; Klüglichem
Glüklich
^^^^^^^^"|||
169|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: spazieren; Platzieren; späteren; platzieren; plädieren; spät-zieren; statuieren; Spazieren; Spät-zieren; späh-zieren; saldieren; spaziere; spazierend; spazierten; spedieren; spitzeren
spatzieren
^^^^^^^^^^"|||
170|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: glücklich; klüglich; glückliche; kläglich; klügliche; grünlich; glücklichen; glücklicher; glückliches; glockig; gütlich; glücklichem; klägliche; kärglich; Blicklicht; Blickloch; glücklichst; klüftig; klüglichem; klüglichen
glüklich
^^^^^^^^"|||
171|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geknickt; gebricht; gegeigt; gekracht; gekriegt; gekickt; geklickt; getrekkt; geprägt; geriet; gezeigt; gefragt; gekrönt; gedruckt; geneigt; gewirkt; gedrückt; gerückt; gegrüßt; geklagt
gekrigt
^^^^^^^"|||
172|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: an; man; van; San; Jan; bat; bin; bar; plan; ran; bang; Dan; Fan; Pan; bahn; band; bäh; pah; Ian; in
ban
^^^"|||
173|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kaputt; kaut; gabst; gabt; gäbet; gäbst; gäbt; kappt; gab; gibt; gut; galt; gebaut; kaum; laut; Papst; gaben; Debüt; baut; kämpft
kaput
^^^^^"|||
174|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ausgerückt; Fußgerüst; ausgerutscht; ausgefuchst; ausgefugt; ausgelegt; ausgelöst; ausgerüstet; ausgetauscht; ausgelost; ausgelöscht; ausgesucht; ausgereicht; ausgesagt; aufgeregt; aufgerückt; ausgebucht; ausgeruht; Baugerüst; Eisgerüst
ausgeruscht
^^^^^^^^^^^"|||
175|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rund; runde; Kuba; Aruba; Buna; Dunja; Düna; Euba; Junta; Kuna; Luna; Pulpa; Rumba; Tuba; Tugba; Tumba; rRna; rülps; rümpf
runba
^^^^^"|||
176|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gegen; getan; Dekan; vegan; begann; gelang; gewann; kein; wegen; bekam; geben; gehen; genau; gemäß; Jean; legen; begab; gern; gerät; heran
gegan
^^^^^"|||
177|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: rund; runde; Junta; und; Grund; Santa; Bund; Funde; Mount; ruft; ruht; runden; Fulda; Fund; Grunde; Hund; Hunde; Mund; Bünde
runda
^^^^^"|||
178|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kessen; dessen; Hessen; messen; essen; küssen; wessen; Pässen; Bässen; gossen; kesse; säßen; kesseln; Messen; Nässen; geizen; gössen; kessel; kessem; kesser
gessen
^^^^^^"|||
179|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fon; von; vom; vor; Sohn; van; John; vorn; Lohn; Mohn; Äon; hohn; Bon; Don; Fön; Hohn; Ion; Ton; Wohn; Xon
fon
^^^"|||
180|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: bisschen; bissen; pissen; besten; bilden; bisher; bieten; wissen; binden; binnen; Eisen; bitten; bösen; passen; Libyen; rissen; Kisten; Pisten; biegen; nisten; Kissen
bisjen
^^^^^^"|||
181|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: je da; jede; beta; zeta; Feta; Veda; Weda; jäte; da; je; jedem; jeder; jedes; jetzt; jeden; ja; jene; Jena; Netz; Rede
jeda
^^^^"|||
182||||
183|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gültig; klinisch; gälisch; glasig; gallisch; chillig; elysisch; füllig; gablig; gallig; kehlig; klevisch; klobig; klüglich; kuglig; lübisch; stylisch; Jülichs; klügliche; klügliches
glülisch
^^^^^^^^"|||
184|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Wal; war; was; van; mal; Tal; al; Aal; walk; wär; Gal; Mal; aal; vag; wag; walz; wähl; wälz; von; als
wal
^^^"|||
185|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ruder; rüder; guter; Güter; roter; Luther; Router; Ruder; runter; Hüter; rudern; Puder; rudert; rüden; Euter; Luder; müder; Fuder; Puter; puder
ruter
^^^^^"|||
186|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: teil; teile; täfel; die; denen; deren; dies; weil; fiel; seien; viel; Regel; Spiel; Teile; Ziel; teils; tief; Kiel; derer; teilt
teiel
^^^^^"|||
187|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ist; mit; sie; seit; Eid; fit; sät; Bit; Hit; Kid; Kit; Lid; Mit; Vith; sitz; zeit; zig; Git; die; in
sit
^^^"|||
188||||
189|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Eisstand; Einstand; Eistanz; Eisstadt; Entstand; Eisstaat; Eistank; Weinstadt; Eisstart; Essstand; Beistand; Eisspant; Ausstand; Eisstande; Eisstands; Eisstent; Eisstunt; Jazzstadt; Eisstände
EisStant
^^^^^^^^"|||
190|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: getropft; gedroht; getrost; gekröpft; gethront; getropfte; gedreht; bedroht; gekrönt; geprüft; getauft; Detroit; getraut; getrübt; gedopt; geprobt; geteuft; gestraft; getupft; bedrohst
getroft
^^^^^^^"|||
191|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: versucht; verfügt; versuchte; versagt; versuche; ersucht; verbucht; verseucht; verfugt; verrucht; versuch; versuchst; verzagt; verzicht; verzogt; verzückt; versuchs; besucht; verfügte; verlegt
fersucht
^^^^^^^^"|||
192|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Hat; Bad; Hand; Ha; Rat; Bat; Ad; Tat; Hut; Hab; Rät; Sät; Hau; Hai; Kat; Hatz; Rad; Hd; Hit; Fad
Had
^^^"|||
193|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gelegt; genug; gerecht; chemisch; gekocht; Beleg; gesägt; gälisch; gerächt; gefegt; gehegt; keusch; Gewächs; Mikesch; beweg; gecheckt; geeggt; gegeigt; gegeizt; gekeucht
gegesch
^^^^^^^"|||
194|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: aufsteh; mussten; Fürsten; aufstieg; müssten; nutzten; Küsten; kauften; wussten; Taufstein; Büsten; Kufstein; Künsten; auflösten; aufsetzen; duften; wüsten; Hüften; aufstehen; hausten
aufsten
^^^^^^^"|||
195|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: sich; zig; sie; zog; sog; mich; dich; wich; sing; such; eich; zeig; pik; Aich; Eich; Gig; Pik; Wyk; sag; Kik
sig
^^^"|||
196|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: viel; wie; vier; viele; weil; fiel; will; Ziel; Kiel; wies; Biel; Siel; Viel; wieg; ziel; die; sie; wird; hier
wiel
^^^^"|||
