|original|corrected|filename|freq_ori|freq_cor|freq_tup|suggestions|in_sugg|sugg_idx|idx0
133|steuperte|stolperte|01-063-2-III-Eis.csv|1|7|1|['stolperte', 'steuerte', 'stolperten', 'stöberte', 'herstolperte', 'steuerten', 'stolpert', 'stolpernde', 'stolperige', 'stierte']|True|0.0|True
134|werlirt|verliert|01-063-2-III-Eis.csv|1|5|1|['Verliert', 'verliert', 'Verlieren', 'verlierst', 'verliere', 'verlieren', 'Verlier', 'wahrlich', 'Verlierer', 'Verirrt']|True|1.0|False
135|Schnapen|schnappen|01-063-2-III-Eis.csv|1|4|1|['Schnappen', 'schnappen', 'Schnapper', 'schnappend', 'schnappten', 'Schnaps', 'Schrappen', 'Schnupfen', 'Schnippen', 'Schnepfen']|True|1.0|False
136|net|nett|01-063-2-III-Eis.csv|1|1|1|['nett', 'näht', 'nächt', 'Nett', 'nehmt', 'nähmet', 'netzt', 'nettes', 'neckt', 'Nest']|True|0.0|True
137|pag|Park|01-064-2-III-Eis.csv|1|15|1|['pack', 'Park', 'Pack', 'Page', 'Parks', 'Pagen', 'packt', 'plage', 'packe', 'Parken']|True|1.0|False
138|fengt|fängt|01-064-2-III-Eis.csv|12|29|12|['fängt', 'verhängt', 'pfenkt', 'fangt', 'Fängt', 'Fangt', 'fängst', 'fegt', 'fingst', 'verengt']|True|0.0|True
139|stolpat|stolpert|01-064-2-III-Eis.csv|9|27|9|['stolpert', 'stolperst', 'stolperte', 'stolperten', 'Stolperst', 'gestolpert', 'stolpernd', 'stolper', 'stolpern', 'Stolpernd']|True|0.0|True
140|taeilt|teilt|01-064-2-III-Eis.csv|1|6|1|['teilt', 'Teilt', 'teilst', 'tadelt', 'teilte', 'mailt', 'teilten', 'erteilt', 'ereilt', 'teilen']|True|0.0|True
141|nimt|nimmt|01-065-2-III-Eis.csv|45|56|44|['nimmt', 'Nimmt', 'mimt', 'nehmt', 'nimmst', 'Nehmt', 'Nimmst', 'nemmt', 'nimm', 'mimte']|True|0.0|True
142|Vanile|Vanille|01-065-2-III-Eis.csv|1|4|1|['Vanille', 'Ventile', 'Vanillas', 'Ventilen', 'Vandale', 'Vanilleeis', 'Vampire', 'Familie', 'Vorteile', 'Vanillesauce']|True|0.0|True
143|Erdbere|Erdbeere|01-065-2-III-Eis.csv|2|5|2|['Erdbeere', 'Erdbeeren', 'Erdberger', 'Erdbeereis', 'Erdbeben', 'Eroberer', 'Erdbeerbeet', 'Erdboden', 'Erdbeerbecher', 'Erdbällen']|True|0.0|True
144|Valtmeister|Waldmeister|01-065-2-III-Eis.csv|1|1|1|['Voltigiermeister', 'falteimer', 'Falteimer', 'Futtermeister', 'Vermieter', 'Folterer', 'Falteimern', 'Philister', 'Flaschengeister', 'Futtermeisters']|False||False
145|sackt|sagt|01-065-2-III-Eis.csv|6|52|6|['sackt', 'sackte', 'sackten', 'sagt', 'zupackte', 'zupackten', 'gesackt', 'sacken', 'Sagt', 'ssagt']|True|3.0|False
146|pas|pass|01-065-2-III-Eis.csv|8|10|8|['pass', 'paß', 'Pas', 'Pass', 'Paß', 'passt', 'paßt', 'passe', 'passen', 'bass']|True|0.0|True
147|tud|tut|01-065-2-III-Eis.csv|1|6|1|['tut', 'Tut', 'tun', 'turnt', 'Tod', 'tutend', 'tue', 'tuende', 'lud', 'tuenden']|True|0.0|True
148|helfte|Hälfte|01-065-2-III-Eis.csv|2|3|2|['Hälfte', 'Hälften', 'helft', 'elfte', 'helfe', 'Helft', 'hefte', 'Elfte', 'elften', 'helfen']|True|0.0|True
149|van|von|01-065-2-III-Eis.csv|4|76|4|['von', 'Fan', 'va', 'Vans', 'fang', 'vagen', 'Vamp', 'vor', 'fand', 'fern']|True|0.0|True
150|reinn|rein|01-065-2-III-Eis.csv|1|8|1|['reinen', 'Reinen', 'reinem', 'rein', 'reinkann', 'rann', 'Rein', 'reingehn', 'renn', 'Reihen']|True|3.0|False
151|sinnd|sind|01-065-2-III-Eis.csv|1|66|1|['sinnend', 'sinnt', 'sind', 'singend', 'Sind', 'spinnt', 'Singend', 'sinkende', 'speiend', 'Sinn']|True|2.0|False
152|Vun|Und|01-073-2-III-Eis.csv|1|11|1|['Von', 'Vertun', 'Vom', 'Funk', 'Fund', 'Vorn', 'Venus', 'Föhn', 'Fan', 'von']|False||False
153|jerz|jetzt|01-073-2-III-Eis.csv|1|75|1|['jetzt', 'Erz', 'herzt', 'herze', 'jeher', 'herzu', 'herzte', 'Jetzt', 'jäher', 'herzlich']|True|0.0|True
154|gehin|gehen|01-073-2-III-Eis.csv|1|78|1|['geheim', 'Gehirn', 'Geheim', 'gehn', 'gehinkt', 'gehen', 'Gehirnen', 'gehich', 'geheimen', 'Gehirns']|True|5.0|False
155|eina|einer|01-073-2-III-Eis.csv|4|9|4|['Einrad', 'einer', 'beinah', 'einsah', 'Eine', 'eine', 'einsam', 'Einer', 'einmal', 'Einser']|True|1.0|False
156|fälen|fallen|01-073-2-III-Eis.csv|1|25|1|['fällen', 'pfählen', 'Fällen', 'Pfählen', 'fälschen', 'wählen', 'fälle', 'Fehlen', 'Fellen', 'Wählen']|False||False
157|schin|schön|01-073-2-III-Eis.csv|2|5|2|['schien', 'Schien', 'schienen', 'schon', 'sin', 'schiene', 'scheinen', 'Schein', 'schrien', 'schrein']|False||False
158|runt|runter|01-073-2-III-Eis.csv|2|60|2|['rund', 'runter', 'Rund', 'raunt', 'runde', 'prunkt', 'rundet', 'herunter', 'ruht', 'ruhet']|True|1.0|False
159|schdolpak|stolpert|01-073-2-III-Eis.csv|1|27|1|['stolper', 'Stolper', 'stolpere', 'Schulpark', 'stolpern', 'stolpert', 'Stola', 'Stolpern', 'stolperte', 'stolperige']|True|5.0|False
160|irh|ihr|01-073-2-III-Eis.csv|2|40|2|['ihre', 'ihr', 'Ihre', 'ich', 'irr', 'ihren', 'ihres', 'Ihr', 'Ich', 'ihrem']|True|1.0|False
161|ist|isst|01-073-2-III-Eis.csv|55|57|54|['ist', 'Ist', 'ißt', 'isst', 'ists', 'sind', 'Isst', 'bist', 'linst', 'issst']|True|3.0|False
162|isst|ist|01-073-2-III-Eis.csv|5|33|5|['isst', 'Isst', 'issst', 'ißt', 'misst', 'esst', 'heisst', 'ists', 'ist', 'bissst']|True|8.0|False
163|ser|sehr|01-073-2-III-Eis.csv|44|67|44|['Sehr', 'sehr', 'scher', 'Seher', 'sperr', 'seh', 'Scher', 'Stern', 'super', 'sperrt']|True|1.0|False
164|taurisch|traurig|01-073-2-III-Eis.csv|1|119|1|['taufrisch', 'traurisch', 'Taufrisch', 'taufrischen', 'Taufrische', 'traurig', 'Tourist', 'maurische', 'Traurig', 'maurischen']|True|5.0|False
165|fürlich|fröhlich|01-073-2-III-Eis.csv|1|92|1|['türlich', 'fürstlich', 'fürchterlich', 'förmlich', 'Fürchterlich', 'fröhlich', 'fürstlichen', 'fürchterliche', 'für', 'fürchterlichem']|True|5.0|False
166|tild|teilt|01-073-2-III-Eis.csv|1|6|1|['teilt', 'Teilt', 'stillt', 'mild', 'stülp', 'Tiefland', 'stiehlt', 'zielt', 'stylt', 'heilt']|True|0.0|True
167|gehn|gehen|01-073-2-III-Eis.csv|20|78|20|['gehn', 'Gehn', 'Gähn', 'gehen', 'gelegen', 'Gähnen', 'gähnen', 'Gehen', 'gen', 'gähne']|True|3.0|False
168|Glüklich|glücklich|01-073-2-III-Eis.csv|7|163|7|['Glücklich', 'glücklich', 'Glückliche', 'Glücklichen', 'Glücklicher', 'glückliche', 'glücklichem', 'glücklichen', 'Glückliches', 'glücklicher']|True|1.0|False
169|spatzieren|spazieren|01-074-2-III-Eis.csv|19|116|19|['spazieren', 'Spazieren', 'spazierten', 'herspazieren', 'spaziere', 'spazierender', 'spazierenden', 'platzieren', 'spaziert', 'spazierte']|True|0.0|True
170|glüklich|glücklich|01-074-2-III-Eis.csv|54|163|54|['glücklich', 'Glücklich', 'glückliche', 'glücklichem', 'glücklichen', 'Glückliche', 'glücklicher', 'Glücklichen', 'glücklicheren', 'Glücklicher']|True|0.0|True
171|gekrigt|gekriegt|01-075-2-III-Eis.csv|6|15|6|['gekriegt', 'gekräftigt', 'gekringelt', 'gekickt', 'eingekriegt', 'geklickt', 'hingekriegt', 'bekriegen', 'geknickt', 'abgekriegt']|True|0.0|True
172|ban|dann|01-075-2-III-Eis.csv|3|651|3|['bang', 'Bann', 'bän', 'band', 'Bahn', 'baun', 'bahnen', 'begann', 'bahne', 'banger']|False||False
173|kaput|kaputt|01-075-2-III-Eis.csv|88|126|88|['kaputt', 'Kaputt', 'kaputtes', 'kaputte', 'kaputtem', 'kaputten', 'kaputter', 'Kaputtes', 'Kaputte', 'kaut']|True|0.0|True
174|ausgeruscht|ausgerutscht|01-075-2-III-Eis.csv|1|9|1|['ausgerutscht', 'Ausgerutscht', 'rausgerutscht', 'herausgerutscht', 'ausgeruht', 'ausgesucht', 'Ausgeruht', 'ausgelöscht', 'ausgetauscht', 'ausgerückt']|True|0.0|True
175|runba|runter|01-075-2-III-Eis.csv|1|60|1|['runder', 'ruchbar', 'runde', 'Rundbank', 'Rüber', 'runter', 'rüber', 'Runde', 'rund', 'Rübe']|True|5.0|False
176|gegan|gegangen|01-075-2-III-Eis.csv|6|57|6|['begann', 'gegen', 'gegangen', 'gegart', 'Gegen', 'gedan', 'Gegangen', 'gekannt', 'begaben', 'begannen']|True|2.0|False
177|runda|runter|01-075-2-III-Eis.csv|4|60|4|['runder', 'runde', 'Runde', 'runter', 'rund', 'runden', 'rundes', 'Oho', 'rundet', 'rundem']|True|3.0|False
178|gessen|gegessen|01-075-2-III-Eis.csv|1|21|1|['gegessen', 'gerissen', 'gemessen', 'kessen', 'gesen', 'gelesen', 'Gegessen', 'gesessen', 'gegessenen', 'Gerissen']|True|0.0|True
179|fon|von|01-075-2-III-Eis.csv|63|76|61|['von', 'pfon', 'Fon', 'vorn', 'fön', 'Von', 'vom', 'vor', 'pfön', 'Föhn']|True|0.0|True
180|bisjen|bisschen|01-075-2-III-Eis.csv|3|57|3|['bieschen', 'bisschen', 'bißchen', 'bissen', 'Bisschen', 'nubischen', 'Bissen', 'Büschen', 'bisher', 'Besen']|True|1.0|False
181|jeda|jeder|01-075-2-III-Eis.csv|4|6|4|['jeder', 'jede', 'Jeder', 'Jede', 'jeden', 'jedes', 'jedem', 'jedoch', 'jeher', 'Jeden']|True|0.0|True
182|weit|weint|01-077-2-III-Eis.csv|3|67|1|['weit', 'weiht', 'Weit', 'weint', 'weißt', 'Welt', 'weilt', 'weist', 'weite', 'weitem']|True|3.0|False
183|glülisch|glücklich|01-077-2-III-Eis.csv|2|163|2|['glücklich', 'Glücklich', 'glückliche', 'glücklichem', 'glücklichen', 'glücklicher', 'Glückliche', 'glückselig', 'gültig', 'Glücklichen']|True|0.0|True
184|wal|weil|01-077-2-III-Eis.csv|23|82|22|['Wal', 'weil', 'wäll', 'Wahl', 'wald', 'Weil', 'Wals', 'wohl', 'wallt', 'Wale']|True|1.0|False
185|ruter|runter|01-077-2-III-Eis.csv|4|60|4|['runter', 'roter', 'herunter', 'röter', 'Runter', 'Ruder', 'Rüder', 'runder', 'rudern', 'rudere']|True|0.0|True
186|teiel|teil|01-077-2-III-Eis.csv|1|1|1|['teil', 'Teil', 'teils', 'teilt', 'teile', 'steil', 'teilen', 'erteil', 'Teils', 'Teilt']|True|0.0|True
187|sit|ist|01-077-2-III-Eis.csv|32|33|2|['set', 'sieht', 'seit', 'sitz', 'Sieht', 'sitzt', 'Shit', 'ist', 'sich', 'sitten']|True|7.0|False
188|Hart|hat|01-077-2-III-Eis.csv|1|131|1|['Hart', 'hart', 'Hört', 'Harte', 'Hartem', 'Hirt', 'Harten', 'Hort', 'harrt', 'harkt']|False||False
189|EisStant|Eisstand|01-088-2-III-Eis.csv|2|8|2|['Erstand', 'Erstaunt', 'Eisenstangen', 'Eisenstange', 'erstand', 'Erstanden', 'Erstarrt', 'Eisstrom', 'Eisstrahl', 'Anstand']|False||False
190|getroft|getropft|01-088-2-III-Eis.csv|1|2|1|['getropft', 'getroffen', 'getrost', 'Getroffen', 'gestraft', 'abgetropft', 'getroffene', 'getroffenen', 'geträufelt', 'gestrafft']|True|0.0|True
191|fersucht|versucht|01-088-2-III-Eis.csv|29|43|29|['versucht', 'Versucht', 'versuchst', 'versuchter', 'versuchte', 'verseucht', 'versuchten', 'Versuchst', 'Versuchte', 'versuchen']|True|0.0|True
192|Had|hat|01-088-2-III-Eis.csv|1|131|1|['Hand', 'Hat', 'Hab', 'Herd', 'Hader', 'hab', 'hat', 'Habe', 'Dad', 'Handel']|True|6.0|False
193|gegesch|gegessen|01-088-2-III-Eis.csv|1|21|1|['gegens', 'Geheges', 'gegnerische', 'Gegensatz', 'begehrst', 'gegnerischen', 'gefälscht', 'gegessen', 'gegen', 'Gegners']|True|7.0|False
194|aufsten|Aufstehen|01-090-2-III-Eis.csv|1|1|1|['aufstehn', 'aufstehen', 'Aufstehn', 'Aufstehen', 'aufstanden', 'aufsuchten', 'aufstehe', 'aufsteht', 'aufstemmen', 'anstehn']|True|3.0|False
195|sig|sie|01-090-2-III-Eis.csv|1|86|1|['eisig', 'zig', 'sing', 'emsig', 'Sieg', 'Zig', 'sich', 'mäßig', 'Sing', 'siegt']|False||False
196|wiel|will|01-097-2-III-Eis.csv|52|157|47|['will', 'Viel', 'Will', 'viel', 'wickel', 'fiel', 'weil', 'Wimpel', 'willen', 'windel']|True|0.0|True
197|unden|unten|01-097-2-III-Eis.csv|2|5|2|['unten', 'munden', 'runden', 'rundem', 'Unten', 'münden', 'untern', 'wunden', 'tuenden', 'künden']|True|0.0|True
198|Schlekt|schleckt|01-097-2-III-Eis.csv|1|4|1|['Schleckt', 'schleckt', 'Schlägt', 'Schlecht', 'Schlägst', 'schlägt', 'schlecht', 'Schlagt', 'schleckte', 'Schlecken']|True|1.0|False
199|steupert|stolpert|01-097-2-III-Eis.csv|1|27|1|['stolpert', 'steuert', 'stolperst', 'stolperte', 'stolperten', 'stöbert', 'Stolperst', 'gestolpert', 'steuerbord', 'stolpernd']|True|0.0|True
200|geteit|geteilt|01-097-2-III-Eis.csv|1|6|1|['geteilt', 'gedeiht', 'geteilte', 'geteilten', 'gedeihst', 'getimt', 'getaut', 'geheilt', 'getätigt', 'gefeit']|True|0.0|True
201|sient|sind|01-097-2-III-Eis.csv|4|66|3|['sinnt', 'sind', 'singt', 'sinkt', 'ziemt', 'dient', 'Sind', 'sieht', 'siedend', 'spinnt']|True|1.0|False
202|glüklisch|glücklich|01-097-2-III-Eis.csv|1|163|1|['glücklich', 'Glücklich', 'glückliche', 'glückselig', 'glücklichem', 'glücklichen', 'Glückliche', 'glücklicher', 'Glücklichen', 'glücklicheren']|True|0.0|True
203|üüber|über|01-102-2-III-Eis.csv|1|35|1|['über', 'Über', 'übern', 'übers', 'überm', 'rüber', 'übler', 'Übern', 'Übers', 'herüber']|True|0.0|True
204|fräut|freut|01-102-2-III-Eis.csv|1|42|1|['freut', 'Freut', 'träumt', 'freust', 'freute', 'freuten', 'freuet', 'vertäut', 'erfreut', 'Freust']|True|0.0|True
205|eIu|Eis|01-102-2-III-Eis.csv|1|30|1|['Au', 'Io', 'reihum', 'AU', 'Ich', 'Isch', 'Iglu', 'In', 'Aus', 'Auf']|False||False
206|ruhr|Ruhe|01-102-2-III-Eis.csv|1|1|1|['Rühr', 'rühr', 'ruh', 'Rührt', 'Rühre', 'Rühren', 'rührt', 'rühre', 'ruhe', 'rühren']|False||False
207|ach|auch|01-105-2-III-Eis.csv|1|19|1|['Ach', 'acht', 'äch', 'mach', 'nach', 'öch', 'lach', 'bach', 'tauch', 'beacht']|False||False
208|hingfallen|hingefallen|01-105-2-III-Eis.csv|1|11|1|['hingefallen', 'Hingefallen', 'hinfallen', 'Hinfallen', 'hereingefallen', 'angefallen', 'eingefallen', 'hineingefallen', 'hinfalle', 'hinabgefallen']|True|0.0|True
209|samelt|sammelt|01-108-2-III-Eis.csv|1|2|1|['sammelt', 'Sammelt', 'sammelst', 'stammelt', 'sammelte', 'sammelten', 'Sammelst', 'Sammelte', 'gesammelt', 'schummelt']|True|0.0|True
210|irem|ihrem|01-110-2-III-Eis.csv|11|13|11|['irrem', 'ihrem', 'Ihrem', 'ihrer', 'eurem', 'innerem', 'Ihrer', 'erdigem', 'ihm', 'heiterem']|True|1.0|False
211|feld|fällt|01-110-2-III-Eis.csv|11|198|11|['Feld', 'fehlt', 'Felds', 'Fehlt', 'Felde', 'Felder', 'fackelt', 'verhält', 'fällt', 'fehlte']|True|8.0|False
212|töst|tröstet|01-110-2-III-Eis.csv|1|8|1|['tötest', 'döst', 'tröste', 'stößt', 'trösten', 'tröstest', 'öst', 'döste', 'störst', 'tost']|False||False
213|ine|eine|01-110-2-III-Eis.csv|2|9|1|['inne', 'ins', 'eine', 'in', 'Innen', 'innen', 'ihnen', 'hinne', 'Ente', 'eiere']|True|2.0|False
214|eiskuge|Eiskugel|01-110-2-III-Eis.csv|1|1|1|['Eiskugel', 'Eiskugeln', 'Eisauge', 'Eisenkugel', 'einsauge', 'eisige', 'einsaugen', 'Eisenkrug', 'Eisige', 'rausgucke']|True|0.0|True
215|u|und|01-110-2-III-Eis.csv|5|106|2|['tu', 'um', 'nu', 'ruh', 'du', 'zu', 'Um', 'i', 'neu', 'tun']|False||False
216|eisman|Eismann|01-111-2-III-Eis.csv|4|10|4|['Eismann', 'Eisenmann', 'Eismachen', 'Exmann', 'Eisenmanns', 'Eismassen', 'Eimern', 'Eisbahn', 'eisern', 'weismachen']|True|0.0|True
217|schläkte|schleckte|01-111-2-III-Eis.csv|1|5|1|['schleckte', 'schlägt', 'schleckten', 'Schläge', 'Schlägt', 'schlägst', 'schränkte', 'schleckt', 'schlängelte', 'schlenkerte']|True|0.0|True
218|stolpate|stolperte|01-111-2-III-Eis.csv|3|7|3|['stolperte', 'stolperten', 'herstolperte', 'stolpert', 'stolpernde', 'stolperige', 'stolpere', 'stolpernd', 'stoppte', 'stolper']|True|0.0|True
219|we|weh|01-111-2-III-Eis.csv|4|4|4|['weh', 'wehe', 'wen', 'wie', 'wem', 'wer', 'Weh', 'weg', 'weher', 'Wehe']|True|0.0|True
220|zusamen|zusammen|01-111-2-III-Eis.csv|36|44|36|['zusammen', 'Zusammen', 'zusahen', 'zukamen', 'zusagen', 'tschusammen', 'zusammennähen', 'zusammenrief', 'Zusagen', 'zusammenpacken']|True|0.0|True
221|cemast|zermatscht|01-113-2-III-Eis.csv|1|1|1|['jemals', 'gemusst', 'jemand', 'gemacht', 'gerast', 'gemußt', 'jammerst', 'gemaserten', 'zermatscht', 'kämmst']|True|8.0|False
222|kletert|klettert|01-116-2-III-Eis.csv|7|8|7|['klettert', 'Klettert', 'kletterst', 'kletterte', 'kletterten', 'kletternd', 'erklettert', 'Kletterte', 'kleckert', 'kletter']|True|0.0|True
223|troft|tropft|01-116-2-III-Eis.csv|5|9|5|['tropft', 'tropfst', 'tropfte', 'tropften', 'troff', 'trefft', 'getropft', 'trieft', 'tropfen', 'straft']|True|0.0|True
224|merck|merkt|01-116-2-III-Eis.csv|1|16|1|['merk', 'Merk', 'merkt', 'merke', 'merken', 'Merkt', 'merklich', 'Merke', 'merkte', 'Merken']|True|2.0|False
225|geschtolpert|gestolpert|01-116-2-III-Eis.csv|3|14|3|['gestolpert', 'angestolpert', 'stolpert', 'gestülpt', 'reingestolpert', 'nachgestolpert', 'herangestolpert', 'gestöbert', 'entgegenstolperte', 'herstolperte']|True|0.0|True
226|kaft|kläfft|01-116-2-III-Eis.csv|1|4|1|['kraft', 'kauft', 'keift', 'klafft', 'Kraft', 'Kauft', 'kaufst', 'kämpft', 'kaufte', 'krampft']|False||False
227|jest|jetzt|01-116-2-III-Eis.csv|7|75|7|['jetzt', 'Jetzt', 'just', 'Jet', 'jeht', 'jagst', 'jähes', 'japst', 'Just', 'jäten']|True|0.0|True
228|gemerckt|gemerkt|01-116-2-III-Eis.csv|4|10|4|['gemerkt', 'bemerkt', 'gemeckert', 'vermerkt', 'geschmeckt', 'eingemerkt', 'geneckt', 'gereckt', 'bemerkst', 'genickt']|True|0.0|True
229|trofen|Tropfen|01-116-2-III-Eis.csv|9|14|8|['tropfen', 'träfen', 'tröffen', 'Tropfen', 'tropfend', 'tropften', 'trafen', 'getroffen', 'treffen', 'tropfe']|True|3.0|False
230|Eisferkäufer|Eisverkäufer|01-122-2-III-Eis.csv|1|4|1|['Eisverkäufer', 'Eisverkäufers', 'Eisverkäuferin', 'Ausverkauf', 'Einzelläufer', 'Einkäufe', 'Einkäufen', 'Eierräuber', 'Amokläufer', 'Eisläufen']|True|0.0|True
231|daf|darf|01-122-2-III-Eis.csv|1|2|1|['darf', 'Darf', 'doof', 'Dampf', 'Doof', 'baff', 'traf', 'drauf', 'dampft', 'Taft']|True|0.0|True
232|den|denn|01-122-2-III-Eis.csv|122|119|117|['den', 'Den', 'denn', 'dehn', 'dem', 'Denn', 'denen', 'dein', 'denk', 'der']|True|2.0|False
233|Eerber|Erdbeer|01-122-2-III-Eis.csv|1|3|1|['Eierbär', 'Erbes', 'Eisbär', 'Eisbar', 'Eber', 'Erdbeere', 'erbe', 'Eisberg', 'herber', 'Eierbecher']|False||False
234|Wanile|Vanille|01-122-2-III-Eis.csv|1|4|1|['Vanille', 'Wandler', 'Weile', 'Wahnidee', 'Ventile', 'Vanillas', 'Wanne', 'Wille', 'Wasili', 'Vandale']|True|0.0|True
235|krik|krieg|01-122-2-III-Eis.csv|1|4|1|['krieg', 'Krieg', 'kriegt', 'kriege', 'kriegen', 'kriech', 'cremig', 'Kriegs', 'krickel', 'kracken']|True|0.0|True
236|nikch|nichts|01-122-2-III-Eis.csv|1|25|1|['nich', 'nickt', 'Nich', 'Nick', 'nackig', 'nicht', 'nicke', 'nackt', 'Nixchen', 'mich']|False||False
237|sis|sies|01-122-2-III-Eis.csv|2|1|1|['sitz', 'sisch', 'Sims', 'sie', 'iss', 'siehst', 'stieß', 'spieß', 'sitzt', 'Sitz']|False||False
238|vegt|fängt|01-122-2-III-Eis.csv|3|29|1|['fegt', 'verhängt', 'Fegt', 'fegst', 'pflegt', 'vergeht', 'fegte', 'fegten', 'Weckt', 'fängt']|True|9.0|False
239|Sagtt|sagt|01-122-2-III-Eis.csv|1|52|1|['Sagten', 'Sagt', 'Sagtest', 'sagtet', 'Sagte', 'Satt', 'Sagst', 'Spagat', 'sagten', 'sagt']|True|9.0|False
240|dier|dir|01-122-2-III-Eis.csv|18|24|18|['dir', 'dies', 'Dir', 'dieser', 'Diner', 'dicker', 'Dies', 'der', 'Tier', 'Diener']|True|0.0|True
241|Stet|steht|01-122-2-III-Eis.csv|2|37|1|['Steht', 'Stätt', 'Stets', 'Stehst', 'steht', 'Stecht', 'Steckt', 'Stehen', 'Streckt', 'Staat']|True|4.0|False
242|Dage|Danke|01-122-2-III-Eis.csv|1|7|1|['Danke', 'Dache', 'Doge', 'Dagegen', 'Dackel', 'danke', 'Danken', 'Dachte', 'Dankes', 'Dogge']|True|0.0|True
243|Gehn|Gehen|01-124-2-III-Eis.csv|1|2|1|['Gehn', 'Gähn', 'Gehen', 'gehn', 'Gähnen', 'Geh', 'Gen', 'Gern', 'gehen', 'Kähnen']|True|2.0|False
244|haden|haben|01-124-2-III-Eis.csv|6|19|6|['haben', 'laden', 'Haben', 'hatten', 'Herden', 'habens', 'Hader', 'schaden', 'hasten', 'Waden']|True|0.0|True
245|talt|teilt|01-124-2-III-Eis.csv|1|6|1|['teilt', 'tadelt', 'Teilt', 'Talent', 'tollt', 'teilst', 'teilte', 'tat', 'teilten', 'alt']|True|0.0|True
246|freulich|fröhlich|01-124-2-III-Eis.csv|3|92|3|['fraulich', 'treulich', 'erfreulich', 'freundlich', 'freilich', 'Fraulich', 'erfreuliche', 'fröhlich', 'Freundlich', 'Freilich']|True|7.0|False
247|kolen|holen|01-127-2-III-Eis.csv|1|11|1|['Kohlen', 'coolen', 'kosten', 'Kolben', 'kollern', 'Coolen', 'golfen', 'kullern', 'kraulen', 'holen']|True|9.0|False
248|schleker|schlecken|01-127-2-III-Eis.csv|1|1|1|['Schlenker', 'schlenkern', 'schlenkert', 'Schläger', 'schlechter', 'schlecke', 'schlecken', 'schlanker', 'schlenkerte', 'Schlechter']|True|6.0|False
249|venkt|fängt|01-127-2-III-Eis.csv|1|29|1|['pfenkt', 'verhängt', 'fängt', 'verhängen', 'verengt', 'verhängte', 'verhängten', 'versenkt', 'denkt', 'Fängt']|True|2.0|False
250|eimal|einmal|01-127-2-III-Eis.csv|29|62|29|['einmal', 'Einmal', 'einemmal', 'E-mail', 'keinmal', 'dreimal', 'E-Mail', 'einmalig', 'ehemals', 'zweimal']|True|0.0|True
251|wiel|fiel|01-127-2-III-Eis.csv|52|45|5|['will', 'Viel', 'Will', 'viel', 'wickel', 'fiel', 'weil', 'Wimpel', 'willen', 'windel']|True|5.0|False
252|hörnschen|Hörnchen|01-127-2-III-Eis.csv|1|1|1|['Hörnchen', 'höhnischen', 'höhnischem', 'Hirschen', 'Hörensagen', 'Höschen', 'Hirnschaden', 'Hühnchen', 'Hörnern', 'Würmschen']|True|0.0|True
253|vrot|freut|01-127-2-III-Eis.csv|1|42|1|['flott', 'froit', 'verbot', 'freut', 'Front', 'prost', 'Frost', 'verlost', 'frohen', 'froh']|True|3.0|False
254|gestolper|gestolpert|01-127-2-III-Eis.csv|1|14|1|['gestolpert', 'verstolpere', 'angestolpert', 'stolper', 'Stolper', 'herstolpere', 'stolpern', 'stolpert', 'stolpere', 'Geholper']|True|0.0|True
255|trostet|tröstet|01-127-2-III-Eis.csv|2|8|2|['tröstet', 'entrostet', 'tröstest', 'tröstete', 'trösteten', 'tröstend', 'rostet', 'trottet', 'prostet', 'trösten']|True|0.0|True
256|ste|steh|01-127-2-III-Eis.csv|1|1|1|['steh', 'stehe', 'teste', 'sackte', 'Steh', 'stete', 'steht', 'stets', 'zupfte', 'suchte']|True|0.0|True
257|betagt|bedankt|01-127-2-III-Eis.csv|1|4|1|['betagt', 'betagte', 'betankt', 'beträgt', 'behagt', 'benagt', 'besagt', 'bedankt', 'bepackt', 'betragen']|True|7.0|False
258|paKh|Park|01-127-2-III-Eis.csv|1|15|1|['pack', 'packe', 'packt', 'Pakt', 'parke', 'parkt', 'Park', 'Pack', 'packen', 'Pkw']|True|6.0|False
259|vars|wars|01-127-2-III-Eis.csv|1|2|1|['vors', 'wars', 'Varus', 'Vers', 'Farns', 'Vaters', 'warst', 'Farm', 'Warst', 'vorm']|True|1.0|False
260|Trupf|tropf|01-128-2-III-Eis.csv|1|1|1|['Trumpf', 'Tropf', 'Trupps', 'Trupp', 'Tröpfe', 'tropf', 'trumpft', 'Tropfe', 'Tropfen', 'Truppe']|True|5.0|False
261|Schupfs|schups|01-128-2-III-Eis.csv|1|1|1|['Schubs', 'Schopfs', 'Sumpfs', 'schubs', 'Schubsen', 'Schwubs', 'Schubser', 'Schlüpfers', 'Schlüpfens', 'Schuppens']|False||False
262|Fellt|fällt|01-128-2-III-Eis.csv|1|198|1|['Fällt', 'Fehlt', 'fällt', 'Feld', 'Fellen', 'Fällst', 'Fallt', 'fehlt', 'Fell', 'Füllt']|True|2.0|False
263|runta|runter|01-128-2-III-Eis.csv|19|60|19|['runter', 'herunter', 'Runter', 'runder', 'drunter', 'runde', 'unter', 'raunte', 'brachte', 'runtersah']|True|0.0|True
264|traurich|traurig|01-128-2-III-Eis.csv|54|119|54|['traurig', 'traurisch', 'Traurig', 'traurige', 'traurigem', 'traurigen', 'traulich', 'trauriger', 'Traurige', 'Traurigem']|True|0.0|True
