original|corrected|filename
jezt|jetzt|01-138-2-III-Eis.csv
feil|weil|01-138-2-III-Eis.csv
bisien|bisschen|01-138-2-III-Eis.csv
bekomt|bekommt|01-138-2-III-Eis.csv
stand|stand|01-138-2-III-Eis.csv
beinen|Beinen|01-138-2-III-Eis.csv
mehr|mehr|01-138-2-III-Eis.csv
komm|komm|01-138-2-III-Eis.csv
gebe|gebe|01-138-2-III-Eis.csv
dichr|dir|01-138-2-III-Eis.csv
et_was|etwas|01-138-2-III-Eis.csv
schon|schon|01-138-2-III-Eis.csv
Glücklich|glücklich|01-138-2-III-Eis.csv
imer|immer|01-138-2-III-Eis.csv
Es|Es|01-139-2-III-Eis.csv
Zwei|zwei|01-139-2-III-Eis.csv
kinder|Kinder|01-139-2-III-Eis.csv
heis-^ten|~heißten|01-139-2-III-Eis.csv
gadste|~gabste|01-139-2-III-Eis.csv
"auc-^h|"|auch|01-139-2-III-Eis.csv
hund|Hund|01-139-2-III-Eis.csv
heiste|~heißte|01-139-2-III-Eis.csv
rumtergefalen|runtergefallen|01-139-2-III-Eis.csv
haz|hats|01-139-2-III-Eis.csv
"ekltra|"|extra|01-139-2-III-Eis.csv
gemacht|gemacht|01-139-2-III-Eis.csv
"sich|"|sich|01-139-2-III-Eis.csv
frolich|fröhlich|01-139-2-III-Eis.csv
hte|hatte|01-139-2-III-Eis.csv
dar|da|01-139-2-III-Eis.csv
ede|Idee|01-139-2-III-Eis.csv
teilten|teilten|01-139-2-III-Eis.csv
waren|waren|01-139-2-III-Eis.csv
"ale|"|alle|01-139-2-III-Eis.csv
gluklich|glücklich|01-139-2-III-Eis.csv
"natulich|"|natürlich|01-139-2-III-Eis.csv
glucklich|glücklich|01-139-2-III-Eis.csv
wen|wenn|01-139-2-III-Eis.csv
"si|"|sie|01-139-2-III-Eis.csv
"nich|"|nicht|01-139-2-III-Eis.csv
"gschrden|"|gestorben|01-139-2-III-Eis.csv
si-|sie|01-139-2-III-Eis.csv
wollte|wollte|01-140-2-III-Eis.csv
Mann|Mann|01-140-2-III-Eis.csv
geseigt|gezeigt|01-140-2-III-Eis.csv
:|:|01-140-2-III-Eis.csv
ich|Ich|01-140-2-III-Eis.csv
dieses|dieses|01-140-2-III-Eis.csv
danach|danach|01-140-2-III-Eis.csv
kamen|kamen|01-140-2-III-Eis.csv
troPfen|Tropfen|01-140-2-III-Eis.csv
gelegt|geleckt|01-140-2-III-Eis.csv
runter_gefat|~runtergefallt|01-140-2-III-Eis.csv
Fuß|Fuß|01-140-2-III-Eis.csv
getreten|getreten|01-140-2-III-Eis.csv
etwas|etwas|01-140-2-III-Eis.csv
krigt|kriegt|01-143-2-III-Eis.csv
belschen|Bällchen|01-143-2-III-Eis.csv
Eisman|Eismann|01-143-2-III-Eis.csv
last|lasst|01-143-2-III-Eis.csv
äuch|euch|01-143-2-III-Eis.csv
schmeken|schmecken|01-143-2-III-Eis.csv
geen|gehen|01-143-2-III-Eis.csv
miten|mitten|01-143-2-III-Eis.csv
weg|Weg|01-143-2-III-Eis.csv
"in|"|in|01-143-2-III-Eis.csv
hoen|hohen|01-143-2-III-Eis.csv
bogen|Bogen|01-143-2-III-Eis.csv
schwindelig|schwindelig|01-143-2-III-Eis.csv
half|half|01-143-2-III-Eis.csv
auf_zu_steen|aufzustehen|01-143-2-III-Eis.csv
schocklade|Schokolade|01-143-2-III-Eis.csv
zu_samen|zusammen|01-143-2-III-Eis.csv
ein_mal|einmal|01-154-2-III-Eis.csv
Junge|Junge|01-154-2-III-Eis.csv
Mächen|Mädchen|01-154-2-III-Eis.csv
heisten|~heißten|01-154-2-III-Eis.csv
hatetn|hatten|01-154-2-III-Eis.csv
einen|einen|01-154-2-III-Eis.csv
heist|heißt|01-154-2-III-Eis.csv
Eiswagen|Eiswagen|01-154-2-III-Eis.csv
gekaut|gekauft|01-154-2-III-Eis.csv
Eis_^toropfchen|Eiströpfchen|01-154-2-III-Eis.csv
in_den|indem|01-154-2-III-Eis.csv
Eis_kugel|Eiskugel|01-154-2-III-Eis.csv
Jetzt|Jetzt|01-154-2-III-Eis.csv
kafen|kaufen|01-160-2-III-Eis.csv
"dabei|"|dabei|01-160-2-III-Eis.csv
giept|gibt|01-160-2-III-Eis.csv
frölig|fröhlich|01-160-2-III-Eis.csv
bies|bis|01-160-2-III-Eis.csv
ein|Eis|01-160-2-III-Eis.csv
auf_ge_gessen|aufgegessen|01-160-2-III-Eis.csv
iest|ist|01-160-2-III-Eis.csv
wa|war|01-161-2-III-Eis.csv
eima|einmal|01-161-2-III-Eis.csv
Mechen|Mädchen|01-161-2-III-Eis.csv
froeunde|Freunde|01-161-2-III-Eis.csv
geten|~gehten|01-161-2-III-Eis.csv
kleine|kleine|01-161-2-III-Eis.csv
auto|Auto|01-161-2-III-Eis.csv
damit|damit|01-161-2-III-Eis.csv
Die|die|01-161-2-III-Eis.csv
Der|der|01-161-2-III-Eis.csv
shönne|schöne|01-161-2-III-Eis.csv
friche|frische|01-161-2-III-Eis.csv
könen|können|01-161-2-III-Eis.csv
zvay|zwei|01-161-2-III-Eis.csv
Eis_^kugel|Eiskugel|01-161-2-III-Eis.csv
eime|eine|01-161-2-III-Eis.csv
limo_kugel|Limokugel|01-161-2-III-Eis.csv
Erber_kugl|Erdbeerkugel|01-161-2-III-Eis.csv
biete|bitte|01-161-2-III-Eis.csv
dakechön|dankeschön|01-161-2-III-Eis.csv
seit|sei|01-161-2-III-Eis.csv
leise|leise|01-161-2-III-Eis.csv
sch|sch|01-161-2-III-Eis.csv
du|du|01-161-2-III-Eis.csv
krist|kriegst|01-161-2-III-Eis.csv
keie|keine|01-161-2-III-Eis.csv
gut|gut|01-161-2-III-Eis.csv
Das|dass|01-161-2-III-Eis.csv
nist|nichts|01-161-2-III-Eis.csv
gegiben|gegeben|01-161-2-III-Eis.csv
merz|merkst|01-161-2-III-Eis.csv
deine|deine|01-161-2-III-Eis.csv
runta_felt|runterfällt|01-161-2-III-Eis.csv
ubs|ups|01-161-2-III-Eis.csv
meine|meine|01-161-2-III-Eis.csv
schmils|schmilz|01-161-2-III-Eis.csv
es|ist|01-161-2-III-Eis.csv
toch|doch|01-161-2-III-Eis.csv
egal|egal|01-161-2-III-Eis.csv
"nur|"|nur|01-163-2-III-Eis.csv
"wollen|"|wollen|01-163-2-III-Eis.csv
schlagte|schleckte|01-163-2-III-Eis.csv
tropf|Tropf|01-163-2-III-Eis.csv
steupart|stolpert|01-163-2-III-Eis.csv
hatt|hat|01-163-2-III-Eis.csv
teielte|teilte|01-163-2-III-Eis.csv
jeder|jeder|01-163-2-III-Eis.csv
Eistand|Eisstand|01-166-2-III-Eis.csv
Spater|Später|01-166-2-III-Eis.csv
fängt|fängt|01-166-2-III-Eis.csv
Eistropfen|Eistropfen|01-166-2-III-Eis.csv
Eisorte|Eissorte|01-166-2-III-Eis.csv
Dod|Dodo|01-166-2-III-Eis.csv
wolen|wollen|01-167-2-III-Eis.csv
chded|steht|01-167-2-III-Eis.csv
Eischdan|Eisstand|01-167-2-III-Eis.csv
schbazieren|spazieren|01-167-2-III-Eis.csv
istt|isst|01-167-2-III-Eis.csv
schabert|schlabbert|01-167-2-III-Eis.csv
äber|aber|01-167-2-III-Eis.csv
hielft|hilft|01-167-2-III-Eis.csv
varwiert|verwirrt|01-167-2-III-Eis.csv
tut|tut|01-167-2-III-Eis.csv
teilen|teilen|01-167-2-III-Eis.csv
Schbazieren|spazieren|01-167-2-III-Eis.csv
Aeis|Eis|01-170-2-III-Eis.csv
äsen|essen|01-170-2-III-Eis.csv
Kaufem|kaufen|01-172-2-III-Eis.csv
sisch|sich|01-172-2-III-Eis.csv
ahen|ein|01-172-2-III-Eis.csv
isd|ist|01-172-2-III-Eis.csv
waend|weint|01-172-2-III-Eis.csv
taelt|teilt|01-172-2-III-Eis.csv
"kaufen|"|kaufen|01-183-2-III-Eis.csv
auh|auch|01-183-2-III-Eis.csv
Lear|Lea|01-183-2-III-Eis.csv
wusste|wusste|01-183-2-III-Eis.csv
?|?|01-183-2-III-Eis.csv
wahren|waren|01-183-2-III-Eis.csv
unter_wex|unterwegs|01-183-2-III-Eis.csv
na|nach|01-183-2-III-Eis.csv
kann|kann|01-183-2-III-Eis.csv
war_ten|warten|01-183-2-III-Eis.csv
bis|bis|01-183-2-III-Eis.csv
Er|Er|01-183-2-III-Eis.csv
gewartet|gewartet|01-183-2-III-Eis.csv
laft|lauft|01-183-2-III-Eis.csv
sofort|sofort|01-183-2-III-Eis.csv
tretet|tretet|01-183-2-III-Eis.csv
fuss|Fuß|01-183-2-III-Eis.csv
schnapt|schnappt|01-183-2-III-Eis.csv
lktt|leckt|01-183-2-III-Eis.csv
runtar|runter|01-183-2-III-Eis.csv
ge_fallen|gefallen|01-183-2-III-Eis.csv
trösded|tröstet|01-183-2-III-Eis.csv
hattete|~hattete|01-183-2-III-Eis.csv
frojt|freut|01-183-2-III-Eis.csv
kommt|kommt|01-183-2-III-Eis.csv
gleich|gleich|01-183-2-III-Eis.csv
hulen|holen|01-185-2-III-Eis.csv
ge_gesen|gegessen|01-185-2-III-Eis.csv
ge_^Stolpat|gestolpert|01-185-2-III-Eis.csv
trareg|traurig|01-185-2-III-Eis.csv
ge_Worden|geworden|01-185-2-III-Eis.csv
likt|leckt|01-185-2-III-Eis.csv
gebt|gebt|01-185-2-III-Eis.csv
besjen|bisschen|01-185-2-III-Eis.csv
Sen|sein|01-185-2-III-Eis.csv
send|sind|01-185-2-III-Eis.csv
glügleg|glücklich|01-185-2-III-Eis.csv
Gischichte|Geschichte|01-194-2-III-Eis.csv
gehten|~gehten|01-194-2-III-Eis.csv
hab|hab|01-194-2-III-Eis.csv
gegen|gegangen|01-194-2-III-Eis.csv
gfresst|~gefresst|01-194-2-III-Eis.csv
Traube|Traube|01-194-2-III-Eis.csv
gestrpt|gestolpert|01-194-2-III-Eis.csv
rundtgefalen|runtergefallen|01-194-2-III-Eis.csv
töstet|tröstet|01-194-2-III-Eis.csv
glükich|glücklich|01-194-2-III-Eis.csv
t|t|01-194-2-III-Eis.csv
gimd|gibt|01-197-2-III-Eis.csv
geschmolsen|geschmolzen|01-197-2-III-Eis.csv
denn|den|01-197-2-III-Eis.csv
gestolbart|gestolpert|01-197-2-III-Eis.csv
legd|leckt|01-197-2-III-Eis.csv
fun|von|01-197-2-III-Eis.csv
feind|weint|01-197-2-III-Eis.csv
fawel|Waffel|01-197-2-III-Eis.csv
witer|wieder|01-197-2-III-Eis.csv
had|hat|01-197-2-III-Eis.csv
chest|jetzt|01-197-2-III-Eis.csv
EisferKafer|Eisverkäufer|01-206-2-III-Eis.csv
Do_do|Dodo|01-206-2-III-Eis.csv
Eie_trofen|Eistropfen|01-206-2-III-Eis.csv
fresen|fressen|01-206-2-III-Eis.csv
do_do|Dodo|01-206-2-III-Eis.csv
lek_t|leckt|01-206-2-III-Eis.csv
Eisi|Eis|01-206-2-III-Eis.csv
Kipt|gibt|01-206-2-III-Eis.csv
huse|Hause|01-206-2-III-Eis.csv
"lars|"|Lars|01-208-2-III-Eis.csv
Wollen|wollen|01-208-2-III-Eis.csv
Eeis_chtant|Eisstand|01-208-2-III-Eis.csv
ganzen|ganzen|01-208-2-III-Eis.csv
tröpfen|Tropfen|01-208-2-III-Eis.csv
ausgerunscht|ausgerutscht|01-208-2-III-Eis.csv
Wegen|Wegen|01-208-2-III-Eis.csv
alles|alles|01-208-2-III-Eis.csv
aufgegesen|aufgegessen|01-208-2-III-Eis.csv
tajlt|teilt|01-208-2-III-Eis.csv
Betagt|bedankt|01-208-2-III-Eis.csv
kauft|kauft|01-210-2-III-Eis.csv
Tropfen|Tropfen|01-210-2-III-Eis.csv
weh_getan|wehgetan|01-210-2-III-Eis.csv
bis*en|bisschen|01-210-2-III-Eis.csv
geganen|gegangen|01-211-2-III-Eis.csv
ham|haben|01-211-2-III-Eis.csv
hingefalen|hingefallen|01-211-2-III-Eis.csv
gans|ganz|01-211-2-III-Eis.csv
Dol-|doll|01-211-2-III-Eis.csv
geweint|geweint|01-211-2-III-Eis.csv
mär|mehr|01-211-2-III-Eis.csv
Eede|Idee|01-211-2-III-Eis.csv
getlt|geteilt|01-211-2-III-Eis.csv
beid|beide|01-211-2-III-Eis.csv
Ich|Ich|01-218-2-III-Eis.csv
hunger|Hunger|01-218-2-III-Eis.csv
Kauft|kauft|01-218-2-III-Eis.csv
wolt|wollt|01-218-2-III-Eis.csv
fnt|fängt|01-218-2-III-Eis.csv
klce|?klce|01-218-2-III-Eis.csv
"Lea|"|Lea|01-218-2-III-Eis.csv
"llt|"|fällt|01-218-2-III-Eis.csv
Oh|Oh|01-218-2-III-Eis.csv
nien|nein|01-218-2-III-Eis.csv
wl|will|01-218-2-III-Eis.csv
Kam|kam|01-218-2-III-Eis.csv
aas|das|01-218-2-III-Eis.csv
Bonen|Boden|01-218-2-III-Eis.csv
frat|fragt|01-218-2-III-Eis.csv
Kit|?Kit|01-218-2-III-Eis.csv
Ol|?Ol|01-218-2-III-Eis.csv
der|Der|01-224-2-III-Eis.csv
tun|tun|01-224-2-III-Eis.csv
Wek|Weg|01-224-2-III-Eis.csv
hinLang|entlang|01-224-2-III-Eis.csv
ligt|liegt|01-224-2-III-Eis.csv
Erde|Erde|01-224-2-III-Eis.csv
schlegt|schleckt|01-224-2-III-Eis.csv
Jetz|jetzt|01-224-2-III-Eis.csv
Jeber|jeder|01-224-2-III-Eis.csv
Abbar|Aber|01-226-2-III-Eis.csv
Wil|will|01-226-2-III-Eis.csv
Aaus|aus|01-226-2-III-Eis.csv
Pözlich|Plötzlich|01-226-2-III-Eis.csv
Felt|fällt|01-226-2-III-Eis.csv
Runter|runter|01-226-2-III-Eis.csv
Troset|tröstet|01-226-2-III-Eis.csv
jetz|jetzt|01-226-2-III-Eis.csv
Frolich|fröhlich|01-226-2-III-Eis.csv
Schrant|Strand|01-226-2-III-Eis.csv
sucht|sucht|01-227-2-III-Eis.csv
sparihen|spazieren|01-227-2-III-Eis.csv
aufs|aufs|01-227-2-III-Eis.csv
halft|~halft|01-227-2-III-Eis.csv
stük|Stück|01-227-2-III-Eis.csv
sparzihen|spazieren|01-227-2-III-Eis.csv
holte|holte|01-229-2-III-Eis.csv
kugeln|Kugeln|01-229-2-III-Eis.csv
erste|erste|01-229-2-III-Eis.csv
Vanille|Vanille|01-229-2-III-Eis.csv
andere|andere|01-229-2-III-Eis.csv
Schokolade_^eis|Schokoladeneis|01-229-2-III-Eis.csv
apfel|Apfel|01-229-2-III-Eis.csv
erdbere|Erdbeere|01-229-2-III-Eis.csv
gangen|~gangen|01-229-2-III-Eis.csv
"auch|"|auch|01-229-2-III-Eis.csv
stande|~stande|01-229-2-III-Eis.csv
ge_^stolpat|gestolpert|01-229-2-III-Eis.csv
helfte|~helfte|01-229-2-III-Eis.csv
auf_zu_^sten|aufzustehen|01-229-2-III-Eis.csv
giepte|~giebte|01-229-2-III-Eis.csv
Lekte|leckte|01-229-2-III-Eis.csv
giengen|gingen|01-229-2-III-Eis.csv
falen|fallen|01-230-2-III-Eis.csv
klein|klein|01-230-2-III-Eis.csv
eis_^Tropfen|Eistropfen|01-230-2-III-Eis.csv
Danach|Danach|01-230-2-III-Eis.csv
ruscht|rutscht|01-230-2-III-Eis.csv
arme|arme|01-230-2-III-Eis.csv
Nämlich|Nämlich|01-230-2-III-Eis.csv
nett|nett|01-230-2-III-Eis.csv
är_dbär_sorte|Erdbeersorte|01-230-2-III-Eis.csv
aus_geruncht|ausgerutscht|01-232-2-III-Eis.csv
rundergefalen|runtergefallen|01-232-2-III-Eis.csv
getroßtet|getröstet|01-232-2-III-Eis.csv
tropften|tropften|01-232-2-III-Eis.csv
müchte|möchte|01-234-2-III-Eis.csv
unten|unten|01-234-2-III-Eis.csv
mund|Mund|01-234-2-III-Eis.csv
extra|extra|01-234-2-III-Eis.csv
"Ject|"|Jetzt|01-234-2-III-Eis.csv
"rent|"|rennt|01-234-2-III-Eis.csv
"un|"|und|01-234-2-III-Eis.csv
ab_zuleken|abzulecken|01-234-2-III-Eis.csv
"ein_e|"|eine|01-234-2-III-Eis.csv
dan|Dann|01-234-2-III-Eis.csv
freuen|freuen|01-234-2-III-Eis.csv
sahen|sahen|01-237-2-III-Eis.csv
gesehen|gesehen|01-237-2-III-Eis.csv
gebelt|gebellt|01-237-2-III-Eis.csv
"hate|"|hatte|01-237-2-III-Eis.csv
gehört|gehört|01-237-2-III-Eis.csv
kaufte|kaufte|01-237-2-III-Eis.csv
Sparziren|spazieren|01-237-2-III-Eis.csv
"gegangen|"|gegangen|01-237-2-III-Eis.csv
plözlich|plötzlich|01-237-2-III-Eis.csv
Felte|~fällte|01-237-2-III-Eis.csv
gefangen|gefangen|01-237-2-III-Eis.csv
"Lars|"|Lars|01-237-2-III-Eis.csv
caufen|kaufen|01-246-2-III-Eis.csv
Legt|legt|01-246-2-III-Eis.csv
Trobfen|Tropfen|01-246-2-III-Eis.csv
Freud|freut|01-246-2-III-Eis.csv
Traurig|traurig|01-246-2-III-Eis.csv
esstt|esst|01-246-2-III-Eis.csv
gomt|kommt|01-246-2-III-Eis.csv
Hoch|hoch|01-246-2-III-Eis.csv
Sei|sei|01-246-2-III-Eis.csv
Hier|Hier|01-246-2-III-Eis.csv
Keb|geb|01-246-2-III-Eis.csv
Tier|dir|01-246-2-III-Eis.csv
bisen|bisschen|01-246-2-III-Eis.csv
Wida|wieder|01-246-2-III-Eis.csv
fro|froh|01-246-2-III-Eis.csv
einß|eins|01-253-2-III-Eis.csv
eiß|Eis|01-253-2-III-Eis.csv
gem|gehen|01-253-2-III-Eis.csv
"mit|"|mit|01-253-2-III-Eis.csv
Ichm|ihrem|01-253-2-III-Eis.csv
Do**|Dodo|01-253-2-III-Eis.csv
g*mhew|?g*mhew|01-253-2-III-Eis.csv
trofew|tropfen|01-253-2-III-Eis.csv
stelt|stellt|01-253-2-III-Eis.csv
Beim|Bein|01-253-2-III-Eis.csv
g*nhe|ganze|01-253-2-III-Eis.csv
leyew|?leyew|01-253-2-III-Eis.csv
siole|?siole|01-253-2-III-Eis.csv
trinkt|trinkt|01-261-2-III-Eis.csv
esset|esst|01-261-2-III-Eis.csv
uamen|umarmen|01-261-2-III-Eis.csv
Eisla_den|Eisladen|01-265-2-III-Eis.csv
Schocko_^kugel|Schokokugel|01-265-2-III-Eis.csv
Zitronen_Kugel|Zitronenkugel|01-265-2-III-Eis.csv
Spatziren|spazieren|01-265-2-III-Eis.csv
Stolpad|stolpert|01-265-2-III-Eis.csv
seinen|seinen|01-268-2-III-Eis.csv
helf|~helf|01-268-2-III-Eis.csv
edwas|etwas|01-268-2-III-Eis.csv
Daodo|Dodo|01-268-2-III-Eis.csv
Jest|Jetzt|01-268-2-III-Eis.csv
wars|wars|01-268-2-III-Eis.csv
eim|ein|01-274-2-III-Eis.csv
Verkäufer|Verkäufer|01-274-2-III-Eis.csv
läuftn|~läuften|01-274-2-III-Eis.csv
3|3|01-274-2-III-Eis.csv
Velt|fällt|01-274-2-III-Eis.csv
aufangen|auffangen|01-274-2-III-Eis.csv
gelink|geling|01-274-2-III-Eis.csv
nich|nicht|01-274-2-III-Eis.csv
Weind|weint|01-274-2-III-Eis.csv
renen|rennen|01-274-2-III-Eis.csv
inner|immer|01-274-2-III-Eis.csv
ge_gangen|gegangen|01-275-2-III-Eis.csv
Eis_ferkeufer|Eisverkäufer|01-275-2-III-Eis.csv
mich|nicht|01-275-2-III-Eis.csv
gesin|gesehen|01-275-2-III-Eis.csv
"ist|"|ist|01-275-2-III-Eis.csv
g_e_schmolzen|geschmolzen|01-275-2-III-Eis.csv
auf_gefangen|aufgefangen|01-275-2-III-Eis.csv
walte|wollte|01-275-2-III-Eis.csv
g-^anzen|ganzen|01-275-2-III-Eis.csv
Lenas|Lenas|01-275-2-III-Eis.csv
"schu|"|Schuh|01-275-2-III-Eis.csv
getriten|getreten|01-275-2-III-Eis.csv
Lena|Lena|01-275-2-III-Eis.csv
iSt|ist|01-275-2-III-Eis.csv
runtagefalen|runtergefallen|01-275-2-III-Eis.csv
gtaiet|geteilt|01-275-2-III-Eis.csv
di|die|01-275-2-III-Eis.csv
kuge|Kugel|01-275-2-III-Eis.csv
Zitrune|Zitrone|01-275-2-III-Eis.csv
hatu|hatte|01-275-2-III-Eis.csv
ertber|Erdbeer|01-275-2-III-Eis.csv
simt|sind|01-275-2-III-Eis.csv
gegongen|gegangen|01-275-2-III-Eis.csv
schönen|schönen|01-277-2-III-Eis.csv
sonigen|sonnigen|01-277-2-III-Eis.csv
tag|Tag|01-277-2-III-Eis.csv
In|In|01-277-2-III-Eis.csv
Eisschtarnd|Eisstand|01-277-2-III-Eis.csv
""""|""""|01-277-2-III-Eis.csv
hole|hole|01-277-2-III-Eis.csv
mir|mir|01-277-2-III-Eis.csv
Etber|Erdbeer|01-277-2-III-Eis.csv
blauber|Blaubeer|01-277-2-III-Eis.csv
"hole|"|hole|01-277-2-III-Eis.csv
schokolarde|Schokolade|01-277-2-III-Eis.csv
wanile|Vanille|01-277-2-III-Eis.csv
kostet|kostet|01-277-2-III-Eis.csv
4|4|01-277-2-III-Eis.csv
euro|Euro|01-277-2-III-Eis.csv
schwop|schwupp|01-277-2-III-Eis.csv
o|o|01-277-2-III-Eis.csv
!|!|01-277-2-III-Eis.csv
helfe|helfe|01-277-2-III-Eis.csv
Auer|Aua|01-277-2-III-Eis.csv
bin|bin|01-277-2-III-Eis.csv
drekg|dreckig|01-277-2-III-Eis.csv
wok|weg|01-277-2-III-Eis.csv
kom|komm|01-277-2-III-Eis.csv
danke|danke|01-277-2-III-Eis.csv
schau|schau|01-277-2-III-Eis.csv
wie|wie|01-277-2-III-Eis.csv
haha|haha|01-277-2-III-Eis.csv
Dodos|Dodos|01-279-2-III-Eis.csv
Schtolpert|stolpert|01-279-2-III-Eis.csv
flikt|fliegt|01-279-2-III-Eis.csv
spasiren|spazieren|01-285-2-III-Eis.csv
stolpart|stolpert|01-285-2-III-Eis.csv
ubrig|übrig|01-285-2-III-Eis.csv
schluss|Schluss|01-285-2-III-Eis.csv
möschten|möchten|01-286-2-III-Eis.csv
schmlzt|schmilzt|01-286-2-III-Eis.csv
legt|legt|01-286-2-III-Eis.csv
schmilzt|schmilzt|01-286-2-III-Eis.csv
geteielt|geteilt|01-286-2-III-Eis.csv
frölisch|fröhlich|01-286-2-III-Eis.csv
nim*t|nimmt|01-287-2-III-Eis.csv
den|dann|01-287-2-III-Eis.csv
wir|wir|01-287-2-III-Eis.csv
slekten|schleckten|01-287-2-III-Eis.csv
raus|raus|01-287-2-III-Eis.csv
rante|rannte|01-287-2-III-Eis.csv
lag|lag|01-287-2-III-Eis.csv
au*|auf|01-287-2-III-Eis.csv
Frölig|fröhlich|01-287-2-III-Eis.csv
"über|"|über|01-288-2-III-Eis.csv
ganse|ganze|01-288-2-III-Eis.csv
Wafel|Waffel|01-288-2-III-Eis.csv
zufriden|zufrieden|01-288-2-III-Eis.csv
1.|1.|01-289-2-III-Eis.csv
Kinder|Kinder|01-289-2-III-Eis.csv
Haben|haben|01-289-2-III-Eis.csv
2.|2.|01-289-2-III-Eis.csv
ire|ihre|01-289-2-III-Eis.csv
3.|3.|01-289-2-III-Eis.csv
4.|4.|01-289-2-III-Eis.csv
5.|5.|01-289-2-III-Eis.csv
6.|6.|01-289-2-III-Eis.csv
jetzt|Jetzt|01-289-2-III-Eis.csv
als|als|01-298-2-III-Eis.csv
Eisverkäufer|Eisverkäufer|01-298-2-III-Eis.csv
sa|sah|01-298-2-III-Eis.csv
sollen|sollen|01-298-2-III-Eis.csv
untz|uns|01-298-2-III-Eis.csv
ja|ja|01-298-2-III-Eis.csv
hatten|hatten|01-298-2-III-Eis.csv
geschtäupat|gestolpert|01-298-2-III-Eis.csv
machen|machen|01-298-2-III-Eis.csv
one|ohne|01-298-2-III-Eis.csv
alleine|alleine|01-298-2-III-Eis.csv
Eistile|Eisdiele|01-303-2-III-Eis.csv
Sorten|Sorten|01-303-2-III-Eis.csv
etbere|Erdbeere|01-303-2-III-Eis.csv
fefaminz|Pfefferminz|01-303-2-III-Eis.csv
Vanele|Vanille|01-303-2-III-Eis.csv
ertbere|Erdbeere|01-303-2-III-Eis.csv
runta_gehfafen|runtergefallen|01-303-2-III-Eis.csv
ertber_Eis|Erdbeereis|01-303-2-III-Eis.csv
Vanele_Eis|Vanilleeis|01-303-2-III-Eis.csv
gehmensem|gemeinsam|01-303-2-III-Eis.csv
War|war|01-303-2-III-Eis.csv
gesuhte|Geschichte|01-303-2-III-Eis.csv
Schule|Schule|01-307-2-III-Eis.csv
farabredet|verabredet|01-307-2-III-Eis.csv
aulz|als|01-307-2-III-Eis.csv
angekommen|angekommen|01-307-2-III-Eis.csv
suchten|suchten|01-307-2-III-Eis.csv
Eis_stand|Eisstand|01-307-2-III-Eis.csv
bezalten|bezahlten|01-307-2-III-Eis.csv
ging|ging|01-307-2-III-Eis.csv
hinter_her|hinterher|01-307-2-III-Eis.csv
fersuchte|versuchte|01-307-2-III-Eis.csv
ab_zu_bkomen|abzubekommen|01-307-2-III-Eis.csv
plötzlich|plötzlich|01-307-2-III-Eis.csv
his|hieß|01-307-2-III-Eis.csv
zwa|zwar|01-307-2-III-Eis.csv
iehr|ihr|01-307-2-III-Eis.csv
reten|retten|01-307-2-III-Eis.csv
sei|sei|01-307-2-III-Eis.csv
gib|gib|01-307-2-III-Eis.csv
wirglich|wirklich|01-307-2-III-Eis.csv
lib|lieb|01-307-2-III-Eis.csv
fr*|froh|01-307-2-III-Eis.csv
spangen|sprangen|01-307-2-III-Eis.csv
Eines|Eines|01-310-2-III-Eis.csv
eis_Frau|Eisfrau|01-310-2-III-Eis.csv
genomen|genommen|01-310-2-III-Eis.csv
kläfte|kläffte|01-310-2-III-Eis.csv
vor|vor|01-310-2-III-Eis.csv
wagen|Wagen|01-310-2-III-Eis.csv
fing|fing|01-310-2-III-Eis.csv
versuchte|versuchte|01-310-2-III-Eis.csv
fil|fiel|01-310-2-III-Eis.csv
versucht|versucht|01-310-2-III-Eis.csv
"zu|"|zu|01-310-2-III-Eis.csv
krigen|kriegen|01-310-2-III-Eis.csv
beschloss|beschloss|01-310-2-III-Eis.csv
abgipt|abgibt|01-310-2-III-Eis.csv
imer-|immer|01-310-2-III-Eis.csv
esten|~essten|01-310-2-III-Eis.csv
ken|gehen|01-313-2-III-Eis.csv
Fek|weg|01-313-2-III-Eis.csv
dai|bei|01-313-2-III-Eis.csv
Spisen|?Spisen|01-313-2-III-Eis.csv
kumt|kommt|01-313-2-III-Eis.csv
Kruf|?Kruf|01-313-2-III-Eis.csv
faur|?faur|01-313-2-III-Eis.csv
Fanken|fangen|01-313-2-III-Eis.csv
fel|fiel|01-313-2-III-Eis.csv
tailen|teilen|01-313-2-III-Eis.csv
fan|waren|01-313-2-III-Eis.csv
küklich|glücklich|01-313-2-III-Eis.csv
stopate|stolperte|01-316-2-III-Eis.csv
Fil|fiel|01-316-2-III-Eis.csv
Leckte|leckte|01-316-2-III-Eis.csv
des|das|01-316-2-III-Eis.csv
Gipte|~gibte|01-316-2-III-Eis.csv
Eis_Kugel|Eiskugel|01-316-2-III-Eis.csv
Lauften|~lauften|01-316-2-III-Eis.csv
Blipten|~bliebten|01-316-2-III-Eis.csv
basidt|passiert|01-317-2-III-Eis.csv
geffaen|gefallen|01-317-2-III-Eis.csv
geffalen|gefallen|01-317-2-III-Eis.csv
geweit|geweint|01-317-2-III-Eis.csv
gafeurt|gefreut|01-317-2-III-Eis.csv
sit|sie|01-317-2-III-Eis.csv
geffeurt|gefreut|01-317-2-III-Eis.csv
ede|Ende|01-317-2-III-Eis.csv
steul_pat|stolpert|01-324-2-III-Eis.csv
