original|corrected|filename|freq_ori|freq_cor|freq_tup
Komm|Komm|01-127-2-III-Eis.csv|21|25|15
ste|steh|01-127-2-III-Eis.csv|1|1|1
Komm|komm|01-127-2-III-Eis.csv|21|130|6
teile|teile|01-127-2-III-Eis.csv|2|1|1
dir|dir|01-127-2-III-Eis.csv|207|232|207
betagt|bedankt|01-127-2-III-Eis.csv|1|17|1
paKh|Park|01-127-2-III-Eis.csv|1|75|1
vars|wars|01-127-2-III-Eis.csv|1|7|1
Trupf|tropf|01-128-2-III-Eis.csv|1|4|1
Schupfs|schups|01-128-2-III-Eis.csv|1|1|1
Fellt|fällt|01-128-2-III-Eis.csv|1|230|1
runta|runter|01-128-2-III-Eis.csv|19|280|19
traurich|traurig|01-128-2-III-Eis.csv|54|457|54
wegen|wegen|01-128-2-III-Eis.csv|51|58|51
fann|dann|01-128-2-III-Eis.csv|1|1379|1
is|ist|01-128-2-III-Eis.csv|19|3510|16
runterfale|runterfallen|01-128-2-III-Eis.csv|1|2|1
lasen|lassen|01-128-2-III-Eis.csv|7|29|7
fru|froh|01-128-2-III-Eis.csv|1|89|1
belld|bellt|01-132-2-III-Eis.csv|1|256|1
Tropft|tropft|01-132-2-III-Eis.csv|2|20|2
schlukt|schluckt|01-132-2-III-Eis.csv|1|2|1
plözlisch|plötzlich|01-132-2-III-Eis.csv|1|198|1
stolbert|stolpert|01-132-2-III-Eis.csv|2|43|2
rend|rennt|01-132-2-III-Eis.csv|42|314|42
loss|los|01-132-2-III-Eis.csv|6|160|6
hingfalen|hingefallen|01-132-2-III-Eis.csv|2|11|2
weind|weint|01-132-2-III-Eis.csv|45|300|45
gibd|gibt|01-132-2-III-Eis.csv|1|198|1
Eiskugel|Eiskugel|01-132-2-III-Eis.csv|5|9|5
lacht|lacht|01-132-2-III-Eis.csv|64|78|64
hinten|hinten|01-132-2-III-Eis.csv|17|17|17
wolten|wollten|01-134-2-III-Eis.csv|15|60|14
Eeis|Eis|01-134-2-III-Eis.csv|12|657|12
krekte|kriegte|01-134-2-III-Eis.csv|1|7|1
kein|kein|01-134-2-III-Eis.csv|50|56|50
herunter|herunter|01-134-2-III-Eis.csv|6|12|6
for|vor|01-134-2-III-Eis.csv|48|333|48
seine|seine|01-134-2-III-Eis.csv|282|287|282
füse|Füße|01-134-2-III-Eis.csv|2|2|2
gelaufen|gelaufen|01-134-2-III-Eis.csv|44|52|44
drei|drei|01-134-2-III-Eis.csv|44|50|44
warn|waren|01-135-2-III-Eis.csv|20|254|20
eiss|Eis|01-135-2-III-Eis.csv|1|657|1
Körten|könnten|01-135-2-III-Eis.csv|1|6|1
verstehen|verstehen|01-135-2-III-Eis.csv|2|4|2
diese|diese|01-135-2-III-Eis.csv|9|10|8
tröpfschen|Tröpfchen|01-135-2-III-Eis.csv|1|2|1
gegesen|gegessen|01-135-2-III-Eis.csv|15|41|15
für|für|01-135-2-III-Eis.csv|253|273|252
schnell|schnell|01-135-2-III-Eis.csv|244|324|244
gewesen|gewesen|01-135-2-III-Eis.csv|10|12|10
abgelekt|abgeleckt|01-135-2-III-Eis.csv|2|5|2
abgegeben|abgegeben|01-135-2-III-Eis.csv|20|27|20
mer|mehr|01-135-2-III-Eis.csv|69|240|68
trauig|traurig|01-135-2-III-Eis.csv|4|457|4
allle|alle|01-135-2-III-Eis.csv|1|269|1
zufrieden|zufrieden|01-135-2-III-Eis.csv|15|32|15
Eisdile|Eisdiele|01-136-2-III-Eis.csv|2|5|2
suchen|suchen|01-136-2-III-Eis.csv|11|12|11
Eissorten|Eissorten|01-136-2-III-Eis.csv|4|5|4
schpasiren|spazieren|01-136-2-III-Eis.csv|1|146|1
fält|fällt|01-136-2-III-Eis.csv|31|230|31
siene|seine|01-136-2-III-Eis.csv|1|287|1
gugt|guckt|01-136-2-III-Eis.csv|22|122|22
legt|leckt|01-136-2-III-Eis.csv|49|66|12
Eissorte|Eissorte|01-136-2-III-Eis.csv|2|3|2
Bonden|Boden|01-136-2-III-Eis.csv|1|144|1
bestelen|bestellen|01-138-2-III-Eis.csv|1|1|1
abkrikt|abkriegt|01-138-2-III-Eis.csv|1|1|1
jezt|jetzt|01-138-2-III-Eis.csv|14|263|14
feil|weil|01-138-2-III-Eis.csv|8|665|8
bisien|bisschen|01-138-2-III-Eis.csv|5|64|5
bekomt|bekommt|01-138-2-III-Eis.csv|10|32|10
stand|stand|01-138-2-III-Eis.csv|62|76|62
beinen|Beinen|01-138-2-III-Eis.csv|1|1|1
mehr|mehr|01-138-2-III-Eis.csv|156|240|156
komm|komm|01-138-2-III-Eis.csv|97|130|92
gebe|gebe|01-138-2-III-Eis.csv|11|11|10
dichr|dir|01-138-2-III-Eis.csv|1|232|1
etwas|etwas|01-138-2-III-Eis.csv|90|95|90
schon|schon|01-138-2-III-Eis.csv|260|281|257
Glücklich|glücklich|01-138-2-III-Eis.csv|36|423|32
imer|immer|01-138-2-III-Eis.csv|45|225|45
Es|Es|01-139-2-III-Eis.csv|201|206|199
Zwei|zwei|01-139-2-III-Eis.csv|6|52|3
kinder|Kinder|01-139-2-III-Eis.csv|9|69|9
hund|Hund|01-139-2-III-Eis.csv|110|974|109
rumtergefalen|runtergefallen|01-139-2-III-Eis.csv|1|41|1
haz|hats|01-139-2-III-Eis.csv|1|14|1
ekltra|extra|01-139-2-III-Eis.csv|1|14|1
gemacht|gemacht|01-139-2-III-Eis.csv|78|91|78
frolich|fröhlich|01-139-2-III-Eis.csv|3|142|3
hte|hatte|01-139-2-III-Eis.csv|1|918|1
dar|da|01-139-2-III-Eis.csv|58|835|51
ede|Idee|01-139-2-III-Eis.csv|4|97|3
teilten|teilten|01-139-2-III-Eis.csv|1|1|1
gluklich|glücklich|01-139-2-III-Eis.csv|6|423|6
natulich|natürlich|01-139-2-III-Eis.csv|2|45|2
glucklich|glücklich|01-139-2-III-Eis.csv|12|423|12
wen|wenn|01-139-2-III-Eis.csv|44|121|40
nich|nicht|01-139-2-III-Eis.csv|110|1177|109
gschrden|gestorben|01-139-2-III-Eis.csv|1|23|1
si-|sie|01-139-2-III-Eis.csv|1|3490|1
wollte|wollte|01-140-2-III-Eis.csv|268|470|268
Mann|Mann|01-140-2-III-Eis.csv|425|674|423
geseigt|gezeigt|01-140-2-III-Eis.csv|1|28|1
ich|Ich|01-140-2-III-Eis.csv|907|289|71
dieses|dieses|01-140-2-III-Eis.csv|7|12|6
danach|danach|01-140-2-III-Eis.csv|78|99|77
kamen|kamen|01-140-2-III-Eis.csv|13|33|13
troPfen|Tropfen|01-140-2-III-Eis.csv|1|37|1
gelegt|geleckt|01-140-2-III-Eis.csv|19|5|2
Fuß|Fuß|01-140-2-III-Eis.csv|8|19|8
getreten|getreten|01-140-2-III-Eis.csv|1|2|1
krigt|kriegt|01-143-2-III-Eis.csv|17|68|17
belschen|Bällchen|01-143-2-III-Eis.csv|1|1|1
Eisman|Eismann|01-143-2-III-Eis.csv|5|22|5
last|lasst|01-143-2-III-Eis.csv|18|35|18
äuch|euch|01-143-2-III-Eis.csv|1|7|1
schmeken|schmecken|01-143-2-III-Eis.csv|1|1|1
geen|gehen|01-143-2-III-Eis.csv|2|377|2
miten|mitten|01-143-2-III-Eis.csv|4|7|4
weg|Weg|01-143-2-III-Eis.csv|481|57|30
hoen|hohen|01-143-2-III-Eis.csv|1|3|1
bogen|Bogen|01-143-2-III-Eis.csv|1|1|1
schwindelig|schwindelig|01-143-2-III-Eis.csv|1|1|1
half|half|01-143-2-III-Eis.csv|2|3|2
aufzusteen|aufzustehen|01-143-2-III-Eis.csv|1|3|1
schocklade|Schokolade|01-143-2-III-Eis.csv|1|3|1
Junge|Junge|01-154-2-III-Eis.csv|51|65|50
Mächen|Mädchen|01-154-2-III-Eis.csv|8|104|8
hatetn|hatten|01-154-2-III-Eis.csv|1|98|1
einen|einen|01-154-2-III-Eis.csv|762|775|762
heist|heißt|01-154-2-III-Eis.csv|14|46|14
gekaut|gekauft|01-154-2-III-Eis.csv|2|26|2
Eistoropfchen|Eiströpfchen|01-154-2-III-Eis.csv|1|1|1
inden|indem|01-154-2-III-Eis.csv|1|1|1
Jetzt|Jetzt|01-154-2-III-Eis.csv|103|106|76
kafen|kaufen|01-160-2-III-Eis.csv|2|80|2
dabei|dabei|01-160-2-III-Eis.csv|138|154|138
giept|gibt|01-160-2-III-Eis.csv|1|198|1
frölig|fröhlich|01-160-2-III-Eis.csv|3|142|3
bies|bis|01-160-2-III-Eis.csv|7|188|6
ein|Eis|01-160-2-III-Eis.csv|2133|657|1
iest|ist|01-160-2-III-Eis.csv|2|3510|2
wa|war|01-161-2-III-Eis.csv|30|1815|27
eima|einmal|01-161-2-III-Eis.csv|1|375|1
Mechen|Mädchen|01-161-2-III-Eis.csv|1|104|1
froeunde|Freunde|01-161-2-III-Eis.csv|2|25|2
kleine|kleine|01-161-2-III-Eis.csv|35|41|35
auto|Auto|01-161-2-III-Eis.csv|2|2|2
damit|damit|01-161-2-III-Eis.csv|96|104|96
Die|die|01-161-2-III-Eis.csv|469|2973|28
Der|der|01-161-2-III-Eis.csv|928|3049|26
shönne|schöne|01-161-2-III-Eis.csv|1|11|1
friche|frische|01-161-2-III-Eis.csv|1|1|1
könen|können|01-161-2-III-Eis.csv|7|32|7
zvay|zwei|01-161-2-III-Eis.csv|1|52|1
eime|eine|01-161-2-III-Eis.csv|3|595|3
limokugel|Limokugel|01-161-2-III-Eis.csv|1|1|1
Erberkugl|Erdbeerkugel|01-161-2-III-Eis.csv|1|1|1
biete|bitte|01-161-2-III-Eis.csv|3|62|3
dakechön|dankeschön|01-161-2-III-Eis.csv|1|5|1
seit|sei|01-161-2-III-Eis.csv|15|23|1
leise|leise|01-161-2-III-Eis.csv|35|37|34
sch|sch|01-161-2-III-Eis.csv|5|2|2
du|du|01-161-2-III-Eis.csv|478|474|459
krist|kriegst|01-161-2-III-Eis.csv|2|11|2
keie|keine|01-161-2-III-Eis.csv|1|73|1
gut|gut|01-161-2-III-Eis.csv|114|109|107
Das|dass|01-161-2-III-Eis.csv|314|1086|30
nist|nichts|01-161-2-III-Eis.csv|2|74|2
gegiben|gegeben|01-161-2-III-Eis.csv|1|70|1
merz|merkst|01-161-2-III-Eis.csv|1|1|1
deine|deine|01-161-2-III-Eis.csv|48|48|48
runtafelt|runterfällt|01-161-2-III-Eis.csv|1|5|1
ubs|ups|01-161-2-III-Eis.csv|2|2|2
meine|meine|01-161-2-III-Eis.csv|99|100|98
schmils|schmilz|01-161-2-III-Eis.csv|1|1|1
es|ist|01-161-2-III-Eis.csv|1216|3510|1
toch|doch|01-161-2-III-Eis.csv|1|152|1
egal|egal|01-161-2-III-Eis.csv|9|11|9
schlagte|schleckte|01-163-2-III-Eis.csv|1|6|1
tropf|Tropf|01-163-2-III-Eis.csv|4|1|1
steupart|stolpert|01-163-2-III-Eis.csv|1|43|1
hatt|hat|01-163-2-III-Eis.csv|68|3155|67
teielte|teilte|01-163-2-III-Eis.csv|1|8|1
jeder|jeder|01-163-2-III-Eis.csv|19|30|19
Eistand|Eisstand|01-166-2-III-Eis.csv|1|10|1
Spater|Später|01-166-2-III-Eis.csv|1|62|1
fängt|fängt|01-166-2-III-Eis.csv|36|65|36
Eistropfen|Eistropfen|01-166-2-III-Eis.csv|1|4|1
Eisorte|Eissorte|01-166-2-III-Eis.csv|1|3|1
wolen|wollen|01-167-2-III-Eis.csv|8|39|8
chded|steht|01-167-2-III-Eis.csv|1|114|1
Eischdan|Eisstand|01-167-2-III-Eis.csv|1|10|1
schbazieren|spazieren|01-167-2-III-Eis.csv|1|146|1
istt|isst|01-167-2-III-Eis.csv|2|100|2
schabert|schlabbert|01-167-2-III-Eis.csv|1|1|1
äber|aber|01-167-2-III-Eis.csv|1|879|1
hielft|hilft|01-167-2-III-Eis.csv|1|11|1
varwiert|verwirrt|01-167-2-III-Eis.csv|1|11|1
tut|tut|01-167-2-III-Eis.csv|63|69|62
teilen|teilen|01-167-2-III-Eis.csv|3|7|3
Schbazieren|spazieren|01-167-2-III-Eis.csv|1|146|1
Aeis|Eis|01-170-2-III-Eis.csv|2|657|2
äsen|essen|01-170-2-III-Eis.csv|1|75|1
Kaufem|kaufen|01-172-2-III-Eis.csv|1|80|1
sisch|sich|01-172-2-III-Eis.csv|4|1933|4
ahen|ein|01-172-2-III-Eis.csv|1|2154|1
isd|ist|01-172-2-III-Eis.csv|3|3510|3
waend|weint|01-172-2-III-Eis.csv|1|300|1
taelt|teilt|01-172-2-III-Eis.csv|1|23|1
auh|auch|01-183-2-III-Eis.csv|9|610|9
wusste|wusste|01-183-2-III-Eis.csv|21|63|21
wahren|waren|01-183-2-III-Eis.csv|7|254|7
unterwex|unterwegs|01-183-2-III-Eis.csv|1|12|1
na|nach|01-183-2-III-Eis.csv|18|605|12
kann|kann|01-183-2-III-Eis.csv|165|221|165
warten|warten|01-183-2-III-Eis.csv|16|19|15
bis|bis|01-183-2-III-Eis.csv|172|188|163
Er|Er|01-183-2-III-Eis.csv|332|331|325
gewartet|gewartet|01-183-2-III-Eis.csv|27|31|27
laft|lauft|01-183-2-III-Eis.csv|2|30|2
sofort|sofort|01-183-2-III-Eis.csv|103|128|103
tretet|tretet|01-183-2-III-Eis.csv|2|3|2
fuss|Fuß|01-183-2-III-Eis.csv|1|19|1
schnapt|schnappt|01-183-2-III-Eis.csv|2|4|2
lktt|leckt|01-183-2-III-Eis.csv|1|66|1
runtar|runter|01-183-2-III-Eis.csv|1|280|1
trösded|tröstet|01-183-2-III-Eis.csv|1|17|1
frojt|freut|01-183-2-III-Eis.csv|1|227|1
kommt|kommt|01-183-2-III-Eis.csv|288|364|286
gleich|gleich|01-183-2-III-Eis.csv|96|102|95
hulen|holen|01-185-2-III-Eis.csv|1|54|1
geStolpat|gestolpert|01-185-2-III-Eis.csv|1|18|1
trareg|traurig|01-185-2-III-Eis.csv|1|457|1
geWorden|geworden|01-185-2-III-Eis.csv|1|38|1
likt|leckt|01-185-2-III-Eis.csv|1|66|1
gebt|gebt|01-185-2-III-Eis.csv|7|10|7
besjen|bisschen|01-185-2-III-Eis.csv|1|64|1
Sen|sein|01-185-2-III-Eis.csv|1|520|1
send|sind|01-185-2-III-Eis.csv|1|464|1
glügleg|glücklich|01-185-2-III-Eis.csv|1|423|1
Gischichte|Geschichte|01-194-2-III-Eis.csv|1|35|1
hab|hab|01-194-2-III-Eis.csv|109|116|107
gegen|gegangen|01-194-2-III-Eis.csv|49|256|2
Traube|Traube|01-194-2-III-Eis.csv|1|1|1
gestrpt|gestolpert|01-194-2-III-Eis.csv|1|18|1
rundtgefalen|runtergefallen|01-194-2-III-Eis.csv|1|41|1
töstet|tröstet|01-194-2-III-Eis.csv|1|17|1
glükich|glücklich|01-194-2-III-Eis.csv|1|423|1
gimd|gibt|01-197-2-III-Eis.csv|2|198|2
geschmolsen|geschmolzen|01-197-2-III-Eis.csv|1|2|1
denn|den|01-197-2-III-Eis.csv|135|2389|87
gestolbart|gestolpert|01-197-2-III-Eis.csv|1|18|1
legd|leckt|01-197-2-III-Eis.csv|1|66|1
fun|von|01-197-2-III-Eis.csv|1|748|1
feind|weint|01-197-2-III-Eis.csv|5|300|5
fawel|Waffel|01-197-2-III-Eis.csv|1|3|1
witer|wieder|01-197-2-III-Eis.csv|1|548|1
had|hat|01-197-2-III-Eis.csv|5|3155|4
chest|jetzt|01-197-2-III-Eis.csv|2|263|2
EisferKafer|Eisverkäufer|01-206-2-III-Eis.csv|1|6|1
Eietrofen|Eistropfen|01-206-2-III-Eis.csv|1|4|1
fresen|fressen|01-206-2-III-Eis.csv|5|12|2
Eisi|Eis|01-206-2-III-Eis.csv|1|657|1
Kipt|gibt|01-206-2-III-Eis.csv|1|198|1
huse|Hause|01-206-2-III-Eis.csv|3|406|3
Wollen|wollen|01-208-2-III-Eis.csv|1|39|1
Eeischtant|Eisstand|01-208-2-III-Eis.csv|1|10|1
ganzen|ganzen|01-208-2-III-Eis.csv|45|49|45
tröpfen|Tropfen|01-208-2-III-Eis.csv|1|37|1
ausgerunscht|ausgerutscht|01-208-2-III-Eis.csv|1|9|1
Wegen|Wegen|01-208-2-III-Eis.csv|3|1|1
alles|alles|01-208-2-III-Eis.csv|147|186|147
aufgegesen|aufgegessen|01-208-2-III-Eis.csv|2|8|2
tajlt|teilt|01-208-2-III-Eis.csv|1|23|1
Betagt|bedankt|01-208-2-III-Eis.csv|1|17|1
kauft|kauft|01-210-2-III-Eis.csv|4|5|4
Tropfen|Tropfen|01-210-2-III-Eis.csv|4|37|4
wehgetan|wehgetan|01-210-2-III-Eis.csv|3|20|3
geganen|gegangen|01-211-2-III-Eis.csv|9|256|9
ham|haben|01-211-2-III-Eis.csv|3|485|2
gans|ganz|01-211-2-III-Eis.csv|30|363|30
Dol-|doll|01-211-2-III-Eis.csv|1|35|1
geweint|geweint|01-211-2-III-Eis.csv|25|32|25
mär|mehr|01-211-2-III-Eis.csv|2|240|2
Eede|Idee|01-211-2-III-Eis.csv|2|97|2
getlt|geteilt|01-211-2-III-Eis.csv|2|10|2
beid|beide|01-211-2-III-Eis.csv|2|50|2
Ich|Ich|01-218-2-III-Eis.csv|222|289|218
hunger|Hunger|01-218-2-III-Eis.csv|29|42|29
Kauft|kauft|01-218-2-III-Eis.csv|1|5|1
wolt|wollt|01-218-2-III-Eis.csv|2|6|1
fnt|fängt|01-218-2-III-Eis.csv|1|65|1
llt|fällt|01-218-2-III-Eis.csv|1|230|1
Oh|Oh|01-218-2-III-Eis.csv|64|70|63
nien|nein|01-218-2-III-Eis.csv|1|101|1
wl|will|01-218-2-III-Eis.csv|1|320|1
Kam|kam|01-218-2-III-Eis.csv|5|378|5
aas|das|01-218-2-III-Eis.csv|2|1817|1
Bonen|Boden|01-218-2-III-Eis.csv|1|144|1
frat|fragt|01-218-2-III-Eis.csv|1|116|1
der|Der|01-224-2-III-Eis.csv|3044|932|29
tun|tun|01-224-2-III-Eis.csv|24|37|24
Wek|Weg|01-224-2-III-Eis.csv|2|57|2
hinLang|entlang|01-224-2-III-Eis.csv|1|4|1
ligt|liegt|01-224-2-III-Eis.csv|14|53|14
Erde|Erde|01-224-2-III-Eis.csv|6|6|6
schlegt|schleckt|01-224-2-III-Eis.csv|3|7|2
Jetz|jetzt|01-224-2-III-Eis.csv|15|263|7
Jeber|jeder|01-224-2-III-Eis.csv|1|30|1
Abbar|Aber|01-226-2-III-Eis.csv|1|341|1
Wil|will|01-226-2-III-Eis.csv|3|320|3
Aaus|aus|01-226-2-III-Eis.csv|2|826|1
Pözlich|Plötzlich|01-226-2-III-Eis.csv|2|384|2
Felt|fällt|01-226-2-III-Eis.csv|6|230|6
Runter|runter|01-226-2-III-Eis.csv|3|280|3
Troset|tröstet|01-226-2-III-Eis.csv|1|17|1
jetz|jetzt|01-226-2-III-Eis.csv|17|263|17
Frolich|fröhlich|01-226-2-III-Eis.csv|1|142|1
Schrant|Strand|01-226-2-III-Eis.csv|1|2|1
sucht|sucht|01-227-2-III-Eis.csv|89|102|88
sparihen|spazieren|01-227-2-III-Eis.csv|1|146|1
aufs|aufs|01-227-2-III-Eis.csv|8|9|8
stük|Stück|01-227-2-III-Eis.csv|2|26|2
sparzihen|spazieren|01-227-2-III-Eis.csv|1|146|1
holte|holte|01-229-2-III-Eis.csv|53|59|53
kugeln|Kugeln|01-229-2-III-Eis.csv|12|12|12
erste|erste|01-229-2-III-Eis.csv|9|12|9
Vanille|Vanille|01-229-2-III-Eis.csv|1|5|1
andere|andere|01-229-2-III-Eis.csv|28|34|28
Schokoladeeis|Schokoladeneis|01-229-2-III-Eis.csv|1|1|1
apfel|Apfel|01-229-2-III-Eis.csv|1|2|1
erdbere|Erdbeere|01-229-2-III-Eis.csv|1|5|1
gestolpat|gestolpert|01-229-2-III-Eis.csv|2|18|2
aufzusten|aufzustehen|01-229-2-III-Eis.csv|2|3|2
Lekte|leckte|01-229-2-III-Eis.csv|2|32|2
giengen|gingen|01-229-2-III-Eis.csv|2|111|2
falen|fallen|01-230-2-III-Eis.csv|10|64|10
klein|klein|01-230-2-III-Eis.csv|12|12|12
eisTropfen|Eistropfen|01-230-2-III-Eis.csv|1|4|1
Danach|Danach|01-230-2-III-Eis.csv|137|155|136
ruscht|rutscht|01-230-2-III-Eis.csv|3|12|3
arme|arme|01-230-2-III-Eis.csv|22|19|15
Nämlich|Nämlich|01-230-2-III-Eis.csv|2|1|1
nett|nett|01-230-2-III-Eis.csv|13|14|12
ärdbärsorte|Erdbeersorte|01-230-2-III-Eis.csv|1|1|1
ausgeruncht|ausgerutscht|01-232-2-III-Eis.csv|1|9|1
rundergefalen|runtergefallen|01-232-2-III-Eis.csv|3|41|3
getroßtet|getröstet|01-232-2-III-Eis.csv|1|3|1
tropften|tropften|01-232-2-III-Eis.csv|1|2|1
müchte|möchte|01-234-2-III-Eis.csv|1|86|1
unten|unten|01-234-2-III-Eis.csv|38|43|38
mund|Mund|01-234-2-III-Eis.csv|7|25|7
extra|extra|01-234-2-III-Eis.csv|8|14|8
Ject|Jetzt|01-234-2-III-Eis.csv|1|106|1
rent|rennt|01-234-2-III-Eis.csv|96|314|96
un|und|01-234-2-III-Eis.csv|37|9827|34
abzuleken|abzulecken|01-234-2-III-Eis.csv|1|1|1
dan|Dann|01-234-2-III-Eis.csv|627|682|4
freuen|freuen|01-234-2-III-Eis.csv|29|43|29
sahen|sahen|01-237-2-III-Eis.csv|6|6|5
gesehen|gesehen|01-237-2-III-Eis.csv|169|267|169
gebelt|gebellt|01-237-2-III-Eis.csv|31|48|31
gehört|gehört|01-237-2-III-Eis.csv|52|67|52
kaufte|kaufte|01-237-2-III-Eis.csv|2|3|2
Sparziren|spazieren|01-237-2-III-Eis.csv|2|146|2
plözlich|plötzlich|01-237-2-III-Eis.csv|19|198|19
gefangen|gefangen|01-237-2-III-Eis.csv|46|51|46
caufen|kaufen|01-246-2-III-Eis.csv|1|80|1
Legt|legt|01-246-2-III-Eis.csv|5|45|4
Trobfen|Tropfen|01-246-2-III-Eis.csv|1|37|1
Freud|freut|01-246-2-III-Eis.csv|7|227|5
Traurig|traurig|01-246-2-III-Eis.csv|34|457|24
esstt|esst|01-246-2-III-Eis.csv|1|31|1
gomt|kommt|01-246-2-III-Eis.csv|3|364|3
Hoch|hoch|01-246-2-III-Eis.csv|1|89|1
Sei|sei|01-246-2-III-Eis.csv|2|23|1
Hier|Hier|01-246-2-III-Eis.csv|16|22|15
Keb|geb|01-246-2-III-Eis.csv|1|1|1
Tier|dir|01-246-2-III-Eis.csv|5|232|1
bisen|bisschen|01-246-2-III-Eis.csv|3|64|3
Wida|wieder|01-246-2-III-Eis.csv|1|548|1
fro|froh|01-246-2-III-Eis.csv|23|89|23
einß|eins|01-253-2-III-Eis.csv|1|13|1
eiß|Eis|01-253-2-III-Eis.csv|5|657|5
gem|gehen|01-253-2-III-Eis.csv|1|377|1
Ichm|ihrem|01-253-2-III-Eis.csv|1|98|1
trofew|tropfen|01-253-2-III-Eis.csv|1|5|1
stelt|stellt|01-253-2-III-Eis.csv|3|11|2
Beim|Bein|01-253-2-III-Eis.csv|8|48|1
trinkt|trinkt|01-261-2-III-Eis.csv|1|1|1
esset|esst|01-261-2-III-Eis.csv|1|31|1
uamen|umarmen|01-261-2-III-Eis.csv|1|48|1
Schockokugel|Schokokugel|01-265-2-III-Eis.csv|1|1|1
ZitronenKugel|Zitronenkugel|01-265-2-III-Eis.csv|1|1|1
Spatziren|spazieren|01-265-2-III-Eis.csv|4|146|4
Stolpad|stolpert|01-265-2-III-Eis.csv|1|43|1
seinen|seinen|01-268-2-III-Eis.csv|76|79|76
edwas|etwas|01-268-2-III-Eis.csv|1|95|1
Jest|Jetzt|01-268-2-III-Eis.csv|1|106|1
wars|wars|01-268-2-III-Eis.csv|7|7|5
eim|ein|01-274-2-III-Eis.csv|5|2154|5
Verkäufer|Verkäufer|01-274-2-III-Eis.csv|8|11|8
Velt|fällt|01-274-2-III-Eis.csv|1|230|1
aufangen|auffangen|01-274-2-III-Eis.csv|1|6|1
gelink|geling|01-274-2-III-Eis.csv|1|1|1
Weind|weint|01-274-2-III-Eis.csv|7|300|7
renen|rennen|01-274-2-III-Eis.csv|28|77|27
inner|immer|01-274-2-III-Eis.csv|1|225|1
Eisferkeufer|Eisverkäufer|01-275-2-III-Eis.csv|1|6|1
mich|nicht|01-275-2-III-Eis.csv|51|1177|1
gesin|gesehen|01-275-2-III-Eis.csv|1|267|1
geschmolzen|geschmolzen|01-275-2-III-Eis.csv|1|2|1
aufgefangen|aufgefangen|01-275-2-III-Eis.csv|9|11|9
walte|wollte|01-275-2-III-Eis.csv|1|470|1
Lenas|Lenas|01-275-2-III-Eis.csv|1|1|1
schu|Schuh|01-275-2-III-Eis.csv|1|2|1
getriten|getreten|01-275-2-III-Eis.csv|1|2|1
Lena|Lena|01-275-2-III-Eis.csv|71|72|71
iSt|ist|01-275-2-III-Eis.csv|1|3510|1
runtagefalen|runtergefallen|01-275-2-III-Eis.csv|1|41|1
gtaiet|geteilt|01-275-2-III-Eis.csv|1|10|1
di|die|01-275-2-III-Eis.csv|12|2973|11
kuge|Kugel|01-275-2-III-Eis.csv|1|22|1
Zitrune|Zitrone|01-275-2-III-Eis.csv|1|1|1
hatu|hatte|01-275-2-III-Eis.csv|1|918|1
ertber|Erdbeer|01-275-2-III-Eis.csv|1|3|1
simt|sind|01-275-2-III-Eis.csv|1|464|1
gegongen|gegangen|01-275-2-III-Eis.csv|1|256|1
schönen|schönen|01-277-2-III-Eis.csv|101|119|101
sonigen|sonnigen|01-277-2-III-Eis.csv|8|38|8
tag|Tag|01-277-2-III-Eis.csv|43|186|43
In|In|01-277-2-III-Eis.csv|80|81|77
Eisschtarnd|Eisstand|01-277-2-III-Eis.csv|1|10|1
hole|hole|01-277-2-III-Eis.csv|6|7|6
mir|mir|01-277-2-III-Eis.csv|260|267|258
Etber|Erdbeer|01-277-2-III-Eis.csv|1|3|1
blauber|Blaubeer|01-277-2-III-Eis.csv|1|1|1
schokolarde|Schokolade|01-277-2-III-Eis.csv|1|3|1
wanile|Vanille|01-277-2-III-Eis.csv|1|5|1
kostet|kostet|01-277-2-III-Eis.csv|3|3|3
euro|Euro|01-277-2-III-Eis.csv|4|6|4
schwop|schwupp|01-277-2-III-Eis.csv|1|2|1
helfe|helfe|01-277-2-III-Eis.csv|3|3|3
Auer|Aua|01-277-2-III-Eis.csv|1|2|1
bin|bin|01-277-2-III-Eis.csv|50|50|49
drekg|dreckig|01-277-2-III-Eis.csv|1|13|1
wok|weg|01-277-2-III-Eis.csv|1|553|1
kom|komm|01-277-2-III-Eis.csv|29|130|28
danke|danke|01-277-2-III-Eis.csv|61|71|53
schau|schau|01-277-2-III-Eis.csv|5|4|4
wie|wie|01-277-2-III-Eis.csv|272|272|266
haha|haha|01-277-2-III-Eis.csv|2|1|1
Schtolpert|stolpert|01-279-2-III-Eis.csv|2|43|2
flikt|fliegt|01-279-2-III-Eis.csv|3|52|3
spasiren|spazieren|01-285-2-III-Eis.csv|1|146|1
stolpart|stolpert|01-285-2-III-Eis.csv|1|43|1
ubrig|übrig|01-285-2-III-Eis.csv|2|3|2
schluss|Schluss|01-285-2-III-Eis.csv|5|21|5
möschten|möchten|01-286-2-III-Eis.csv|1|4|1
schmlzt|schmilzt|01-286-2-III-Eis.csv|1|4|1
legt|legt|01-286-2-III-Eis.csv|49|45|37
schmilzt|schmilzt|01-286-2-III-Eis.csv|1|4|1
geteielt|geteilt|01-286-2-III-Eis.csv|1|10|1
frölisch|fröhlich|01-286-2-III-Eis.csv|1|142|1
den|dann|01-287-2-III-Eis.csv|2401|1379|4
wir|wir|01-287-2-III-Eis.csv|115|127|111
