|original|corrected|filename|freq_ori|freq_cor|freq_tup|unchanged_original|suggestions
204|fräut|freut|01-102-2-III-Eis.csv|1|42|1|fräut|['freut', 'fräst']
205|eIu|Eis|01-102-2-III-Eis.csv|1|30|1|eIu|['ein', 'Ei']
206|ruhr|Ruhe|01-102-2-III-Eis.csv|1|1|1|ruhr|['Ruhr', '-ruhr', 'ruhe', 'ruht', 'fuhr', '-uhr']
207|ach|auch|01-105-2-III-Eis.csv|1|19|1|ach|
208|hingfallen|hingefallen|01-105-2-III-Eis.csv|1|11|1|hingfallen|['hinfallen', 'hingefallen', 'Singfallen', 'Ringfallen', 'hing fallen', 'hing-fallen', 'hineingefallen', 'hineinfallen', 'hinzufallen', 'hinausfallen']
209|samelt|sammelt|01-108-2-III-Eis.csv|1|2|1|samelt|['sammelt', 'stammelt', 'seltsam']
210|irem|ihrem|01-110-2-III-Eis.csv|11|13|11|irem|['irrem', 'ihrem', 'Krem', 'Ire']
211|feld|fällt|01-110-2-III-Eis.csv|11|198|11|feld|['Feld', '-feld', 'feld-', 'Geld', 'Held']
212|töst|tröstet|01-110-2-III-Eis.csv|1|8|1|töst|['döst', 'tönst', 'tönt', 'tost', 'löst', 'tust']
213|ine|eine|01-110-2-III-Eis.csv|2|9|1|ine|['nie', 'in', 'eine', 'inne', 'Mine', 'ein', 'ins', 'in e']
214|eiskuge|Eiskugel|01-110-2-III-Eis.csv|1|1|1|eiskuge|['eisige']
215|u|und|01-110-2-III-Eis.csv|5|106|2|u|
216|eisman|Eismann|01-111-2-III-Eis.csv|4|10|4|eisman|['Talisman']
217|schläkte|schleckte|01-111-2-III-Eis.csv|1|5|1|schläkte|['schleckte', 'Schlächter', 'schlackte', 'schluckte']
218|stolpate|stolperte|01-111-2-III-Eis.csv|3|7|3|stolpate|['stolperte', 'Stolpe']
219|we|weh|01-111-2-III-Eis.csv|4|4|4|we|['weh', 'e', 'w', 'wie', 'wen', 'wer', 'weg', 'wem', 'web', 'Uwe', 'je', 'wo', 'de', 'He', 'w e']
220|zusamen|zusammen|01-111-2-III-Eis.csv|36|44|36|zusamen|['zusammen', 'zusagen', 'zusahen']
221|cemast|zermatscht|01-113-2-III-Eis.csv|1|1|1|cemast|['Cembalist']
222|kletert|klettert|01-116-2-III-Eis.csv|7|8|7|kletert|['keltert', 'klettre', 'klettert', 'kletter', 'Kletterer', 'Klettern', 'Kletterei', 'kleckert']
223|troft|tropft|01-116-2-III-Eis.csv|5|9|5|troft|['tropft', 'traft', 'trogt', 'Tropf']
224|merck|merkt|01-116-2-III-Eis.csv|1|16|1|merck|['Merck', 'merk', 'meckern']
225|geschtolpert|gestolpert|01-116-2-III-Eis.csv|3|14|3|geschtolpert|['gestolpert', 'gescheppert', 'geschlottert', 'gestochert']
226|kaft|kläfft|01-116-2-III-Eis.csv|1|4|1|kaft|['kraft', 'kauft', 'kalt', 'kaut', 'kamt', 'Saft', 'Taft', 'Haft']
227|jest|jetzt|01-116-2-III-Eis.csv|7|75|7|jest|['lest', 'just', 'fest', 'Nest', 'Rest', 'Test', 'Pest', 'Fest', 'West', 'jettest']
228|gemerckt|gemerkt|01-116-2-III-Eis.csv|4|10|4|gemerckt|['gemerkt', 'gemeckert', 'gereckt']
229|trofen|Tropfen|01-116-2-III-Eis.csv|9|14|8|trofen|['tropfen', 'trafen', 'trogen', 'träfen', 'Tropfen', 'betroffen', 'getroffen']
230|Eisferkäufer|Eisverkäufer|01-122-2-III-Eis.csv|1|4|1|Eisferkäufer|['Eisfernkäufer', 'Eisuferkäufer', 'Eisuferkäfer', 'Eisverkäufer', 'Einkäufer', 'Verkäufer']
231|daf|darf|01-122-2-III-Eis.csv|1|2|1|daf|['da', 'darf', 'das', 'dar', 'da f']
232|den|denn|01-122-2-III-Eis.csv|122|119|117|den|
233|Eerber|Erdbeer|01-122-2-III-Eis.csv|1|3|1|Eerber|['Derber', 'Herber', 'Werber', 'Erwerber', 'Bewerber', 'Erbebe', 'Erwerbe']
234|Wanile|Vanille|01-122-2-III-Eis.csv|1|4|1|Wanile|['Wandle']
235|krik|krieg|01-122-2-III-Eis.csv|1|4|1|krik|['Kritik']
236|nikch|nichts|01-122-2-III-Eis.csv|1|25|1|nikch|['Chronik']
237|sis|sies|01-122-2-III-Eis.csv|2|1|1|sis|['iss', 'Isis', 'sie', 'bis', 'Eis', 'Sigis']
238|vegt|fängt|01-122-2-III-Eis.csv|3|29|1|vegt|['regt', 'legt', 'hegt', 'fegt']
239|Sagtt|sagt|01-122-2-III-Eis.csv|1|52|1|Sagtt|['Tagst', 'Satt', 'Sagt', 'Sagtet', 'Sagte', 'Sagst', 'Sagt t']
240|dier|dir|01-122-2-III-Eis.csv|18|24|18|dier|['dir', 'drei', 'der', 'die', 'dies', 'gier', 'hier', 'vier', 'zier', 'Eier', 'Tier', 'Gier', 'Bier', 'Zier', 'die r']
241|Stet|steht|01-122-2-III-Eis.csv|2|37|1|Stet|['Set', 'Steg', 'Steht', 'Stete', 'Stets', 'Ästet', 'Sätet', 'Steh']
242|Dage|Danke|01-122-2-III-Eis.csv|1|7|1|Dage|['Sage', 'Jage', 'Nage', 'Rage', 'Tage', 'Doge', 'Dame', 'Vage', 'Wage', 'Lage', 'Gage', 'Page']
243|Gehn|Gehen|01-124-2-III-Eis.csv|1|2|1|Gehn|['Gen', 'Gehen', 'Zehn', 'Geh', 'Gehe', 'Gern', 'Geht', 'Geh n']
244|haden|haben|01-124-2-III-Eis.csv|6|19|6|haden|['hadern', 'laden', 'hauen', 'baden', 'haben', 'faden', 'haken', 'Laden', 'Maden', 'Faden', 'Waden', 'Schaden', 'schaden', 'Halden']
245|talt|teilt|01-124-2-III-Eis.csv|1|6|1|talt|['alt', 'tat', 'aalt', 'taut', 'galt', 'tagt', 'malt', 'halt', 'kalt', 'Halt', 't alt', 'Tal', 'Altar', 'Alltag']
246|freulich|fröhlich|01-124-2-III-Eis.csv|3|92|3|freulich|['freilich', 'fraulich', 'treulich', 'erfreulich', 'freundlich']
247|kolen|holen|01-127-2-III-Eis.csv|1|11|1|kolen|['klone', 'holen', 'Molen', 'Polen', 'Konsolen', 'Kollegen', 'Kolben', 'Kohlen']
248|schleker|schlecken|01-127-2-III-Eis.csv|1|1|1|schleker|['schlenkern', 'Schlucker', 'schlechter', 'schlecke']
249|venkt|fängt|01-127-2-III-Eis.csv|1|29|1|venkt|['senkt', 'lenkt', 'denkt']
250|eimal|einmal|01-127-2-III-Eis.csv|29|62|29|eimal|['einmal', 'Beimal', 'zweimal', 'dreimal', 'Malerei']
251|wiel|fiel|01-127-2-III-Eis.csv|52|45|5|wiel|['weil', 'wie', 'wies', 'will', 'fiel', 'viel', 'ziel', 'Siel', 'Kiel', 'Ziel', 'wie l', 'Wiesel']
252|hörnschen|Hörnchen|01-127-2-III-Eis.csv|1|1|1|hörnschen|['Hörnchen', 'Höschen', 'Röschen']
253|vrot|freut|01-127-2-III-Eis.csv|1|42|1|vrot|['rot', 'Brot', 'v rot']
254|gestolper|gestolpert|01-127-2-III-Eis.csv|1|14|1|gestolper|['gestolpert', 'Stolperer', 'gestoppter', 'stolpern']
255|trostet|tröstet|01-127-2-III-Eis.csv|2|8|2|trostet|['rostet', 'tostet', 'trottet', 'tröstet', 't rostet', 'getrost', 'trostlos', 'Trost', 'lostretet']
256|ste|steh|01-127-2-III-Eis.csv|1|1|1|ste|['steh', 'äste', 'säte', 'sie', 'spe', 'säe', 'Ute']
257|betagt|bedankt|01-127-2-III-Eis.csv|1|4|1|betagt|
258|paKh|Park|01-127-2-III-Eis.csv|1|15|1|paKh|['Pakt']
259|vars|wars|01-127-2-III-Eis.csv|1|2|1|vars|['Lars', 'Mars', 'Bars', 'Vaters']
260|Trupf|tropf|01-128-2-III-Eis.csv|1|1|1|Trupf|['Trumpf', 'Tropf', 'Trupp', 'Rupft']
261|Schupfs|schups|01-128-2-III-Eis.csv|1|1|1|Schupfs|['Schlupfs', 'Schopfs', 'Schlupf']
262|Fellt|fällt|01-128-2-III-Eis.csv|1|198|1|Fellt|['Fell', 'Felle', 'Fells', 'Gellt', 'Pellt', 'Hellt', 'Bellt', 'Wellt', 'Fell-', 'Fell t', 'Feilt', 'Fallt', 'Fehlt', 'Fällt', 'Füllt', 'Täfelt', 'Tafelt']
263|runta|runter|01-128-2-III-Eis.csv|19|60|19|runta|['raunt', 'runter']
264|traurich|traurig|01-128-2-III-Eis.csv|54|119|54|traurich|['traulich', 'Aurich', 'Aufstrich']
265|fann|dann|01-128-2-III-Eis.csv|1|651|1|fann|['sann', 'dann', 'fand', 'kann', 'wann', 'Mann', 'Bann', 'Fan']
266|is|ist|01-128-2-III-Eis.csv|19|33|16|is|['iss', 's', 'i', 'ins', 'ist', 'bis', 'Eis', 'es', 'in', 'ms', 'im', 'i s']
267|runterfale|runterfallen|01-128-2-III-Eis.csv|1|2|1|runterfale|['herunterfalle', 'hinunterfalle', 'Untermalen', 'untermalen']
268|lasen|lassen|01-128-2-III-Eis.csv|7|7|7|lasen|
269|fru|froh|01-128-2-III-Eis.csv|1|35|1|fru|['ruf', 'Frust']
270|belld|bellt|01-132-2-III-Eis.csv|1|138|1|belld|['bellt', 'belle', 'belud']
271|schlukt|schluckt|01-132-2-III-Eis.csv|1|1|1|schlukt|['schluckt', 'schlugt', 'Schlucht']
272|plözlisch|plötzlich|01-132-2-III-Eis.csv|1|62|1|plözlisch|['plötzlich']
273|stolbert|stolpert|01-132-2-III-Eis.csv|2|27|2|stolbert|['stolpert', 'Stoltenberg']
274|rend|rennt|01-132-2-III-Eis.csv|42|167|42|rend|['Trend', 'rund', 'rennend', 'redend', 'regend', 'reden']
275|loss|los|01-132-2-III-Eis.csv|6|9|6|loss|['los', 'loses', 'floss', 'lose', 'lass', 'lost', 'goss', 'Boss', 'los s']
276|hingfalen|hingefallen|01-132-2-III-Eis.csv|2|11|2|hingfalen|['hingefallen', 'hinfallen', 'hineingefallen', 'hineinfallen']
277|weind|weint|01-132-2-III-Eis.csv|45|67|45|weind|['weint', 'wein', 'winde', 'weine', 'feind', 'Feind', 'wein-', 'wein d']
278|gibd|gibt|01-132-2-III-Eis.csv|1|42|1|gibd|['gibt', 'gib', 'gib d']
279|wolten|wollten|01-134-2-III-Eis.csv|15|22|14|wolten|['wollten', 'walten', 'wollen', 'holten', 'Wollen']
280|Eeis|Eis|01-134-2-III-Eis.csv|12|30|12|Eeis|['Eies', 'Eis', 'Elis', 'Reis', '-eis']
281|krekte|kriegte|01-134-2-III-Eis.csv|1|5|1|krekte|['korrekte', 'Dekrete']
282|for|vor|01-134-2-III-Eis.csv|48|66|48|for|['fror', 'fort', 'vor', 'für', 'Tor', 'Form']
283|füse|Füße|01-134-2-III-Eis.csv|2|2|2|füse|['füge', 'Düse', 'Füchse']
284|warn|waren|01-135-2-III-Eis.csv|20|40|20|warn|['war', 'waren', 'warne', 'warnt', 'warn-', 'wann', 'wart', 'ward', 'warm', 'warb', 'warf', 'Garn', 'Harn', 'Farn', 'war n', 'Warnen']
285|eiss|Eis|01-135-2-III-Eis.csv|1|30|1|eiss|['iss', 'eins', 'riss', 'miss', 'biss', 'Riss', 'Biss', 'eis-', 'e iss', 'Eis']
286|Körten|könnten|01-135-2-III-Eis.csv|1|3|1|Körten|['Kröten', 'Kötern', 'Karten', 'Körnen', 'Hörten', 'Körben', 'Kurten', 'Kürten']
287|tröpfschen|Tröpfchen|01-135-2-III-Eis.csv|1|2|1|tröpfschen|['Tröpfchen', 'schröpfen']
288|gegesen|gegessen|01-135-2-III-Eis.csv|15|21|15|gegesen|['gegessen', 'genesen', 'gelesen', 'gegeben', 'gewesen']
289|abgelekt|abgeleckt|01-135-2-III-Eis.csv|2|5|2|abgelekt|['abgelenkt', 'abgeleckt', 'abgelegt', 'abgeleitet']
290|mer|mehr|01-135-2-III-Eis.csv|69|84|68|mer|['mehr', 'er', 'merk', 'mir', 'der', 'per', 'her', 'wer', 'm er']
291|trauig|traurig|01-135-2-III-Eis.csv|4|119|4|trauig|['traurig', 'Trauring']
292|allle|alle|01-135-2-III-Eis.csv|1|39|1|allle|['lalle', 'alle', 'Allee', 'All', 'all']
293|Eisdile|Eisdiele|01-136-2-III-Eis.csv|2|4|2|Eisdile|['Eisdiele', 'Eisdill', 'Eisfile']
294|schpasiren|spazieren|01-136-2-III-Eis.csv|1|116|1|schpasiren|['Scharnieren']
295|fält|fällt|01-136-2-III-Eis.csv|31|198|31|fält|['fällt', 'hält', 'fädelt']
296|siene|seine|01-136-2-III-Eis.csv|1|4|1|siene|['seine', 'seien', 'niese', 'sinne', 'diene', 'siede', 'siege', 'siehe', 'siebe', 'Miene', 'Biene', 'Sirene']
297|gugt|guckt|01-136-2-III-Eis.csv|22|49|22|gugt|['gut', 'lugt', 'äugt', 'trugt']
298|legt|leckt|01-136-2-III-Eis.csv|12|42|12|legt|
299|Bonden|Boden|01-136-2-III-Eis.csv|1|9|1|Bonden|['Boden', 'Boneden', 'Bondren', 'Bonoden', 'Bondgen', 'Binden', 'Bondei', 'Borden', 'Bonren', 'Bondon', 'Bunden', 'Bongen', 'Bonzen', 'Bänden', 'Bünden', 'Sonden', 'Monden', 'Bon den', 'Bon-den', 'Blonden', 'Banden', 'Bohrenden']
300|bestelen|bestellen|01-138-2-III-Eis.csv|1|1|1|bestelen|['bestehlen', 'bestellen', 'beseelen', 'bestehen']
301|abkrikt|abkriegt|01-138-2-III-Eis.csv|1|1|1|abkrikt|['abkriegt']
302|jezt|jetzt|01-138-2-III-Eis.csv|14|75|14|jezt|['jetzt', 'jette']
303|feil|weil|01-138-2-III-Eis.csv|8|82|8|feil|
304|bisien|bisschen|01-138-2-III-Eis.csv|5|57|5|bisien|['bissen', 'bissigen', 'Biopsien', 'Bissen', 'Bienen']
305|bekomt|bekommt|01-138-2-III-Eis.csv|10|11|10|bekomt|['bekommt', 'bekamt', 'bekämt', 'bekomme']
306|dichr|dir|01-138-2-III-Eis.csv|1|24|1|dichr|['dich', 'dicht', 'dich r', 'Dichter']
307|imer|immer|01-138-2-III-Eis.csv|45|59|45|imer|['immer', 'Eimer', 'im er', 'Meier']
308|rumtergefalen|runtergefallen|01-139-2-III-Eis.csv|1|28|1|rumtergefalen|['heruntergefallen']
309|haz|hats|01-139-2-III-Eis.csv|1|4|1|haz|['hat', 'hau', 'hab', 'Harz']
310|ekltra|extra|01-139-2-III-Eis.csv|1|6|1|ekltra|['Eklat']
311|frolich|fröhlich|01-139-2-III-Eis.csv|3|92|3|frolich|['fröhlich']
312|hte|hatte|01-139-2-III-Eis.csv|1|427|1|hte|['hüte', 'hie', 'Ute', 'echte']
313|dar|da|01-139-2-III-Eis.csv|58|86|51|dar|
314|ede|Idee|01-139-2-III-Eis.csv|4|34|3|ede|['de', 'jede', 'ende', 'rede', 'erde', 'edle', 'edel', 'Rede', 'ade', 'ehe', 'öde', 'Ode', 'Ude', 'Bde', 'e de']
315|gluklich|glücklich|01-139-2-III-Eis.csv|6|163|6|gluklich|['glücklich', 'kläglich']
316|natulich|natürlich|01-139-2-III-Eis.csv|2|19|2|natulich|['tunlich']
317|glucklich|glücklich|01-139-2-III-Eis.csv|12|163|12|glucklich|['glücklich', 'kläglich']
318|wen|wenn|01-139-2-III-Eis.csv|40|46|40|wen|
319|nich|nicht|01-139-2-III-Eis.csv|110|135|109|nich|['ich', 'nicht', 'eich', 'sich', 'nach', 'noch', 'dich', 'mich', 'wich', 'n ich']
320|gschrden|gestorben|01-139-2-III-Eis.csv|1|9|1|gschrden|['Schrunden']
321|si|sie|01-139-2-III-Eis.csv|1|86|1|si|['sie', 'i', 's', 'sei', 'so', 'pi', 'xi', 'Ei', 'Hi', 's i']
322|geseigt|gezeigt|01-140-2-III-Eis.csv|1|7|1|geseigt|['gesiegt', 'geneigt', 'gesengt', 'gezeigt', 'gesteinigt', 'gesättigt', 'gefestigt']
323|gelegt|geleckt|01-140-2-III-Eis.csv|2|4|2|gelegt|
324|krigt|kriegt|01-143-2-III-Eis.csv|17|51|17|krigt|['kriegt']
325|belschen|Bällchen|01-143-2-III-Eis.csv|1|1|1|belschen|['abelschen', 'belgischen', 'belauschen', 'beschenken', 'beschenke']
326|Eisman|Eismann|01-143-2-III-Eis.csv|5|10|5|Eisman|['Eismain', 'Eismann', 'Eissan', 'Eismai', 'Eismal', 'Eisfan', 'Eismaß', 'Eis man', 'Eis-man', 'Talisman']
327|last|lasst|01-143-2-III-Eis.csv|18|26|18|last|
328|äuch|euch|01-143-2-III-Eis.csv|1|1|1|äuch|['euch', 'such', 'auch', 'Tuch', 'Buch', 'Bäuche']
329|schmeken|schmecken|01-143-2-III-Eis.csv|1|1|1|schmeken|['schmecken', 'schminken', 'Schmücken', 'schmecke', 'schmücken']
330|geen|gehen|01-143-2-III-Eis.csv|2|78|2|geen|['gen', 'gehen', 'gegen', 'geben', 'gern', 'Seen', 'Feen']
331|miten|mitten|01-143-2-III-Eis.csv|4|5|4|miten|['mieten', 'misten', 'mitten', 'mixten', 'muten', 'mixen', 'Riten']
332|hoen|hohen|01-143-2-III-Eis.csv|1|1|1|hoen|['hohen', 'ohne', 'holen', 'hoben']
333|aufzusteen|aufzustehen|01-143-2-III-Eis.csv|1|3|1|aufzusteen|['aufzustehen']
334|schocklade|Schokolade|01-143-2-III-Eis.csv|1|2|1|schocklade|['schock lade', 'schock-lade', 'Schokolade', 'schockende']
335|Mächen|Mädchen|01-154-2-III-Eis.csv|8|32|8|Mächen|['Märchen', 'Mächten', 'Mädchen', 'Rächen', 'Bächen', 'Mähen', 'Machen', 'Männchen', 'Märkchen', 'Märschen', 'Mäulchen']
336|hatetn|hatten|01-154-2-III-Eis.csv|1|55|1|hatetn|['hatten', 'chaten']
337|heist|heißt|01-154-2-III-Eis.csv|14|23|14|heist|['heilst', 'heimst', 'seist', 'reist', 'heilt', 'hegst', 'meist', 'hebst', 'weist', 'heizt', 'heißt', 'Geist', 'Atheist', 'heißest', 'heizest']
338|gekaut|gekauft|01-154-2-III-Eis.csv|2|4|2|gekaut|
339|Eistoropfchen|Eiströpfchen|01-154-2-III-Eis.csv|1|1|1|Eistoropfchen|['Rohstoffreichen']
340|inden|indem|01-154-2-III-Eis.csv|1|1|1|inden|['linden', 'binden', 'finden', 'winden', 'Rinden', 'Linden', 'Minden', 'Binden', 'Finden', 'Winden', 'enden', 'indes', 'innen', 'irden', 'indem', 'Enden', 'Anden', 'in den', 'Indexen', 'Indien', 'indigen']
341|kafen|kaufen|01-160-2-III-Eis.csv|2|6|2|kafen|['kaufen', 'kauen', 'kamen', 'Hafen', 'Karaffen']
342|giept|gibt|01-160-2-III-Eis.csv|1|42|1|giept|['giert', 'piept', 'gießt']
343|frölig|fröhlich|01-160-2-III-Eis.csv|3|92|3|frölig|['ölig']
344|bies|bis|01-160-2-III-Eis.csv|7|21|6|bies|['bis', 'blies', 'biss', 'biet', 'lies', 'dies', 'bieg', 'mies', 'fies', 'wies', 'Eies', 'Ries', 'Kies']
345|ein|Eis|01-160-2-III-Eis.csv|4|30|1|ein|
346|iest|ist|01-160-2-III-Eis.csv|2|33|2|iest|['ist', 'seit', 'niest', 'liest', 'wiest', 'Biest', 'isst', 'lest', 'fest', 'Nest', 'Rest', 'Test', 'Pest', 'Fest', 'West']
347|wa|war|01-161-2-III-Eis.csv|30|109|27|wa|['a', 'w', 'was', 'war', 'ja', 'wo', 'da', 'w a']
348|eima|einmal|01-161-2-III-Eis.csv|1|62|1|eima|['Lima', 'Weimar']
349|Mechen|Mädchen|01-161-2-III-Eis.csv|1|32|1|Mechen|['Rechen', 'Zechen', 'Machen', 'Menschen', 'Mensch', 'Schemen']
350|froeunde|Freunde|01-161-2-III-Eis.csv|2|3|2|froeunde|['Freunde', 'Freund', 'freund']
351|shönne|schöne|01-161-2-III-Eis.csv|1|1|1|shönne|['schöne']
352|friche|frische|01-161-2-III-Eis.csv|1|1|1|friche|['frische', 'freche', 'Frische', 'Friedrich']
353|könen|können|01-161-2-III-Eis.csv|7|11|7|könen|['könne', 'können', 'krönen', 'klönen', 'tönen', 'Tönen', 'Könnens', 'Körnen']
354|zvay|zwei|01-161-2-III-Eis.csv|1|2|1|zvay|['Vakanz']
355|eime|eine|01-161-2-III-Eis.csv|3|9|3|eime|['reime', 'leime', 'keime', 'Seime', 'Leime', 'Heime', 'Keime', 'eine', 'eile', 'Mime', 'Eimer']
356|Erberkugl|Erdbeerkugel|01-161-2-III-Eis.csv|1|1|1|Erberkugl|['Tuberkulose']
357|biete|bitte|01-161-2-III-Eis.csv|3|12|3|biete|
358|dakechön|dankeschön|01-161-2-III-Eis.csv|1|3|1|dakechön|['Dankeschön']
359|seit|sei|01-161-2-III-Eis.csv|3|3|1|seit|
360|krist|kriegst|01-161-2-III-Eis.csv|2|8|2|krist|['kreist', 'trist', 'Frist', 'Kristall']
361|keie|keine|01-161-2-III-Eis.csv|1|1|1|keie|['keine', 'keile', 'keime', 'keife', 'knie', 'kein', 'Keile']
362|Das|dass|01-161-2-III-Eis.csv|41|1017|30|Das|
363|nist|nichts|01-161-2-III-Eis.csv|2|25|2|nist|['niest', 'ist', 'niste', 'niet', 'bist', 'List', 'Mist', 'n ist']
364|gegiben|gegeben|01-161-2-III-Eis.csv|1|6|1|gegiben|['gegeben', 'begingen', 'begeben', 'begegnen', 'beginnen']
365|merz|merkst|01-161-2-III-Eis.csv|1|1|1|merz|['Merz', 'merk', 'Nerz', 'Terz', 'Herz', '-erz']
366|runtafelt|runterfällt|01-161-2-III-Eis.csv|1|3|1|runtafelt|['untadelhaft']
367|ubs|ups|01-161-2-III-Eis.csv|2|2|2|ubs|['Pubs', 'Hubs', 'uns', 'ums']
368|schmils|schmilz|01-161-2-III-Eis.csv|1|1|1|schmils|['schmiss', 'schmilz', 'Schmiss']
369|es|ist|01-161-2-III-Eis.csv|1|33|1|es|
370|toch|doch|01-161-2-III-Eis.csv|1|6|1|toch|['doch', 'noch', 'roch', 'hoch', 'koch', 'Joch', 'Loch', 'Hoch', 'Koch']
371|schlagte|schleckte|01-163-2-III-Eis.csv|1|5|1|schlagte|['schlage', 'schlagt', 'schlagt e', 'schlagfeste', 'schlachte', 'schlagfest', 'schlackte']
372|steupart|stolpert|01-163-2-III-Eis.csv|1|27|1|steupart|['Sparte', 'starte']
373|hatt|hat|01-163-2-III-Eis.csv|68|131|67|hatt|['hat', 'hatte', 'satt', 'hast', 'hart', 'halt', 'haut', 'matt', 'habt', 'hakt', 'Watt', 'hat t']
374|teielte|teilte|01-163-2-III-Eis.csv|1|2|1|teielte|['teilte']
375|Eistand|Eisstand|01-166-2-III-Eis.csv|1|8|1|Eistand|['Eisstand', 'Einstand', 'Eilstand', 'Eissand', 'Eisrand', 'Eisland', 'Eishand', 'Eisband', 'Eistank', 'Eiswand', 'Eistanz', 'Ei stand', 'Beistand', 'Erstand']
376|Spater|Später|01-166-2-III-Eis.csv|1|7|1|Spater|['Sparte', 'Spaten', 'Sparer', 'Spatel', '-pater', 'Später', 'Pater', 'Patenter']
377|Eisorte|Eissorte|01-166-2-III-Eis.csv|1|1|1|Eisorte|
378|wolen|wollen|01-167-2-III-Eis.csv|8|10|8|wolen|['wohlen', 'wollen', 'wogen', 'holen', 'Molen', 'Polen']
379|chded|steht|01-167-2-III-Eis.csv|1|37|1|chded|['Schwede']
380|Eischdan|Eisstand|01-167-2-III-Eis.csv|1|8|1|Eischdan|['Anheischig']
381|schbazieren|spazieren|01-167-2-III-Eis.csv|1|116|1|schbazieren|['scheinbareren', 'Scharnieren', 'Schiebereien', 'Schmierereien']
382|istt|isst|01-167-2-III-Eis.csv|2|57|2|istt|['ist', 'isst', 'ist t']
383|schabert|schlabbert|01-167-2-III-Eis.csv|1|1|1|schabert|['schauert', 'schlabbert', 'Schubert', 'schattiert', 'schabe']
384|äber|aber|01-167-2-III-Eis.csv|1|60|1|äber|['aber', 'ober', 'über', 'Eber', 'Ober', 'Gräber', 'ergäbe']
385|hielft|hilft|01-167-2-III-Eis.csv|1|1|1|hielft|['hilft', 'helft', 'hielt']
386|varwiert|verwirrt|01-167-2-III-Eis.csv|1|10|1|varwiert|['variiert', 'verwittert']
387|Schbazieren|spazieren|01-167-2-III-Eis.csv|1|116|1|Schbazieren|['Scheinbareren', 'Scharnieren', 'Schiebereien', 'Schmierereien']
388|Aeis|Eis|01-170-2-III-Eis.csv|2|30|2|Aeis|['Anis', 'Amis', 'Abis', 'Reis', '-eis', 'Ameise']
389|äsen|essen|01-170-2-III-Eis.csv|1|14|1|äsen|
390|Kaufem|kaufen|01-172-2-III-Eis.csv|1|6|1|Kaufem|['Kaufems', 'Kaufes', 'Kaufei', 'Kaufe', 'Kaufen', 'Kaufe m']
391|sisch|sich|01-172-2-III-Eis.csv|4|55|4|sisch|['sich', 'siech', 'misch', 'wisch', 'zisch', 'Tisch', 'Fisch', 'Wisch', 'musisch', 'basisch', 'hessisch', 'schiss']
392|ahen|ein|01-172-2-III-Eis.csv|1|26|1|ahen|['ahne', 'sahen', 'nahen', 'ahnen', 'ahmen', 'nahe', 'amen', 'aßen', 'Ehen', 'Ahnen']
393|isd|ist|01-172-2-III-Eis.csv|3|33|3|isd|['ist', 'iss']
394|waend|weint|01-172-2-III-Eis.csv|1|67|1|waend|['wand', 'watend', 'wagend', 'wankend', 'warnend']
395|taelt|teilt|01-172-2-III-Eis.csv|1|6|1|taelt|['tadelt', 'tafelt', 'takelt', 'delta', 'Delta']
396|auh|auch|01-183-2-III-Eis.csv|9|19|9|auh|['au', 'auch', 'hau', 'aus', 'ach', 'auf', 'Kuh', 'au h']
397|wahren|waren|01-183-2-III-Eis.csv|7|40|7|wahren|
398|unterwex|unterwegs|01-183-2-III-Eis.csv|1|6|1|unterwex|['unterwerfe', 'Unterwerfen']
399|na|nach|01-183-2-III-Eis.csv|12|37|12|na|['nah', 'an', 'a', 'n', 'ja', 'da', 'n a']
400|laft|lauft|01-183-2-III-Eis.csv|2|3|2|laft|['lauft', 'last', 'laut', 'lagt', 'labt', 'Saft', 'Taft', 'Haft']
401|fuss|Fuß|01-183-2-III-Eis.csv|1|5|1|fuss|['muss', 'Nuss', 'Guss', 'Kuss', 'Fluss']
402|schnapt|schnappt|01-183-2-III-Eis.csv|2|2|2|schnapt|['schnappt', 'Schnaps']
403|lktt|leckt|01-183-2-III-Eis.csv|1|42|1|lktt|['litt', 'geulkt']
404|runtar|runter|01-183-2-III-Eis.csv|1|60|1|runtar|['runter']
405|trösded|tröstet|01-183-2-III-Eis.csv|1|8|1|trösded|['tröstend']
406|frojt|freut|01-183-2-III-Eis.csv|1|42|1|frojt|['frort']
407|hulen|holen|01-185-2-III-Eis.csv|1|11|1|hulen|['heulen', 'huren', 'holen', 'hupen', 'Eulen', 'schulen', 'Schulen']
408|geStolpat|gestolpert|01-185-2-III-Eis.csv|1|14|1|geStolpat|['gestolpert']
409|trareg|traurig|01-185-2-III-Eis.csv|1|119|1|trareg|['tragbar']
410|likt|leckt|01-185-2-III-Eis.csv|1|42|1|likt|['licht', 'linkt', 'litt']
411|besjen|bisschen|01-185-2-III-Eis.csv|1|57|1|besjen|['besten', 'besessen', 'Besen']
412|Sen|sein|01-185-2-III-Eis.csv|1|20|1|Sen|['Seen', 'Sein', 'Senf', 'Sven', 'See', 'San', 'Set', 'Den', 'Sun', 'Gen', 'Wen', 'Sex', 'Ren', 'Ben', 'Yen', 'Äsen', 'Säen', 'Ösen', 'Sei', 'Seren', 'Sehen', 'Essen']
413|send|sind|01-185-2-III-Eis.csv|1|66|1|send|['sende', 'äsend', 'säend', 'sind', 'seid', 'Senden', 'Sender', 'sehend', 'sengend']
414|glügleg|glücklich|01-185-2-III-Eis.csv|1|163|1|glügleg|['weglege']
