chunk|candidate|err_idx|num_chunk_build
. Lars Gebt eien Kugel|Gebt|620|98
. Lars Giert eien Kugel|Giert|620|98
. Lars Gießt eien Kugel|Gießt|620|98
Lars Giebt ein Kugel dan|ein|621|99
Lars Giebt eine Kugel dan|eine|621|99
Lars Giebt seien Kugel dan|seien|621|99
Lars Giebt einen Kugel dan|einen|621|99
Lars Giebt eilen Kugel dan|eilen|621|99
Lars Giebt eigen Kugel dan|eigen|621|99
Lars Giebt eben Kugel dan|eben|621|99
Lars Giebt Wien Kugel dan|Wien|621|99
eien Kugel da Gehen Nachause|da|623|100
eien Kugel an Gehen Nachause|an|623|100
eien Kugel dann Gehen Nachause|dann|623|100
eien Kugel dran Gehen Nachause|dran|623|100
eien Kugel dank Gehen Nachause|dank|623|100
eien Kugel den Gehen Nachause|den|623|100
eien Kugel das Gehen Nachause|das|623|100
eien Kugel dar Gehen Nachause|dar|623|100
eien Kugel ran Gehen Nachause|ran|623|100
eien Kugel man Gehen Nachause|man|623|100
eien Kugel van Gehen Nachause|van|623|100
eien Kugel San Gehen Nachause|San|623|100
eien Kugel Jan Gehen Nachause|Jan|623|100
eien Kugel Pan Gehen Nachause|Pan|623|100
eien Kugel Fan Gehen Nachause|Fan|623|100
dan Gehen Nachschaue . und|Nachschaue|625|101
dan Gehen Nachschau . und|Nachschau|625|101
dan Gehen Nachwachse . und|Nachwachse|625|101
und Dodo Sekt Sein Eis|Sekt|629|102
und Dodo Lenkt Sein Eis|Lenkt|629|102
und Dodo Leckt Sein Eis|Leckt|629|102
und Dodo Lest Sein Eis|Lest|629|102
und Dodo Legt Sein Eis|Legt|629|102
und Dodo Lebt Sein Eis|Lebt|629|102
und Dodo Lektor Sein Eis|Lektor|629|102
mit dodo wollte auch ein|wollte|642|103
mit dodo walte auch ein|walte|642|103
mit dodo wolle auch ein|wolle|642|103
mit dodo holte auch ein|holte|642|103
haben nicht ergeht das dodo|ergeht|651|104
ein eis wollte und dann|wollte|657|105
ein eis walte und dann|walte|657|105
ein eis wolle und dann|wolle|657|105
ein eis holte und dann|holte|657|105
Lea eis geht tropft und dodo|geht tropft|663|106
Lea eis geht-tropft und dodo|geht-tropft|663|106
Lea eis getropft und dodo|getropft|663|106
dodo war glücklich das er|glücklich|667|107
dodo war füglich das er|füglich|667|107
dodo war glich das er|glich|667|107
auch eis bekommen hat und|bekommen|672|108
auch eis bekamen hat und|bekamen|672|108
auch eis bekämen hat und|bekämen|672|108
auch eis bekomme hat und|bekomme|672|108
auch eis beklommen hat und|beklommen|672|108
auch eis benommen hat und|benommen|672|108
auch eis kommen hat und|kommen|672|108
ist Lea gefallen und dann|gefallen|678|109
ist Lea gefalzten und dann|gefalzten|678|109
ist Lea gefalle und dann|gefalle|678|109
ist Lea gefangen und dann|gefangen|678|109
ist Lea fallen und dann|fallen|678|109
war dodo rostig glücklich dann|rostig|683|110
war dodo rissig glücklich dann|rissig|683|110
war dodo listig glücklich dann|listig|683|110
war dodo mistig glücklich dann|mistig|683|110
war dodo rüstig glücklich dann|rüstig|683|110
war dodo strittig glücklich dann|strittig|683|110
Lea sehr glücklichst und Lars|glücklichst|696|111
und dodo iss ganz schnel|iss|701|112
und dodo ins ganz schnel|ins|701|112
und dodo ist ganz schnel|ist|701|112
und dodo bis ganz schnel|bis|701|112
und dodo Eis ganz schnel|Eis|701|112
und dodo es ganz schnel|es|701|112
und dodo in ganz schnel|in|701|112
und dodo im ganz schnel|im|701|112
und dodo ms ganz schnel|ms|701|112
is ganz schnell das eis|schnell|703|113
is ganz scheel das eis|scheel|703|113
is ganz schneie das eis|schneie|703|113
und dodo Hinter .|Hinter|720|114
und Las sind i eiswargen|sind|725|115
und Las sinnt i eiswargen|sinnt|725|115
und Las singt i eiswargen|singt|725|115
und Las sinkt i eiswargen|sinkt|725|115
und Las eint i eiswargen|eint|725|115
und Las sing i eiswargen|sing|725|115
sint i weissagen si kaufen|weissagen|727|116
i eiswargen sie kaufen sich|sie|728|117
i eiswargen so kaufen sich|so|728|117
i eiswargen sei kaufen sich|sei|728|117
i eiswargen pi kaufen sich|pi|728|117
i eiswargen xi kaufen sich|xi|728|117
i eiswargen Ei kaufen sich|Ei|728|117
kaufen sich Ei eis .|Ei|731|118
kaufen sich eo eis .|eo|731|118
kaufen sich sei eis .|sei|731|118
kaufen sich ein eis .|ein|731|118
kaufen sich bei eis .|bei|731|118
kaufen sich -ei eis .|-ei|731|118
kaufen sich es eis .|es|731|118
kaufen sich er eis .|er|731|118
kaufen sich et eis .|et|731|118
kaufen sich pi eis .|pi|731|118
kaufen sich eh eis .|eh|731|118
kaufen sich ex eis .|ex|731|118
kaufen sich xi eis .|xi|731|118
Sie gen und sih leken|und|736|119
Sie gen bunt sih leken|bunt|736|119
Sie gen unkt sih leken|unkt|736|119
Sie gen tun sih leken|tun|736|119
Sie gen uns sih leken|uns|736|119
gen unt sieh leken Das|sieh|737|120
gen unt sich leken Das|sich|737|120
gen unt sie leken Das|sie|737|120
gen unt sah leken Das|sah|737|120
unt sih lenken Das eis|lenken|738|121
unt sih lecken Das eis|lecken|738|121
unt sih ekeln Das eis|ekeln|738|121
unt sih lenke Das eis|lenke|738|121
unt sih lesen Das eis|lesen|738|121
unt sih legen Das eis|legen|738|121
unt sih leben Das eis|leben|738|121
unt sih keilen Das eis|keilen|738|121
, Lea stoischer über Dodo|stoischer|743|122
Dodo Dodo Ersucht das eis|Ersucht|747|123
Dodo Dodo Versucht das eis|Versucht|747|123
Dodo Dodo Fernsucht das eis|Fernsucht|747|123
Dodo Dodo Ufersucht das eis|Ufersucht|747|123
Dodo Dodo Feucht das eis|Feucht|747|123
eis zu sieh lerken und|sieh|751|124
eis zu sich lerken und|sich|751|124
eis zu sie lerken und|sie|751|124
eis zu sah lerken und|sah|751|124
zu sih lernen und Lea|lernen|752|125
zu sih lenken und Lea|lenken|752|125
zu sih lecken und Lea|lecken|752|125
zu sih merken und Lea|merken|752|125
zu sih werken und Lea|werken|752|125
zu sih Werken und Lea|Werken|752|125
zu sih erkennen und Lea|erkennen|752|125
zu sih erkenne und Lea|erkenne|752|125
zu sih leckeren und Lea|leckeren|752|125
zu sih leeren und Lea|leeren|752|125
Lea weint und las ,|und|756|126
Lea weint bunt las ,|bunt|756|126
Lea weint unkt las ,|unkt|756|126
Lea weint tun las ,|tun|756|126
Lea weint uns las ,|uns|756|126
. Las geht Lea Fos|geht|763|127
. Las gebt Lea Fos|gebt|763|127
. Las gepumpt Lea Fos|gepumpt|763|127
gept Lea Los aP .|Los|765|128
gept Lea Fotos aP .|Fotos|765|128
Lea Fos an . und|an|766|129
Lea Fos ad . und|ad|766|129
Lea Fos au . und|au|766|129
Lea Fos am . und|am|766|129
Lea Fos ab . und|ab|766|129
Lea Fos aß . und|aß|766|129
Lea Fos IP . und|IP|766|129
Lea Fos HP . und|HP|766|129
Lea Fos BP . und|BP|766|129
Lea Fos KP . und|KP|766|129
Lea Fos XP . und|XP|766|129
Lea Fos Kap . und|Kap|766|129
Lea Fos kp . und|kp|766|129
Lea Fos API . und|API|766|129
, und der si nisct|der|775|130
, und er si nisct|er|775|130
, und fern si nisct|fern|775|130
, und Ufer si nisct|Ufer|775|130
, und per si nisct|per|775|130
, und her si nisct|her|775|130
, und wer si nisct|wer|775|130
, und für si nisct|für|775|130
und fer sie nisct gechareln|sie|776|131
und fer so nisct gechareln|so|776|131
und fer sei nisct gechareln|sei|776|131
und fer pi nisct gechareln|pi|776|131
und fer xi nisct gechareln|xi|776|131
und fer Ei nisct gechareln|Ei|776|131
fer si nistet gechareln ,|nistet|777|132
si nisct gechartert , so|gechartert|778|133
so leben sie Hete ,|sie|782|134
so leben so Hete ,|so|782|134
so leben sei Hete ,|sei|782|134
so leben pi Hete ,|pi|782|134
so leben xi Hete ,|xi|782|134
so leben Ei Hete ,|Ei|782|134
leben si Hefte ,|Hefte|783|135
leben si Bete ,|Bete|783|135
leben si Hefe ,|Hefe|783|135
leben si Hexe ,|Hexe|783|135
leben si Hüte ,|Hüte|783|135
leben si Heute ,|Heute|783|135
leben si Hegte ,|Hegte|783|135
leben si Hexte ,|Hexte|783|135
leben si Hetze ,|Hetze|783|135
leben si Hege ,|Hege|783|135
leben si Hebe ,|Hebe|783|135
leben si Hetzte ,|Hetzte|783|135
auf Dodo gescholten . Lea|gescholten|802|136
Lea war traumatisch und Dodo|traumatisch|806|137
Lea war australisch und Dodo|australisch|806|137
Lea war taufrisch und Dodo|taufrisch|806|137
Lea war misstrauisch und Dodo|misstrauisch|806|137
Dodo war Glücklich . Lars|Glücklich|810|138
Dodo war Schicklich . Lars|Schicklich|810|138
Dodo war Kläglich . Lars|Kläglich|810|138
Dodo war Kärglich . Lars|Kärglich|810|138
Dodo war Glich . Lars|Glich|810|138
und Lea hasten alle ein|hasten|826|139
und Lea harten alle ein|harten|826|139
und Lea hatten alle ein|hatten|826|139
und Lea halten alle ein|halten|826|139
und Lea chaten alle ein|chaten|826|139
und Lea hauten alle ein|hauten|826|139
und Lea haften alle ein|haften|826|139
und Lea hakten alle ein|hakten|826|139
und Lea raten alle ein|raten|826|139
und Lea taten alle ein|taten|826|139
und Lea hauen alle ein|hauen|826|139
und Lea haben alle ein|haben|826|139
und Lea baten alle ein|baten|826|139
und Lea haken alle ein|haken|826|139
und Lea waten alle ein|waten|826|139
Dodo gingen spazieren . Da|spazieren|840|140
. Da Kamm der Eismann|Kamm|843|141
. Da kam der Eismann|kam|843|141
. Da klamm der Eismann|klamm|843|141
. Da -kamm der Eismann|-kamm|843|141
. Da kamt der Eismann|kamt|843|141
. Da komm der Eismann|komm|843|141
. Da kaum der Eismann|kaum|843|141
. Da Lamm der Eismann|Lamm|843|141
. Da Damm der Eismann|Damm|843|141
. Dodo lenkte die tropfen|lenkte|856|142
. Dodo leckte die tropfen|leckte|856|142
. Dodo leite die tropfen|leite|856|142
. Dodo legte die tropfen|legte|856|142
. Dodo lebte die tropfen|lebte|856|142
. Dodo Sekte die tropfen|Sekte|856|142
. Dodo elektr. die tropfen|elektr.|856|142
auf . Plötzlich viel Lea|Plötzlich|863|143
viel Lea hin . Lea|hin|866|144
viel Lea hie . Lea|hie|866|144
viel Lea hier . Lea|hier|866|144
viel Lea hiev . Lea|hiev|866|144
viel Lea hieß . Lea|hieß|866|144
viel Lea Wien . Lea|Wien|866|144
boden . Plötzlich hatte Lars|Plötzlich|890|145
gehen zum Eisstand und der|Eisstand|922|146
gehen zum Eisstaat und der|Eisstaat|922|146
gehen zum Eisstart und der|Eisstart|922|146
gehen zum Eisstadt und der|Eisstadt|922|146
gehen zum Eisstunt und der|Eisstunt|922|146
gehen zum Eisspant und der|Eisspant|922|146
Hund Dodo gehe mit .|gehe|927|147
Hund Dodo geht mit .|geht|927|147
Hund Dodo gehegt mit .|gehegt|927|147
Hund Dodo gehst mit .|gehst|927|147
Hund Dodo gehen mit .|gehen|927|147
Hund Dodo geh et mit .|geh et|927|147
Hund Dodo geh-et mit .|geh-et|927|147
Hund Dodo gehütet mit .|gehütet|927|147
Das eis schiltst von Lea|schiltst|932|148
Das eis schiedst von Lea|schiedst|932|148
Hund Dodo frisst die tropfen|frisst|941|149
Hund Dodo Frist die tropfen|Frist|941|149
Hund Dodo friste die tropfen|friste|941|149
Hund Dodo freist die tropfen|freist|941|149
Hund Dodo -frist die tropfen|-frist|941|149
Hund Dodo friss die tropfen|friss|941|149
Hund Dodo trist die tropfen|trist|941|149
Hund Dodo fräst die tropfen|fräst|941|149
die tropfen bat Lea stolpert|bat|944|150
die tropfen abtat Lea stolpert|abtat|944|150
die tropfen abbat Lea stolpert|abbat|944|150
die tropfen Rabat Lea stolpert|Rabat|944|150
die tropfen abtrat Lea stolpert|abtrat|944|150
das Eis fehlt Auf dem|fehlt|952|151
das Eis feilt Auf dem|feilt|952|151
das Eis fielt Auf dem|fielt|952|151
das Eis elft Auf dem|elft|952|151
das Eis fest Auf dem|fest|952|151
das Eis fett Auf dem|fett|952|151
das Eis fegt Auf dem|fegt|952|151
das Eis Welt Auf dem|Welt|952|151
das Eis Zelt Auf dem|Zelt|952|151
sich . Alba Lea ist|Alba|963|152
sich . Abi Lea ist|Abi|963|152
sich . Abt Lea ist|Abt|963|152
sich . Abo Lea ist|Abo|963|152
sich . Ada Lea ist|Ada|963|152
sich . Ab Lea ist|Ab|963|152
Lea und gilt ihr die|gilt|972|153
Lea und gibt ihr die|gibt|972|153
Lea und getippt ihr die|getippt|972|153
Jetzt wider glücklich .|glücklich|981|154
Jetzt wider füglich .|füglich|981|154
Jetzt wider glich .|glich|981|154
und Lars hol sich ein|hol|986|155
und Lars holen sich ein|holen|986|155
und Lars hole sich ein|hole|986|155
und Lars holt sich ein|holt|986|155
und Lars hold sich ein|hold|986|155
. Dann passiert was Lea|passiert|1015|156
Lea sie steuerte über Dodo|steuerte|1019|157
Lea sie stolperte über Dodo|stolperte|1019|157
Lea sie versteuert über Dodo|versteuert|1019|157
Lea sie steuere über Dodo|steuere|1019|157
Lea sie besteuert über Dodo|besteuert|1019|157
Dodo Lea verliert sein Eis|verliert|1023|158
das Eis Schnaken . Lea|Schnaken|1038|159
das Eis Schnappen . Lea|Schnappen|1038|159
das Eis Schnappe . Lea|Schnappe|1038|159
das Eis Schnaps . Lea|Schnaps|1038|159
das Eis Schnarchen . Lea|Schnarchen|1038|159
das Eis Schnuppen . Lea|Schnuppen|1038|159
Lea ist heruntergefallen Lea weint|heruntergefallen|1042|160
Lea ist heruntergefahren Lea weint|heruntergefahren|1042|160
Lea ist herunterfallen Lea weint|herunterfallen|1042|160
Lea ist heruntergeladen Lea weint|heruntergeladen|1042|160
war sehr et von Lars|et|1070|161
war sehr niet von Lars|niet|1070|161
war sehr nett von Lars|nett|1070|161
war sehr neu von Lars|neu|1070|161
war sehr Set von Lars|Set|1070|161
war sehr Jet von Lars|Jet|1070|161
in den sag gegangen da|sag|1095|162
in den lag gegangen da|lag|1095|162
in den mag gegangen da|mag|1095|162
in den vag gegangen da|vag|1095|162
in den Tag gegangen da|Tag|1095|162
in den Gag gegangen da|Gag|1095|162
in den AGP gegangen da|AGP|1095|162
gekauft . An sind sie|An|1105|163
gekauft . Dank sind sie|Dank|1105|163
gekauft . Ran sind sie|Ran|1105|163
gekauft . Don sind sie|Don|1105|163
gekauft . Man sind sie|Man|1105|163
gekauft . Van sind sie|Van|1105|163
gekauft . San sind sie|San|1105|163
gekauft . Jan sind sie|Jan|1105|163
gekauft . Pan sind sie|Pan|1105|163
gekauft . Fan sind sie|Fan|1105|163
gekauft . Da sind sie|Da|1105|163
gekauft . Dann sind sie|Dann|1105|163
gekauft . Dran sind sie|Dran|1105|163
gekauft . Den sind sie|Den|1105|163
. Dodo fegt das eis|fegt|1111|164
. Dodo engt das eis|engt|1111|164
. Dodo sengt das eis|sengt|1111|164
. Dodo fingt das eis|fingt|1111|164
. Dodo fangt das eis|fangt|1111|164
. Dodo mengt das eis|mengt|1111|164
. Dodo fängt das eis|fängt|1111|164
auf . An stolpat sie|An|1119|165
auf . Dank stolpat sie|Dank|1119|165
auf . Ran stolpat sie|Ran|1119|165
auf . Don stolpat sie|Don|1119|165
auf . Man stolpat sie|Man|1119|165
auf . Van stolpat sie|Van|1119|165
auf . San stolpat sie|San|1119|165
auf . Jan stolpat sie|Jan|1119|165
auf . Pan stolpat sie|Pan|1119|165
auf . Fan stolpat sie|Fan|1119|165
auf . Da stolpat sie|Da|1119|165
auf . Dann stolpat sie|Dann|1119|165
auf . Dran stolpat sie|Dran|1119|165
auf . Den stolpat sie|Den|1119|165
. Dan stolpert sie über|stolpert|1120|166
über dobo irr eis felt|irr|1124|167
über dobo dir eis felt|dir|1124|167
über dobo mir eis felt|mir|1124|167
über dobo ihr eis felt|ihr|1124|167
über dobo wir eis felt|wir|1124|167
über dobo Sir eis felt|Sir|1124|167
über dobo Kir eis felt|Kir|1124|167
über dobo er eis felt|er|1124|167
über dobo in eis felt|in|1124|167
über dobo im eis felt|im|1124|167
über dobo Ar eis felt|Ar|1124|167
über dobo Mr eis felt|Mr|1124|167
über dobo Fr eis felt|Fr|1124|167
über dobo IRQ eis felt|IRQ|1124|167
ir eis fehlt hin .|fehlt|1126|168
ir eis feilt hin .|feilt|1126|168
ir eis fielt hin .|fielt|1126|168
ir eis elft hin .|elft|1126|168
ir eis fest hin .|fest|1126|168
ir eis fett hin .|fett|1126|168
ir eis fegt hin .|fegt|1126|168
ir eis Welt hin .|Welt|1126|168
ir eis Zelt hin .|Zelt|1126|168
las hilft irr . dan|irr|1133|169
las hilft dir . dan|dir|1133|169
las hilft mir . dan|mir|1133|169
las hilft ihr . dan|ihr|1133|169
las hilft wir . dan|wir|1133|169
las hilft Sir . dan|Sir|1133|169
las hilft Kir . dan|Kir|1133|169
las hilft er . dan|er|1133|169
las hilft in . dan|in|1133|169
las hilft im . dan|im|1133|169
las hilft Ar . dan|Ar|1133|169
las hilft Mr . dan|Mr|1133|169
las hilft Fr . dan|Fr|1133|169
las hilft IRQ . dan|IRQ|1133|169
ir . da taeilt las|da|1135|170
ir . an taeilt las|an|1135|170
ir . dann taeilt las|dann|1135|170
ir . dran taeilt las|dran|1135|170
ir . dank taeilt las|dank|1135|170
ir . den taeilt las|den|1135|170
ir . das taeilt las|das|1135|170
ir . dar taeilt las|dar|1135|170
ir . ran taeilt las|ran|1135|170
ir . man taeilt las|man|1135|170
ir . van taeilt las|van|1135|170
ir . San taeilt las|San|1135|170
ir . Jan taeilt las|Jan|1135|170
ir . Pan taeilt las|Pan|1135|170
ir . Fan taeilt las|Fan|1135|170
. dan teilt las das|teilt|1136|171
das eis da gehen sie|da|1140|172
das eis an gehen sie|an|1140|172
das eis dann gehen sie|dann|1140|172
das eis dran gehen sie|dran|1140|172
das eis dank gehen sie|dank|1140|172
das eis den gehen sie|den|1140|172
das eis das gehen sie|das|1140|172
das eis dar gehen sie|dar|1140|172
das eis ran gehen sie|ran|1140|172
das eis man gehen sie|man|1140|172
das eis van gehen sie|van|1140|172
das eis San gehen sie|San|1140|172
das eis Jan gehen sie|Jan|1140|172
das eis Pan gehen sie|Pan|1140|172
das eis Fan gehen sie|Fan|1140|172
. Lars nimmt Vanile und|nimmt|1157|173
. Lars niet Vanile und|niet|1157|173
. Lars nimm Vanile und|nimm|1157|173
. Lars Zimt Vanile und|Zimt|1157|173
Lars nimt Vanille und Erdbere|Vanille|1158|174
Lars nimt Vandale und Erdbere|Vandale|1158|174
Vanile und Erdrebe Lea nimt|Erdrebe|1160|175
Vanile und Erdbeere Lea nimt|Erdbeere|1160|175
Vanile und Erdbiere Lea nimt|Erdbiere|1160|175
Vanile und Erdberge Lea nimt|Erdberge|1160|175
Vanile und Erobere Lea nimt|Erobere|1160|175
Vanile und Eroberer Lea nimt|Eroberer|1160|175
Vanile und Beredtere Lea nimt|Beredtere|1160|175
Vanile und Berede Lea nimt|Berede|1160|175
Erdbere Lea nimmt Valtmeister und|nimmt|1162|176
Erdbere Lea niet Valtmeister und|niet|1162|176
Erdbere Lea nimm Valtmeister und|nimm|1162|176
Erdbere Lea Zimt Valtmeister und|Zimt|1162|176
Lea nimt Faltmeister und Erdbere|Faltmeister|1163|177
Lea nimt Kaltmeister und Erdbere|Kaltmeister|1163|177
Lea nimt -altmeister und Erdbere|-altmeister|1163|177
Lea nimt Allermeister und Erdbere|Allermeister|1163|177
Lea nimt Malermeister und Erdbere|Malermeister|1163|177
Lea nimt Stallmeister und Erdbere|Stallmeister|1163|177
Lea nimt Allermeist und Erdbere|Allermeist|1163|177
Valtmeister und Erdrebe Lea und|Erdrebe|1165|178
Valtmeister und Erdbeere Lea und|Erdbeere|1165|178
Valtmeister und Erdbiere Lea und|Erdbiere|1165|178
Valtmeister und Erdberge Lea und|Erdberge|1165|178
Valtmeister und Erobere Lea und|Erobere|1165|178
Valtmeister und Eroberer Lea und|Eroberer|1165|178
Valtmeister und Beredtere Lea und|Beredtere|1165|178
Valtmeister und Berede Lea und|Berede|1165|178
Lars sackt Opas auf Lea|Opas|1181|179
Lars sackt las auf Lea|las|1181|179
Lars sackt das auf Lea|das|1181|179
Lars sackt was auf Lea|was|1181|179
Lars sackt Aas auf Lea|Aas|1181|179
Lars sackt Gas auf Lea|Gas|1181|179
Lars sackt passé auf Lea|passé|1181|179
ist runter gefallen aber Lars|gefallen|1203|180
ist runter gefalzten aber Lars|gefalzten|1203|180
ist runter gefalle aber Lars|gefalle|1203|180
ist runter gefangen aber Lars|gefangen|1203|180
ist runter fallen aber Lars|fallen|1203|180
habe eine IDE Lars tud|IDE|1210|181
habe eine die Lars tud|die|1210|181
habe eine de Lars tud|de|1210|181
habe eine Eide Lars tud|Eide|1210|181
habe eine ade Lars tud|ade|1210|181
habe eine öde Lars tud|öde|1210|181
habe eine Ode Lars tud|Ode|1210|181
habe eine Ude Lars tud|Ude|1210|181
habe eine Bde Lars tud|Bde|1210|181
ide Lars tut die helfte|tut|1212|182
ide Lars tu die helfte|tu|1212|182
ide Lars tue die helfte|tue|1212|182
ide Lars tun die helfte|tun|1212|182
ide Lars lud die helfte|lud|1212|182
