	original	corrected	filename	freq_ori	freq_cor	freq_tup	unchanged_original	suggestions	possible	original_cs	corrected_cs	suggestions_cs	found	dict_index	ind0
124	eisstant	eisstand	01-061-2-III-Eis.csv	2	8	2	Eisstant	['eisstand', 'eisstaat', 'eisstart', 'eisstadt', 'eisstunt', 'eisspant']	False	Eisstant	Eisstand	['Eisstand', 'Eisstaat', 'Eisstart', 'Eisstadt', 'Eisstunt', 'Eisspant']	True	0.0	True
125	gehet	geht	01-061-2-III-Eis.csv	6	85	6	gehet	['gehe', 'geht', 'gehegt', 'gehst', 'gehen', 'geh et', 'geh-et', 'gehütet']	True	gehet	geht	['gehe', 'geht', 'gehegt', 'gehst', 'gehen', 'geh et', 'geh-et', 'gehütet']	True	1.0	False
126	schildst	schmilzt	01-061-2-III-Eis.csv	1	3	1	schildst	['schiltst', 'schiedst']	True	schildst	schmilzt	['schiltst', 'schiedst']	False		False
127	frist	frisst	01-061-2-III-Eis.csv	30	38	30	frist	['frisst', 'frist', 'friste', 'freist', '-frist', 'friss', 'trist', 'fräst']	True	frist	frisst	['frisst', 'Frist', 'friste', 'freist', '-frist', 'friss', 'trist', 'fräst']	True	0.0	True
128	abat	aber	01-061-2-III-Eis.csv	1	60	1	abat	['bat', 'abtat', 'abbat', 'rabat', 'abtrat']	True	abat	aber	['bat', 'abtat', 'abbat', 'Rabat', 'abtrat']	False		False
129	aba	aber	01-061-2-III-Eis.csv	12	19	12	Aba	['alba', 'abi', 'abt', 'abo', 'ada', 'ab']	False	Aba	Aber	['Alba', 'Abi', 'Abt', 'Abo', 'Ada', 'Ab']	False		False
130	wider	wieder	01-061-2-III-Eis.csv	178	207	178	wider	[]	True	wider	wieder		False		False
131	holn	holen	01-063-2-III-Eis.csv	2	11	2	holn	['hol', 'holen', 'hole', 'holt', 'hold']	True	holn	holen	['hol', 'holen', 'hole', 'holt', 'hold']	True	1.0	False
132	pasirt	passiert	01-063-2-III-Eis.csv	18	75	18	pasirt	['passiert']	True	pasirt	passiert	['passiert']	True	0.0	True
133	steuperte	stolperte	01-063-2-III-Eis.csv	1	7	1	steuperte	['steuerte', 'stolperte', 'versteuert', 'steuere', 'besteuert']	True	steuperte	stolperte	['steuerte', 'stolperte', 'versteuert', 'steuere', 'besteuert']	True	1.0	False
134	werlirt	verliert	01-063-2-III-Eis.csv	1	5	1	werlirt	['verliert']	True	werlirt	verliert	['verliert']	True	0.0	True
135	schnapen	schnappen	01-063-2-III-Eis.csv	1	4	1	Schnapen	['schnaken', 'schnappen', 'schnappe', 'schnaps', 'schnarchen', 'schnuppen']	True	Schnapen	schnappen	['Schnaken', 'Schnappen', 'Schnappe', 'Schnaps', 'Schnarchen', 'Schnuppen']	True	1.0	False
136	net	nett	01-063-2-III-Eis.csv	1	1	1	net	['et', 'niet', 'nett', 'neu', 'set', 'jet']	True	net	nett	['et', 'niet', 'nett', 'neu', 'Set', 'Jet']	True	2.0	False
137	pag	park	01-064-2-III-Eis.csv	1	15	1	pag	['sag', 'lag', 'mag', 'vag', 'tag', 'gag', 'agp']	True	pag	Park	['sag', 'lag', 'mag', 'vag', 'Tag', 'Gag', 'AGP']	False		False
138	fengt	fängt	01-064-2-III-Eis.csv	12	29	12	fengt	['fegt', 'engt', 'sengt', 'fingt', 'fangt', 'mengt', 'fängt']	True	fengt	fängt	['fegt', 'engt', 'sengt', 'fingt', 'fangt', 'mengt', 'fängt']	True	6.0	False
139	stolpat	stolpert	01-064-2-III-Eis.csv	9	27	9	stolpat	['stolpert']	True	stolpat	stolpert	['stolpert']	True	0.0	True
140	taeilt	teilt	01-064-2-III-Eis.csv	1	6	1	taeilt	['teilt']	True	taeilt	teilt	['teilt']	True	0.0	True
141	nimt	nimmt	01-065-2-III-Eis.csv	45	56	44	nimt	['nimmt', 'niet', 'nimm', 'zimt']	True	nimt	nimmt	['nimmt', 'niet', 'nimm', 'Zimt']	True	0.0	True
142	vanile	vanille	01-065-2-III-Eis.csv	1	4	1	Vanile	['vanille', 'vandale']	True	Vanile	Vanille	['Vanille', 'Vandale']	True	0.0	True
143	erdbere	erdbeere	01-065-2-III-Eis.csv	2	5	2	Erdbere	['erdrebe', 'erdbeere', 'erdbiere', 'erdberge', 'erobere', 'eroberer', 'beredtere', 'berede']	False	Erdbere	Erdbeere	['Erdrebe', 'Erdbeere', 'Erdbiere', 'Erdberge', 'Erobere', 'Eroberer', 'Beredtere', 'Berede']	True	1.0	False
144	valtmeister	waldmeister	01-065-2-III-Eis.csv	1	1	1	Valtmeister	['faltmeister', 'kaltmeister', '-altmeister', 'allermeister', 'malermeister', 'stallmeister', 'allermeist']	False	Valtmeister	Waldmeister	['Faltmeister', 'Kaltmeister', '-altmeister', 'Allermeister', 'Malermeister', 'Stallmeister', 'Allermeist']	False		False
145	sackt	sagt	01-065-2-III-Eis.csv	6	52	6	sackt	[]	True	sackt	sagt		False		False
146	pas	pass	01-065-2-III-Eis.csv	8	10	8	pas	['opas', 'las', 'das', 'was', 'aas', 'gas', 'passé']	False	pas	pass	['Opas', 'las', 'das', 'was', 'Aas', 'Gas', 'passé']	False		False
147	tud	tut	01-065-2-III-Eis.csv	1	6	1	tud	['tut', 'tu', 'tue', 'tun', 'lud', 'sud']	True	tud	tut	['tut', 'tu', 'tue', 'tun', 'lud', 'Sud']	True	0.0	True
148	helfte	hälfte	01-065-2-III-Eis.csv	2	3	2	helfte	['helft', 'helfe', 'hefte', 'elfte', 'hellte']	True	helfte	Hälfte	['helft', 'helfe', 'hefte', 'elfte', 'hellte']	False		False
149	van	von	01-065-2-III-Eis.csv	4	76	4	van	[]	True	van	von		False		False
150	reinn	rein	01-065-2-III-Eis.csv	1	8	1	reinn	['rein', 'reinen', 'rinne', 'reine', 'einrenne', 'innere']	True	reinn	rein	['rein', 'reinen', 'rinne', 'reine', 'einrenne', 'innere']	True	0.0	True
151	sinnd	sind	01-065-2-III-Eis.csv	1	66	1	sinnd	['sinnt', 'sind', 'sinne']	True	sinnd	sind	['sinnt', 'sind', 'sinne']	True	1.0	False
152	vun	und	01-073-2-III-Eis.csv	1	11	1	Vun	['nun', 'tun', 'sun', 'run', 'van', 'von']	False	Vun	Und	['Nun', 'Tun', 'Sun', 'Run', 'Van', 'Von']	False		False
153	jerz	jetzt	01-073-2-III-Eis.csv	1	75	1	jerz	['nerz', 'terz', 'merz', 'herz', '-erz', 'jeher']	True	jerz	jetzt	['Nerz', 'Terz', 'Merz', 'Herz', '-erz', 'jeher']	False		False
154	gehin	gehen	01-073-2-III-Eis.csv	1	78	1	gehin	['gehen', 'geh in', 'geh-in', 'gehinkt', 'hingehe', 'hinlege', 'eingehe']	True	gehin	gehen	['gehen', 'geh in', 'geh-in', 'gehinkt', 'hingehe', 'hinlege', 'eingehe']	True	0.0	True
155	eina	einer	01-073-2-III-Eis.csv	4	9	4	eina	['eins', 'ein', 'eine', 'eint', 'nina', 'tina', 'gina', 'ein-']	True	eina	einer	['eins', 'ein', 'eine', 'eint', 'Nina', 'Tina', 'Gina', 'ein-']	False		False
156	fälen	fallen	01-073-2-III-Eis.csv	1	25	1	fälen	['fällen', 'sälen', 'fälle']	True	fälen	fallen	['fällen', 'Sälen', 'fälle']	False		False
157	schin	schön	01-073-2-III-Eis.csv	2	5	2	schin	['schien', 'schon', 'schön']	True	schin	schön	['schien', 'schon', 'schön']	True	2.0	False
158	runt	runter	01-073-2-III-Eis.csv	2	60	2	runt	['rund', 'raunt', 'ruht', 'bunt', 'ruft']	True	runt	runter	['rund', 'raunt', 'ruht', 'bunt', 'ruft']	False		False
159	schdolpak	stolpert	01-073-2-III-Eis.csv	1	27	1	schdolpak	['schlaksig']	True	schdolpak	stolpert	['schlaksig']	False		False
160	irh	ihr	01-073-2-III-Eis.csv	2	40	2	irh	['ihr', 'irr', 'ich']	True	irh	ihr	['ihr', 'irr', 'ich']	True	0.0	True
161	ist	isst	01-073-2-III-Eis.csv	55	57	54	ist	[]	True	ist	isst		False		False
162	isst	ist	01-073-2-III-Eis.csv	5	33	5	isst	[]	True	isst	ist		False		False
163	ser	sehr	01-073-2-III-Eis.csv	44	67	44	ser	['sehr', 'der', 'er', 'user', 'sei', 'per', 'her', 'wer']	True	ser	sehr	['sehr', 'der', 'er', 'User', 'sei', 'per', 'her', 'wer']	True	0.0	True
164	taurisch	traurig	01-073-2-III-Eis.csv	1	119	1	taurisch	['taufrisch', 'touristisch']	True	taurisch	traurig	['taufrisch', 'touristisch']	False		False
165	fürlich	fröhlich	01-073-2-III-Eis.csv	1	92	1	fürlich	['füglich', 'figürlich', 'fürstlich']	True	fürlich	fröhlich	['füglich', 'figürlich', 'fürstlich']	False		False
166	tild	teilt	01-073-2-III-Eis.csv	1	6	1	tild	['mild', 'wild', 'bild', 'wild', 'tilge']	True	tild	teilt	['mild', 'wild', 'Bild', 'Wild', 'tilge']	False		False
167	gehn	gehen	01-073-2-III-Eis.csv	20	78	20	gehn	['gen', 'geh', 'gehen', 'gehe', 'gern', 'geht', 'zehn']	True	gehn	gehen	['gen', 'geh', 'gehen', 'gehe', 'gern', 'geht', 'zehn']	True	2.0	False
168	glüklich	glücklich	01-073-2-III-Eis.csv	7	163	7	Glüklich	['glücklich', 'kläglich']	True	Glüklich	glücklich	['Glücklich', 'Kläglich']	True	0.0	True
169	spatzieren	spazieren	01-074-2-III-Eis.csv	19	116	19	spatzieren	['spazieren', 'spazierten', 'platzieren', 'strapazieren', 'spaziere', 'inspizieren']	True	spatzieren	spazieren	['spazieren', 'spazierten', 'platzieren', 'strapazieren', 'spaziere', 'inspizieren']	True	0.0	True
170	glüklich	glücklich	01-074-2-III-Eis.csv	54	163	54	glüklich	['glücklich', 'kläglich']	True	glüklich	glücklich	['glücklich', 'kläglich']	True	0.0	True
171	gekrigt	gekriegt	01-075-2-III-Eis.csv	6	15	6	gekrigt	['gekriegt']	True	gekrigt	gekriegt	['gekriegt']	True	0.0	True
172	ban	dann	01-075-2-III-Eis.csv	3	651	3	ban	['bahn', 'van', 'an', 'band', 'bang', 'bin', 'bar', 'ran', 'bat', 'man', 'san', 'jan', 'pan', 'fan']	True	ban	dann	['bahn', 'van', 'an', 'band', 'bang', 'bin', 'bar', 'ran', 'bat', 'man', 'San', 'Jan', 'Pan', 'Fan']	False		False
173	kaput	kaputt	01-075-2-III-Eis.csv	88	126	88	kaput	['kaut', 'kaputt', 'kappt']	True	kaput	kaputt	['kaut', 'kaputt', 'kappt']	True	1.0	False
174	ausgeruscht	ausgerutscht	01-075-2-III-Eis.csv	1	9	1	ausgeruscht	['ausgerutscht', 'ausgetauscht', 'ausgereicht', 'ausgeruht', 'ausgerichtet']	True	ausgeruscht	ausgerutscht	['ausgerutscht', 'ausgetauscht', 'ausgereicht', 'ausgeruht', 'ausgerichtet']	True	0.0	True
175	runba	runter	01-075-2-III-Eis.csv	1	60	1	runba	['unbar', 'ruchbar']	True	runba	runter	['unbar', 'ruchbar']	False		False
176	gegan	gegangen	01-075-2-III-Eis.csv	6	57	6	gegan	['gegen', 'getan', 'gegangen', 'anrege', 'anlege']	True	gegan	gegangen	['gegen', 'getan', 'gegangen', 'anrege', 'anlege']	True	2.0	False
177	runda	runter	01-075-2-III-Eis.csv	4	60	4	runda	['rund', 'runde', 'rund-']	True	runda	runter	['rund', 'runde', 'rund-']	False		False
178	gessen	gegessen	01-075-2-III-Eis.csv	1	21	1	gessen	['essen', 'gossen', 'dessen', 'messen', 'kessen', 'wessen', 'messen', 'hessen', '-essen', 'genössen', 'genesen', 'gebissen', 'gerissen']	True	gessen	gegessen	['essen', 'gossen', 'dessen', 'messen', 'kessen', 'wessen', 'Messen', 'Hessen', '-essen', 'genössen', 'genesen', 'gebissen', 'gerissen']	False		False
179	fon	von	01-075-2-III-Eis.csv	63	76	61	fon	['von', 'ion', 'ton', 'don', 'bon', 'xon', 'äon']	True	fon	von	['von', 'Ion', 'Ton', 'Don', 'Bon', 'Xon', 'Äon']	True	0.0	True
180	bisjen	bisschen	01-075-2-III-Eis.csv	3	57	3	bisjen	['bissen', 'bissigen']	True	bisjen	bisschen	['bissen', 'bissigen']	False		False
181	jeda	jeder	01-075-2-III-Eis.csv	4	6	4	jeda	['jede', 'je da', 'je-da']	True	jeda	jeder	['jede', 'je da', 'je-da']	False		False
182	weit	weint	01-077-2-III-Eis.csv	3	67	1	weit	[]	True	weit	weint		False		False
183	glülisch	glücklich	01-077-2-III-Eis.csv	2	163	2	glülisch	['englisch']	True	glülisch	glücklich	['englisch']	False		False
184	wal	weil	01-077-2-III-Eis.csv	23	82	22	wal	['wal', '-wal', 'was', 'aal', 'war', 'mal', 'aal', 'ral', 'tal', 'mal', 'walle']	True	wal	weil	['Wal', '-wal', 'was', 'aal', 'war', 'mal', 'Aal', 'Ral', 'Tal', 'Mal', 'walle']	False		False
185	ruter	runter	01-077-2-III-Eis.csv	4	60	4	ruter	['runter', 'roter', 'guter', 'röter', 'euter', 'puter', 'erneuter']	True	ruter	runter	['runter', 'roter', 'guter', 'röter', 'Euter', 'Puter', 'erneuter']	True	0.0	True
186	teiel	teil	01-077-2-III-Eis.csv	1	1	1	teiel	['teil', 'teile', 'eitel']	True	teiel	teil	['teil', 'teile', 'eitel']	True	0.0	True
187	sit	ist	01-077-2-III-Eis.csv	32	33	2	sit	['ist', 'seit', 'sie', 'mit', 'fit', 'sät', 'hit', 'bit', 'kit', 'sitzt']	True	sit	ist	['ist', 'seit', 'sie', 'mit', 'fit', 'sät', 'Hit', 'Bit', 'Kit', 'sitzt']	True	0.0	True
188	hart	hat	01-077-2-III-Eis.csv	1	131	1	Hart	[]	True	Hart	hat		False		False
189	eisstant	eisstand	01-088-2-III-Eis.csv	2	8	2	EisStant	['eisstand', 'eisstaat', 'eisstart', 'eisstadt', 'eisstunt', 'eisspant']	False	EisStant	Eisstand	['Eisstand', 'Eisstaat', 'Eisstart', 'Eisstadt', 'Eisstunt', 'Eisspant']	True	0.0	True
190	getroft	getropft	01-088-2-III-Eis.csv	1	2	1	getroft	['getropft', 'getrost', 'getroffen', 'getrottet']	True	getroft	getropft	['getropft', 'getrost', 'getroffen', 'getrottet']	True	0.0	True
191	fersucht	versucht	01-088-2-III-Eis.csv	29	43	29	fersucht	['ersucht', 'versucht', 'ufersucht', 'feucht']	True	fersucht	versucht	['ersucht', 'versucht', 'Ufersucht', 'feucht']	True	1.0	False
192	had	hat	01-088-2-III-Eis.csv	1	131	1	Had	['hd', 'ad', 'hand', 'hai', 'hab', 'rad', 'bad', 'hat', 'hau']	True	Had	hat	['Hd', 'Ad', 'Hand', 'Hai', 'Hab', 'Rad', 'Bad', 'Hat', 'Hau']	True	7.0	False
193	gegesch	gegessen	01-088-2-III-Eis.csv	1	21	1	gegesch	['geschehe', 'geschah', 'geschähe']	True	gegesch	gegessen	['geschehe', 'geschah', 'geschähe']	False		False
194	aufsten	aufstehen	01-090-2-III-Eis.csv	1	1	1	aufsten	['aufstehen', 'aufstauten', 'aufstauen', 'aufsteigen']	False	aufsten	Aufstehen	['aufstehen', 'aufstauten', 'aufstauen', 'aufsteigen']	True	0.0	True
195	sig	sie	01-090-2-III-Eis.csv	1	86	1	sig	['sog', 'sing', 'sie', 'sag', 'sigma']	True	sig	sie	['sog', 'sing', 'sie', 'sag', 'sigma']	True	2.0	False
196	wiel	will	01-097-2-III-Eis.csv	52	157	47	wiel	['weil', 'wie', 'wies', 'will', 'fiel', 'viel', 'ziel', 'siel', 'kiel', 'ziel']	True	wiel	will	['weil', 'wie', 'wies', 'will', 'fiel', 'viel', 'ziel', 'Siel', 'Kiel', 'Ziel']	True	3.0	False
197	unden	unten	01-097-2-III-Eis.csv	2	5	2	unden	['unten', 'runden', 'munden', 'wunden', 'runden', 'hunden', 'bunden', 'funden', 'kunden', 'wunden', 'enden', 'unken', 'enden', 'anden']	True	unden	unten	['unten', 'runden', 'munden', 'wunden', 'Runden', 'Hunden', 'Bunden', 'Funden', 'Kunden', 'Wunden', 'enden', 'unken', 'Enden', 'Anden']	True	0.0	True
198	schlekt	schleckt	01-097-2-III-Eis.csv	1	4	1	Schlekt	['schlecht', 'schleckt']	True	Schlekt	schleckt	['Schlecht', 'Schleckt']	True	1.0	False
199	steupert	stolpert	01-097-2-III-Eis.csv	1	27	1	steupert	['steuert']	True	steupert	stolpert	['steuert']	False		False
200	geteit	geteilt	01-097-2-III-Eis.csv	1	6	1	geteit	['geteilt', 'gefeit', 'geleitet', 'geleite', 'gebreitet', 'gesittet']	True	geteit	geteilt	['geteilt', 'gefeit', 'geleitet', 'geleite', 'gebreitet', 'gesittet']	True	0.0	True
201	sient	sind	01-097-2-III-Eis.csv	4	66	3	sient	['niest', 'dient', 'siebt', 'sinnt', 'siegt', 'sieht', 'siebent']	True	sient	sind	['niest', 'dient', 'siebt', 'sinnt', 'siegt', 'sieht', 'siebent']	False		False
202	glüklisch	glücklich	01-097-2-III-Eis.csv	1	163	1	glüklisch	['glücklich']	True	glüklisch	glücklich	['glücklich']	True	0.0	True
203	üüber	über	01-102-2-III-Eis.csv	1	35	1	üüber	['über']	True	üüber	über	['über']	True	0.0	True
204	fräut	freut	01-102-2-III-Eis.csv	1	42	1	fräut	['freut', 'fräst']	True	fräut	freut	['freut', 'fräst']	True	0.0	True
205	eiu	eis	01-102-2-III-Eis.csv	1	30	1	eIu	['ein', 'ei']	True	eIu	Eis	['ein', 'Ei']	False		False
206	ruhr	ruhe	01-102-2-III-Eis.csv	1	1	1	ruhr	['ruhr', 'ruhe', 'ruht', '-ruhr', 'fuhr', '-uhr']	True	ruhr	Ruhe	['Ruhr', 'ruhe', 'ruht', '-ruhr', 'fuhr', '-uhr']	True	1.0	False
207	ach	auch	01-105-2-III-Eis.csv	1	19	1	ach	[]	True	ach	auch		False		False
208	hingfallen	hingefallen	01-105-2-III-Eis.csv	1	11	1	hingfallen	['hinfallen', 'hingefallen', 'hing fallen', 'hing-fallen', 'singfallen', 'ringfallen', 'hineingefallen', 'hineinfallen', 'hinzufallen', 'hinausfallen']	True	hingfallen	hingefallen	['hinfallen', 'hingefallen', 'hing fallen', 'hing-fallen', 'Singfallen', 'Ringfallen', 'hineingefallen', 'hineinfallen', 'hinzufallen', 'hinausfallen']	True	1.0	False
209	samelt	sammelt	01-108-2-III-Eis.csv	1	2	1	samelt	['sammelt', 'stammelt', 'seltsam']	True	samelt	sammelt	['sammelt', 'stammelt', 'seltsam']	True	0.0	True
210	irem	ihrem	01-110-2-III-Eis.csv	11	13	11	irem	['irrem', 'ihrem', 'krem', 'irre']	True	irem	ihrem	['irrem', 'ihrem', 'Krem', 'irre']	True	1.0	False
211	feld	fällt	01-110-2-III-Eis.csv	11	198	11	feld	['feld', 'feld-', '-feld', 'geld', 'held', 'feldfrei']	True	feld	fällt	['Feld', 'feld-', '-feld', 'Geld', 'Held', 'feldfrei']	False		False
212	töst	tröstet	01-110-2-III-Eis.csv	1	8	1	töst	['döst', 'tönst', 'tönt', 'tost', 'löst', 'tust']	True	töst	tröstet	['döst', 'tönst', 'tönt', 'tost', 'löst', 'tust']	False		False
213	ine	eine	01-110-2-III-Eis.csv	2	9	1	ine	['nie', 'in', 'eine', 'inne', 'mine', 'ein', 'ins']	True	ine	eine	['nie', 'in', 'eine', 'inne', 'Mine', 'ein', 'ins']	True	2.0	False
214	eiskuge	eiskugel	01-110-2-III-Eis.csv	1	1	1	eiskuge	['eisige']	False	eiskuge	Eiskugel	['eisige']	False		False
215	u	und	01-110-2-III-Eis.csv	5	106	2	u	[]	True	u	und		False		False
216	eisman	eismann	01-111-2-III-Eis.csv	4	10	4	eisman	['weismachen']	False	eisman	Eismann	['weismachen']	False		False
217	schläkte	schleckte	01-111-2-III-Eis.csv	1	5	1	schläkte	['schleckte', 'schlackte', 'schluckte']	True	schläkte	schleckte	['schleckte', 'schlackte', 'schluckte']	True	0.0	True
218	stolpate	stolperte	01-111-2-III-Eis.csv	3	7	3	stolpate	['stolperte']	True	stolpate	stolperte	['stolperte']	True	0.0	True
219	we	weh	01-111-2-III-Eis.csv	4	4	4	we	['weh', 'wie', 'wen', 'wer', 'weg', 'wem', 'web', 'uwe', 'je', 'wo', 'de', 'he']	True	we	weh	['weh', 'wie', 'wen', 'wer', 'weg', 'wem', 'web', 'Uwe', 'je', 'wo', 'de', 'He']	True	0.0	True
220	zusamen	zusammen	01-111-2-III-Eis.csv	36	44	36	zusamen	['zusammen', 'zusagen', 'zusahen', 'zusandten']	True	zusamen	zusammen	['zusammen', 'zusagen', 'zusahen', 'zusandten']	True	0.0	True
221	cemast	zermatscht	01-113-2-III-Eis.csv	1	1	1	cemast	['halbmast']	False	cemast	zermatscht	['halbmast']	False		False
222	kletert	klettert	01-116-2-III-Eis.csv	7	8	7	kletert	['keltert', 'klettre', 'klettert', 'kletter', 'kleckert']	True	kletert	klettert	['keltert', 'klettre', 'klettert', 'kletter', 'kleckert']	True	2.0	False
223	troft	tropft	01-116-2-III-Eis.csv	5	9	5	troft	['trogt', 'tropft', 'traft']	True	troft	tropft	['trogt', 'tropft', 'traft']	True	1.0	False
224	merck	merkt	01-116-2-III-Eis.csv	1	16	1	merck	['merk', 'meckern']	True	merck	merkt	['merk', 'meckern']	False		False
225	geschtolpert	gestolpert	01-116-2-III-Eis.csv	3	14	3	geschtolpert	['gestolpert', 'gescheppert', 'geschlottert', 'gestochert']	True	geschtolpert	gestolpert	['gestolpert', 'gescheppert', 'geschlottert', 'gestochert']	True	0.0	True
226	kaft	kläfft	01-116-2-III-Eis.csv	1	4	1	kaft	['kraft', 'kauft', 'kalt', 'kaut', 'kamt', 'saft', 'taft', 'haft']	True	kaft	kläfft	['kraft', 'kauft', 'kalt', 'kaut', 'kamt', 'Saft', 'Taft', 'Haft']	False		False
227	jest	jetzt	01-116-2-III-Eis.csv	7	75	7	jest	['lest', 'just', 'fest', 'nest', 'rest', 'test', 'pest', 'fest', 'west', 'jettest']	True	jest	jetzt	['lest', 'just', 'fest', 'Nest', 'Rest', 'Test', 'Pest', 'Fest', 'West', 'jettest']	False		False
228	gemerckt	gemerkt	01-116-2-III-Eis.csv	4	10	4	gemerckt	['gemerkt', 'gemeckert', 'gereckt']	True	gemerckt	gemerkt	['gemerkt', 'gemeckert', 'gereckt']	True	0.0	True
229	trofen	tropfen	01-116-2-III-Eis.csv	9	14	8	trofen	['trogen', 'tropfen', 'trafen', 'träfen', 'getroffen', 'betroffen']	True	trofen	Tropfen	['trogen', 'tropfen', 'trafen', 'träfen', 'getroffen', 'betroffen']	True	1.0	False
230	eisferkäufer	eisverkäufer	01-122-2-III-Eis.csv	1	4	1	Eisferkäufer	['eisfernkäufer', 'eisuferkäufer', 'eisverkäufer', 'einkäufer', 'verkäufer']	False	Eisferkäufer	Eisverkäufer	['Eisfernkäufer', 'Eisuferkäufer', 'Eisverkäufer', 'Einkäufer', 'Verkäufer']	True	2.0	False
231	daf	darf	01-122-2-III-Eis.csv	1	2	1	daf	['da', 'darf', 'das', 'dar']	True	daf	darf	['da', 'darf', 'das', 'dar']	True	1.0	False
232	den	denn	01-122-2-III-Eis.csv	122	119	117	den	[]	True	den	denn		False		False
233	eerber	erdbeer	01-122-2-III-Eis.csv	1	3	1	Eerber	['derber', 'herber', 'werber', 'erwerber', 'bewerber', 'erbebe', 'erwerbe']	False	Eerber	Erdbeer	['Derber', 'Herber', 'Werber', 'Erwerber', 'Bewerber', 'Erbebe', 'Erwerbe']	False		False
234	wanile	vanille	01-122-2-III-Eis.csv	1	4	1	Wanile	['wandle']	True	Wanile	Vanille	['Wandle']	False		False
235	krik	krieg	01-122-2-III-Eis.csv	1	4	1	krik	['kriege']	False	krik	krieg	['kriege']	False		False
236	nikch	nichts	01-122-2-III-Eis.csv	1	25	1	nikch	['nicht']	True	nikch	nichts	['nicht']	False		False
237	sis	sies	01-122-2-III-Eis.csv	2	1	1	sis	['iss', 'isis', 'sie', 'bis', 'eis']	False	sis	sies	['iss', 'Isis', 'sie', 'bis', 'Eis']	False		False
238	vegt	fängt	01-122-2-III-Eis.csv	3	29	1	vegt	['regt', 'legt', 'hegt', 'fegt']	True	vegt	fängt	['regt', 'legt', 'hegt', 'fegt']	False		False
239	sagtt	sagt	01-122-2-III-Eis.csv	1	52	1	Sagtt	['tagst', 'sagt', 'satt', 'sagtet', 'sagte', 'sagst']	True	Sagtt	sagt	['Tagst', 'Sagt', 'Satt', 'Sagtet', 'Sagte', 'Sagst']	True	1.0	False
240	dier	dir	01-122-2-III-Eis.csv	18	24	18	dier	['dir', 'drei', 'die', 'der', 'dies', 'gier', 'hier', 'vier', 'zier', 'eier', 'tier', 'gier', 'bier', 'zier']	True	dier	dir	['dir', 'drei', 'die', 'der', 'dies', 'gier', 'hier', 'vier', 'zier', 'Eier', 'Tier', 'Gier', 'Bier', 'Zier']	True	0.0	True
241	stet	steht	01-122-2-III-Eis.csv	2	37	1	Stet	['set', 'steg', 'steht', 'stete', 'stets', 'sätet', 'ästet', 'steh']	True	Stet	steht	['Set', 'Steg', 'Steht', 'Stete', 'Stets', 'Sätet', 'Ästet', 'Steh']	True	2.0	False
242	dage	danke	01-122-2-III-Eis.csv	1	7	1	Dage	['sage', 'jage', 'nage', 'rage', 'tage', 'doge', 'dame', 'vage', 'wage', 'lage', 'gage', 'page', 'agenda']	False	Dage	Danke	['Sage', 'Jage', 'Nage', 'Rage', 'Tage', 'Doge', 'Dame', 'Vage', 'Wage', 'Lage', 'Gage', 'Page', 'Agenda']	False		False
243	gehn	gehen	01-124-2-III-Eis.csv	1	2	1	Gehn	['gen', 'gehen', 'zehn', 'geh', 'gehe', 'gern', 'geht']	True	Gehn	Gehen	['Gen', 'Gehen', 'Zehn', 'Geh', 'Gehe', 'Gern', 'Geht']	True	1.0	False
244	haden	haben	01-124-2-III-Eis.csv	6	19	6	haden	['hadern', 'laden', 'hauen', 'haben', 'baden', 'faden', 'haken', 'laden', 'maden', 'faden', 'waden', 'schaden']	True	haden	haben	['hadern', 'laden', 'hauen', 'haben', 'baden', 'faden', 'haken', 'Laden', 'Maden', 'Faden', 'Waden', 'schaden']	True	3.0	False
245	talt	teilt	01-124-2-III-Eis.csv	1	6	1	talt	['tat', 'alt', 'aalt', 'taut', 'tagt', 'galt', 'malt', 'halt', 'kalt', 'halt', 'tafelt']	True	talt	teilt	['tat', 'alt', 'aalt', 'taut', 'tagt', 'galt', 'malt', 'halt', 'kalt', 'Halt', 'tafelt']	False		False
246	freulich	fröhlich	01-124-2-III-Eis.csv	3	92	3	freulich	['freilich', 'fraulich', 'treulich', 'erfreulich', 'freundlich']	True	freulich	fröhlich	['freilich', 'fraulich', 'treulich', 'erfreulich', 'freundlich']	False		False
247	kolen	holen	01-127-2-III-Eis.csv	1	11	1	kolen	['klone', 'holen', 'molen', 'polen', 'kollern']	True	kolen	holen	['klone', 'holen', 'Molen', 'Polen', 'kollern']	True	1.0	False
248	schleker	schlecken	01-127-2-III-Eis.csv	1	1	1	schleker	['schlenkern', 'schlecke', 'schlechter', 'schlanker']	True	schleker	schlecken	['schlenkern', 'schlecke', 'schlechter', 'schlanker']	False		False
249	venkt	fängt	01-127-2-III-Eis.csv	1	29	1	venkt	['senkt', 'lenkt', 'denkt']	True	venkt	fängt	['senkt', 'lenkt', 'denkt']	False		False
250	eimal	einmal	01-127-2-III-Eis.csv	29	62	29	eimal	['einmal', 'beimal', 'dreimal', 'zweimal']	True	eimal	einmal	['einmal', 'Beimal', 'dreimal', 'zweimal']	True	0.0	True
